,existingAcctStatus,duration,creditHistory,purpose,creditAmount,savingsAccountAndBonds, presentEmploymentSince,installmentRatePercentage,sex,relationshipStatus,otherDebtors,residentSince,property,age,installmentPlans,housing,existingCredits,job,liableFor,telephone,foreignWorker,creditQuality
264,A14,10.005268031239467,A34,A40,1139.0012770460144,A61,A75,2.9992713408324514,M,single,A101,4.008131883259663,A121,29.50623354261983,A143,A152,2.0104646663120995,A172,1.513791407552676,A191,A202,1
265,A12,13.500216449578932,A32,A43,771.502955452051,A61,A75,3.9890174472274804,M,single,A101,3.494162971489491,A123,34.01528521497188,A143,A152,1.0069259836160176,A173,2.0134319257420965,A191,A201,0
266,A14,32.99421365862758,A34,A49,5551.751182468486,A65,A75,4.012879204773668,M,single,A101,3.9960545330401933,A121,32.49800666585723,A143,A152,2.0085109517443502,A173,0.9871241918810509,A191,A201,1
267,A14,23.99870395488864,A32,A43,1765.7463607193831,A61,A72,4.015476478942649,F,divorced/separated/married/widowed,A101,2.5099095668513445,A123,40.497761229413896,A142,A152,1.0131399530616632,A173,0.9981741823260103,A192,A201,1
268,A11,13.004776847400265,A32,A40,8381.994929072196,A61,A75,1.0058817361554846,M,divorced/separated/married/widowed,A101,4.001393427006727,A122,43.49571743193976,A143,A152,1.005055621393421,A174,0.9905603190082463,A192,A202,0
269,A14,22.49357265397684,A32,A43,919.5107095717885,A65,A75,3.989588290944752,M,single,A101,1.4994786778036802,A123,23.994674453736938,A143,A152,2.00233416461952,A173,0.9973651089934945,A191,A201,1
270,A14,16.50541915997361,A32,A40,2395.4933481156277,A65,A74,3.9952225574920144,M,single,A101,3.003236606375763,A122,29.01121171486736,A143,A152,1.0160300113168974,A173,1.0009995709393165,A191,A202,1
271,A14,12.010794730035714,A34,A42,1610.7485073509188,A63,A74,2.9902157664212083,F,divorced/separated/married/widowed,A101,4.013959645855132,A123,39.496876153120255,A143,A151,0.9892443788616987,A173,0.996445347520929,A192,A201,1
272,A12,47.49083082945626,A31,A40,11402.753395264319,A65,A71,4.005317046613998,M,single,A102,4.004520196863702,A124,32.25159394333962,A143,A153,0.9905643710721268,A174,0.983733164935793,A192,A201,1
273,A12,47.99908980595448,A32,A43,2815.998743408991,A61,A74,4.01092385007513,M,single,A101,4.009436273886413,A121,25.996315053435822,A143,A152,2.011567379124843,A173,0.9963719910284694,A191,A201,0
274,A11,27.00782687523599,A32,A45,11402.753395264319,A61,A72,1.008270960575985,M,divorced/separated/married/widowed,A101,0.9818061037072945,A124,31.001422377087103,A143,A152,0.9785883275390157,A172,1.0077658244185828,A192,A201,0
275,A14,8.988322003438372,A32,A43,2426.256504364373,A61,A73,0.9984562260267282,M,single,A101,2.009284550852349,A121,29.496037626516998,A143,A152,0.9961868347962738,A173,1.516742600917477,A191,A201,1
276,A14,17.999920403527184,A34,A43,2691.0008096216943,A61,A73,1.9982621353818575,F,divorced/separated/married/widowed,A101,2.003290644639505,A123,28.514456485797,A143,A152,1.9941135129091185,A173,0.9946810452514996,A191,A201,1
277,A11,12.005080191802815,A32,A42,1176.9872052884218,A65,A75,2.0039607096895566,M,divorced/separated/married/widowed,A101,4.005803597230093,A122,48.500620102382484,A143,A152,1.0068176763809542,A172,0.9925355564589801,A192,A201,1
278,A14,5.996926070434789,A32,A42,5404.996694972441,A61,A72,1.4939728795661682,F,divorced/separated/married/widowed,A101,4.020348691052141,A122,34.99135107530367,A143,A152,1.5029089668085445,A173,0.9890272567959312,A191,A201,0
279,A14,22.507055345886826,A32,A43,1672.4945859806269,A62,A73,3.997866881260933,M,single,A101,3.987717907058329,A123,27.007503864141466,A143,A151,1.001066862530168,A174,1.0040589035951604,A192,A201,1
280,A14,13.509725132072486,A34,A41,3061.25029944414,A64,A75,2.5019264531129073,M,single,A101,3.9959219706334093,A124,22.501143658385786,A143,A151,1.9976128906558808,A173,0.9939362937030781,A192,A201,1
281,A14,12.005880379628628,A32,A42,1466.4937747176427,A61,A73,4.006258718749689,M,single,A101,2.0067345739089415,A121,49.50699125396741,A143,A152,0.9954192599269664,A173,0.9983295638109018,A191,A201,1
282,A13,16.492391862682616,A31,A43,1352.4904758446876,A65,A74,3.998969598861599,M,single,A101,3.9944956988452667,A123,47.489347306406735,A141,A152,1.004354118666707,A172,0.9949423427639001,A191,A201,1
283,A14,13.49518246156156,A34,A42,1401.0142986507476,A65,A75,3.987687333852114,M,single,A101,4.027430352353548,A122,62.00306282713319,A143,A152,1.009809586650583,A173,0.9924252586621592,A191,A201,1
284,A12,22.993755035950446,A34,A40,3613.50069403778,A62,A72,3.4933329772999766,M,divorced/separated/married/widowed,A101,1.5043587636804725,A123,34.0075237071999,A143,A152,1.0068176763809542,A173,0.9914905670260432,A192,A201,1
285,A11,47.49083082945626,A32,A40,11402.753395264319,A61,A72,0.9950984157441481,F,divorced/separated/married/widowed,A101,0.9939537354185932,A121,38.01132469971924,A143,A152,1.0052300207503717,A172,0.9938694521188157,A192,A201,1
286,A11,47.99908980595448,A32,A41,4287.500823175458,A61,A74,3.997625406157794,M,single,A101,3.0014643874612625,A122,24.50532354824803,A143,A152,1.0019578346045657,A173,1.4994330488023069,A191,A201,1
287,A12,44.99718084303591,A33,A410,7358.001472713715,A62,A71,1.4973236580352265,M,single,A101,3.9847677544657314,A124,28.496215549580988,A143,A153,0.9859563024285303,A174,0.9913959257219924,A192,A201,1
288,A12,12.003030914714067,A32,A43,1176.9872052884218,A61,A73,3.999082951220755,F,divorced/separated/married/widowed,A103,3.492197584581396,A121,49.50699125396741,A143,A152,1.9896818349258818,A173,1.0040172536908893,A192,A201,1
289,A11,23.996356122454287,A33,A43,938.999916085861,A61,A72,4.007859919018036,M,divorced/separated/married/widowed,A101,4.002428139192022,A121,46.503506515695996,A142,A152,1.0092699591429901,A173,0.9974224589355858,A191,A201,0
290,A14,11.984210858333041,A32,A49,978.9926949863828,A61,A73,1.9955970087655361,M,divorced/separated/married/widowed,A101,1.9995837501169222,A121,24.50532354824803,A143,A152,0.9868621403407992,A173,0.9958382009272233,A192,A202,1
291,A12,34.50233043363994,A32,A41,8775.000556321676,A61,A72,1.0037632920954653,M,divorced/separated/married/widowed,A101,3.996933814898825,A123,25.996315053435822,A143,A151,1.0103874857816117,A174,0.9985846147312142,A192,A201,0
292,A11,27.002663752362867,A34,A41,6916.246076306812,A61,A75,2.4995205813970345,F,divorced/separated/married/widowed,A101,3.986390796352666,A124,45.49920507691468,A143,A153,1.9901744799394447,A174,1.992117241181238,A192,A201,1
293,A13,38.998037329619464,A34,A41,4309.253493577073,A61,A75,4.005928721370841,M,single,A101,4.008232329488519,A124,56.253537203234536,A143,A153,0.9981696782003853,A173,1.0038259616454372,A191,A201,1
294,A14,48.000153020034766,A34,A49,7468.498693849344,A65,A75,4.002556987106861,M,divorced/separated/married/widowed,A101,2.0067345739089415,A123,43.988065227091255,A141,A152,2.0148116295458345,A174,1.4998425789035996,A191,A201,1
295,A12,48.000153020034766,A32,A42,10575.502213216721,A61,A72,1.4889934244697516,F,divorced/separated/married/widowed,A101,2.000792067239595,A123,29.003409801577966,A143,A152,1.0074191874494263,A173,0.9852204313831783,A192,A201,0
296,A14,11.987779322852015,A32,A41,5458.507629995952,A65,A72,0.9972988643828578,F,divorced/separated/married/widowed,A101,4.011738453080664,A123,21.00041294579641,A143,A151,0.989024745975885,A173,0.9882430300216649,A191,A201,1
297,A14,9.507835205513157,A32,A40,1202.7501784551614,A65,A75,4.0056645089608285,M,single,A102,1.9896800228598936,A122,42.49375914010985,A143,A152,0.9969047542157254,A172,1.0028075568158825,A191,A202,1
298,A14,18.001829455710656,A32,A42,2245.504427506072,A61,A73,2.5008833160841153,M,single,A101,4.0012517602608995,A121,39.99356210092712,A143,A152,0.997268245272168,A173,1.0009529472698624,A192,A201,1
299,A12,19.494138986401964,A34,A42,2465.7586061754546,A64,A74,2.9972944552928835,M,single,A101,1.9950705478107937,A123,29.01121171486736,A143,A152,1.995915454987871,A173,0.9885098840387598,A192,A201,1
300,A14,6.011561306601752,A32,A40,712.9901910211177,A61,A71,0.9995782803686202,F,divorced/separated/married/widowed,A101,4.011254847920759,A121,53.49798506558146,A143,A152,1.0035063632327463,A171,1.5075108440478036,A192,A201,1
301,A12,36.00374814291696,A30,A43,4287.500823175458,A61,A73,4.002780307364387,F,divorced/separated/married/widowed,A101,1.5057496653034037,A123,44.005674031590715,A143,A152,1.001408323875236,A173,1.0056081383129012,A192,A201,0
302,A13,23.996887864539243,A34,A40,1271.2394227155287,A65,A74,3.9921132583948946,M,single,A101,2.005628170875931,A121,33.999744175016346,A141,A152,1.502224882552541,A172,2.016679014653631,A191,A201,0
303,A11,9.50643399176262,A34,A40,938.999916085861,A61,A74,4.001932254425956,M,single,A102,3.008954355072384,A122,48.752080582734,A143,A152,1.5006279153750677,A173,1.0042205074670016,A192,A201,1
304,A14,47.99627852221944,A34,A40,9242.503434680822,A63,A73,1.9976785159331287,M,single,A101,1.983723126790933,A124,41.49016377457711,A141,A153,1.006154482939483,A173,0.9874409497043752,A191,A201,0
305,A14,6.009340604352928,A32,A42,1419.261266121307,A64,A73,3.9867676102378318,M,divorced/separated/married/widowed,A101,2.010016263740626,A121,30.013467264803648,A143,A152,0.9971314252856686,A173,1.0120855179081787,A191,A201,1
306,A14,32.99684101834565,A32,A41,5566.762246423,A65,A74,2.0011034211047622,F,divorced/separated/married/widowed,A101,4.001115401372978,A122,25.5017838941004,A142,A151,1.4978616738110535,A172,1.513791407552676,A191,A201,1
307,A11,11.992257288773418,A32,A43,697.2501567651506,A62,A72,3.989588290944752,M,divorced/separated/married/widowed,A101,3.004284765764222,A124,30.499955340478095,A143,A152,1.0105970782011986,A172,1.0095622466247964,A192,A201,0
308,A12,8.494468178120975,A32,A42,1323.5030242140926,A61,A73,2.9934118635467986,F,divorced/separated/married/widowed,A101,4.018476022263176,A121,26.00622904231453,A143,A152,0.9996404178593856,A173,1.0067754041612103,A191,A201,0
309,A12,8.988322003438372,A32,A40,294.0098374278159,A61,A73,4.006078732295974,M,divorced/separated/married/widowed,A101,3.998161100828262,A121,20.997842085748584,A143,A151,1.0044757352675662,A172,1.0108745596096544,A191,A201,1
310,A12,48.000153020034766,A32,A410,4803.004442410217,A65,A71,3.0061092286677704,M,single,A101,4.017870892365297,A124,37.00427946154856,A141,A153,1.0021040771219671,A171,0.9983685458325908,A192,A201,1
311,A14,23.993220271135783,A32,A42,4887.005571070209,A62,A73,4.025571209787358,M,single,A101,0.9915424177963921,A123,24.000480835958342,A142,A152,0.9947756264135355,A173,0.9938694521188157,A191,A201,1
312,A13,24.012121998260447,A32,A42,4194.495901148297,A61,A72,2.5008833160841153,F,divorced/separated/married/widowed,A101,3.5014782409712146,A123,29.009390721994926,A143,A152,0.9977958763038061,A173,1.0011812370988624,A191,A201,1
313,A12,12.013496054063026,A32,A40,566.247037117088,A61,A74,1.4951673864665036,M,divorced/separated/married/widowed,A101,2.9914335453022987,A123,23.993508633672043,A141,A152,1.0026233258183819,A172,1.0070096597848779,A191,A201,0
314,A13,3.998276043164189,A32,A40,1385.4992302651972,A65,A72,0.9882189189272855,M,single,A101,1.4994786778036802,A121,26.994833641351185,A143,A152,0.9947756264135355,A172,1.508997262710786,A191,A202,1
315,A11,35.99941919618247,A31,A42,2465.7586061754546,A61,A75,4.013888831002252,M,single,A101,3.9915289264298948,A123,28.48859683682528,A141,A152,0.9980877212325594,A173,0.9982570252099587,A191,A201,0
316,A11,12.001761146007077,A32,A42,658.9993135739971,A61,A73,1.9955970087655361,M,single,A103,3.5029493865943744,A122,35.00449225679762,A143,A152,0.991104474016049,A172,1.5006777801645284,A191,A201,1
317,A12,26.991742049617145,A32,A42,5166.255239983171,A65,A73,1.4962447320864574,F,divorced/separated/married/widowed,A101,3.992426380171826,A122,48.752080582734,A143,A152,0.9987263064091765,A172,0.9851053957781599,A192,A201,1
318,A14,11.994708701278284,A34,A46,650.7535056552292,A61,A73,3.989888191523498,M,single,A101,2.0043784091759123,A123,29.000233289762406,A143,A152,1.5049369085637836,A173,0.9983295638109018,A191,A201,1
319,A11,14.99964908372857,A33,A42,4084.498523605688,A61,A75,0.997950950104606,F,divorced/separated/married/widowed,A101,3.991321166641383,A122,30.013467264803648,A143,A152,2.5097237898335587,A172,1.002338551128256,A191,A201,1
320,A12,27.002663752362867,A34,A40,3934.734484936037,A61,A71,4.011759881453736,M,divorced/separated/married/widowed,A101,2.0069721104390545,A123,26.003362536333327,A143,A152,2.0109900563933345,A174,1.0078191965671652,A191,A201,0
321,A11,23.995107151151082,A32,A43,1718.5023169858791,A61,A72,3.9946303276518806,M,divorced/separated/married/widowed,A101,3.4977867076367923,A122,29.009390721994926,A143,A152,0.9948802826360846,A173,0.999760092045,A191,A201,0
322,A11,23.993691433050962,A32,A41,2653.0084683265823,A61,A74,1.5107129759347009,M,single,A101,1.0091645879385371,A124,30.998750770386557,A143,A153,1.006154482939483,A174,0.9917693567814669,A192,A201,1
323,A11,16.491006909577358,A32,A42,2395.4933481156277,A64,A73,3.9880981281216514,M,single,A101,1.9928243530713483,A123,25.996315053435822,A143,A152,1.0028058115963825,A173,0.9819871365092241,A191,A201,1
324,A14,20.99552889791372,A34,A40,1126.25171831357,A61,A73,4.019945726477546,F,divorced/separated/married/widowed,A101,3.008954355072384,A121,39.00531766456794,A143,A152,2.0109900563933345,A173,0.9874409497043752,A191,A201,1
325,A11,7.007481728040696,A34,A40,3105.506314876402,A61,A74,1.008270960575985,M,single,A101,3.998436795791487,A121,36.01858614016174,A143,A152,1.9874007907298281,A172,0.9938694521188157,A191,A202,1
326,A14,11.99757997522941,A34,A42,5040.246591120192,A65,A75,2.0075488212818735,M,single,A101,4.004875513975774,A122,47.98970879921488,A143,A151,0.9892443788616987,A173,0.9984365794329826,A192,A201,1
327,A14,26.999600467115656,A32,A40,1747.4914761655766,A64,A74,3.997087325750547,F,divorced/separated/married/widowed,A101,2.4991266124197087,A123,36.996773170523426,A143,A152,1.0041253847998344,A173,2.006679940089219,A192,A201,1
328,A13,30.010183714521073,A32,A43,4049.9965311409624,A61,A75,3.9998946291071444,M,single,A101,1.999030389317505,A123,28.509376674375485,A143,A152,0.9979307469806549,A173,0.9930214733965236,A191,A201,1
329,A12,6.0047877627786255,A32,A43,978.9926949863828,A61,A75,4.004063348267115,M,single,A101,3.9965658207085535,A123,26.001952445652492,A143,A152,0.9985913879642286,A173,2.00930832479508,A191,A201,1
330,A11,24.000791131690903,A34,A41,5871.501790245053,A61,A71,1.4951673864665036,M,single,A101,4.020348691052141,A124,74.50142858001908,A143,A153,2.0019844799052926,A174,1.0143437811870553,A192,A201,1
331,A14,18.005956442305,A34,A46,2099.4917744317013,A62,A73,3.9967453121995815,F,divorced/separated/married/widowed,A101,1.987759925366948,A121,33.00851532896931,A143,A152,2.006532425335862,A173,1.0045807470561123,A191,A201,0
332,A12,60.00558989273918,A32,A40,7626.251557817621,A62,A72,3.9980622856738304,F,divorced/separated/married/widowed,A101,1.993102572003202,A122,26.50532230501951,A143,A152,1.0110825900585791,A174,0.9971222904606377,A191,A201,0
333,A14,48.00468639624843,A34,A41,12673.006009762194,A62,A73,2.000672535687287,F,divorced/separated/married/widowed,A101,4.010635355611347,A123,26.005468022116947,A141,A151,2.0184488728210606,A172,0.9930214733965236,A191,A201,0
334,A11,22.507055345886826,A30,A42,3825.7521572752494,A61,A75,3.0052198092416393,M,single,A101,3.9922882172862098,A124,21.9931731165006,A141,A151,2.005542688625568,A173,1.9980374039130904,A191,A201,0
335,A11,6.0047877627786255,A34,A42,3081.503465997712,A61,A73,1.000002265445681,M,divorced/separated/married/widowed,A101,4.003513782046819,A121,40.75305783804881,A143,A151,1.0003621226145019,A174,0.9899031417450805,A192,A201,0
336,A12,14.002770577038184,A32,A43,2359.251172086202,A61,A72,2.002372884786883,F,divorced/separated/married/widowed,A103,3.9987393756992864,A122,23.994674453736938,A143,A152,0.9981696782003853,A172,0.9931814998601557,A191,A201,1
337,A11,14.989017037853465,A32,A44,1376.4960228494028,A65,A73,4.0180637673338815,F,divorced/separated/married/widowed,A101,1.9950705478107937,A123,26.00054408499589,A143,A151,0.989550711565744,A173,1.5058489611182848,A191,A201,0
338,A11,21.995528378983252,A32,A42,3880.497739686152,A61,A73,3.9897390701438713,M,single,A101,4.003377832754252,A122,25.9932661517539,A143,A152,0.9947226224960313,A173,0.996871494396773,A191,A201,1
339,A12,9.257655769915608,A32,A42,1405.2514814513931,A61,A73,3.983472861935925,M,divorced/separated/married/widowed,A101,1.98492705819192,A123,28.49524363539069,A143,A152,0.9885637922032342,A172,1.0086246982317584,A191,A201,1
340,A12,25.50362054593902,A34,A46,6290.995390597494,A61,A72,1.9965027038443393,F,divorced/separated/married/widowed,A101,4.008028662523312,A124,25.987194332848965,A143,A153,2.009834360538976,A173,0.9935161662112578,A192,A201,1
341,A11,22.50079183495773,A32,A42,3912.2527670806376,A61,A74,1.5031953816278831,F,divorced/separated/married/widowed,A101,4.000755748014134,A123,28.9985887252943,A143,A151,1.0076975422151264,A172,1.0009529472698624,A191,A201,1
342,A12,17.999117362654967,A32,A43,2950.003657482799,A63,A72,1.0028379437246353,M,divorced/separated/married/widowed,A101,2.9944072612709816,A121,23.997324129421912,A143,A151,1.000386037736873,A173,0.9872896723271729,A191,A201,1
343,A12,16.50811131287513,A32,A49,4034.499519940073,A61,A75,0.997950950104606,M,single,A102,1.0061229313389388,A121,29.75028849005215,A141,A152,1.0127214476647772,A174,1.0040172536908893,A192,A201,1
344,A13,9.509662627463296,A32,A40,3692.498663645708,A61,A72,0.9984562260267282,M,single,A103,0.9862996588694042,A122,33.50075998490728,A143,A152,0.986506024805522,A172,1.504444254744441,A191,A201,1
345,A14,15.006815753532514,A34,A43,1691.7410127291387,A61,A73,4.00337680701467,F,divorced/separated/married/widowed,A101,2.009284550852349,A123,45.00009731213831,A143,A152,1.0082533980642874,A172,1.5110128773405336,A191,A201,1
346,A12,12.5069006395317,A34,A43,816.0070401665912,A61,A72,4.00823909039715,M,single,A103,4.000597149888273,A121,22.49833374673606,A143,A152,2.009834360538976,A173,1.0061205568263933,A191,A201,1
347,A12,27.005753069954007,A32,A43,4235.996899862687,A63,A71,0.9926481477487312,F,divorced/separated/married/widowed,A101,3.9944956988452667,A124,24.50367990693292,A143,A151,1.0127214476647772,A171,1.516742600917477,A191,A201,1
348,A14,6.00067095031026,A33,A49,1562.488610130452,A62,A73,0.9965053021881882,M,single,A101,1.9954874577574677,A121,30.99784692181752,A143,A152,1.500991960742378,A172,1.0108745596096544,A191,A201,1
349,A12,9.007474494876202,A34,A46,1031.4983063695372,A64,A75,4.003418668094286,M,single,A101,3.0061495964321585,A124,29.009390721994926,A143,A153,2.0073699774984486,A173,1.506262514407986,A191,A201,0
350,A14,9.503823443394062,A32,A44,1318.5035892970377,A61,A72,1.5008094623990942,F,divorced/separated/married/widowed,A101,4.008549132228575,A121,24.50512279802117,A143,A151,1.0068176763809542,A173,0.9951032723662862,A192,A201,1
351,A12,9.507835205513157,A32,A42,1073.0066779376393,A61,A73,0.9965053021881882,F,divorced/separated/married/widowed,A101,2.0015523572290856,A123,31.993441136375353,A143,A152,1.0123173158259544,A173,1.5024592930146863,A191,A202,0
352,A14,16.50698925721995,A34,A41,2950.003657482799,A65,A71,1.9996062467356417,M,single,A101,4.00433311011775,A124,34.994337914126405,A143,A152,0.99104287323959,A174,0.9908177303005523,A192,A201,1
353,A11,12.017452784045242,A30,A43,5404.996694972441,A61,A73,4.005097118477152,M,single,A101,2.0000194541591183,A122,26.001952445652492,A143,A151,2.259475617046858,A173,0.985856848659334,A192,A201,0
354,A14,9.507835205513157,A32,A46,687.5023868091049,A63,A75,4.005097118477152,M,single,A101,4.000920328663704,A124,43.990456927119396,A143,A153,1.0041253847998344,A173,0.9979444756754018,A192,A201,1
355,A12,24.00519208479734,A32,A40,1148.2404614254297,A61,A72,3.9890174472274804,M,single,A101,1.9869954188397623,A121,21.998207254078423,A142,A152,1.0053448452244016,A172,0.9892438566277103,A191,A201,0
356,A14,12.002462019939761,A34,A43,2094.9964126384543,A65,A75,0.9858796410708319,M,single,A102,4.000597149888273,A121,47.497624041374536,A143,A152,0.988412506010294,A173,1.003554988936733,A192,A201,1
357,A14,30.001782858330387,A33,A43,4049.9965311409624,A61,A73,3.500497877896451,M,single,A101,2.0000194541591183,A123,24.49065077710138,A143,A152,1.9947316058215794,A174,0.9981741823260103,A192,A201,0
358,A14,11.998537200089004,A32,A43,726.4973949455405,A61,A73,3.992268487292116,M,divorced/separated/married/widowed,A101,2.0018971355575887,A121,26.01648264953611,A143,A152,1.0046633794061073,A173,0.9951265964992393,A191,A201,1
359,A11,32.99522425626252,A32,A42,2701.0074469080737,A61,A74,3.9890174472274804,F,divorced/separated/married/widowed,A101,4.0019214975236945,A121,24.500326446361846,A143,A151,1.0044757352675662,A173,0.9939362937030781,A191,A201,0
360,A12,18.000900090761426,A32,A46,1144.5066550818308,A65,A73,3.497817193480439,M,single,A101,4.003377832754252,A124,59.5000479602605,A143,A153,0.989024745975885,A173,0.9825629623799517,A191,A201,1
361,A13,12.005628967208668,A32,A43,3105.506314876402,A65,A75,1.9971493713928927,M,single,A101,3.4892492903350805,A123,34.00258095263076,A143,A152,1.0063212941126964,A174,1.008543611323903,A191,A201,1
362,A13,13.503176510211699,A33,A40,2509.0016336459844,A61,A73,1.9980691785714115,F,divorced/separated/married/widowed,A101,1.983723126790933,A123,38.99129296487327,A142,A152,2.0005152497085517,A173,1.001530432596845,A192,A201,1
363,A14,5.995967580758737,A32,A42,1578.0011895575144,A61,A73,0.9882189189272855,M,divorced/separated/married/widowed,A101,2.0079402144164895,A122,20.494928354237032,A143,A151,1.015320902222451,A173,0.9925355564589801,A191,A201,1
364,A11,16.491006909577358,A32,A42,2216.499723642434,A61,A71,3.9853325698507214,M,single,A101,1.0045578180316,A123,23.99630191592511,A143,A152,0.9935178248176555,A171,0.9970778908372678,A191,A201,0
365,A14,12.006261409832923,A32,A49,1415.9944633553919,A61,A74,1.5019555489599752,M,single,A101,4.007560526857306,A123,33.0046985138918,A143,A152,1.0031864054338255,A173,1.0011812370988624,A192,A201,1
366,A14,16.487789935460953,A34,A41,3548.7492698839364,A61,A74,3.0021539848399947,M,single,A101,0.9944352620063506,A123,24.993742826450266,A143,A152,2.0091744004772734,A173,0.9962702783302442,A191,A201,1
367,A11,20.993998818618607,A32,A42,4114.74297948417,A61,A72,0.9756817605132656,F,divorced/separated/married/widowed,A101,4.009436273886413,A123,23.012007718426368,A143,A151,1.5032725849552446,A173,1.4994330488023069,A191,A201,1
368,A11,32.99522425626252,A32,A42,3169.4967342743394,A61,A75,3.996940792792442,M,single,A101,2.0154264486265285,A123,38.9874616590418,A143,A152,0.9859563024285303,A173,1.5106335506106854,A191,A201,0
369,A12,21.00494710761732,A32,A42,3283.251966012973,A61,A74,2.01276579591073,F,divorced/separated/married/widowed,A101,3.4977867076367923,A121,41.99874528453719,A143,A151,1.0103874857816117,A173,0.9896224491354018,A191,A201,1
370,A14,30.00627301960923,A32,A40,2840.4997769585775,A65,A73,4.003418668094286,M,single,A101,3.9960545330401933,A121,32.99095854385357,A143,A152,0.9885637922032342,A173,0.9901448583100929,A191,A201,1
371,A14,16.50698925721995,A34,A43,5263.990135037366,A61,A75,2.999041351571231,M,single,A101,3.996933814898825,A123,30.499955340478095,A143,A152,1.4956658103842704,A173,0.9935161662112578,A192,A201,1
372,A14,9.990688692243765,A34,A42,2415.742031879228,A61,A72,1.0037632920954653,F,divorced/separated/married/widowed,A101,3.004284765764222,A121,23.993508633672043,A143,A151,1.9976128906558808,A173,1.0120855179081787,A191,A201,1
373,A14,53.99998152726671,A34,A40,12673.006009762194,A65,A75,1.9980691785714115,M,single,A101,3.9856011051642533,A124,61.49301355242275,A141,A153,1.002462796094152,A174,0.9969570982223596,A192,A201,1
374,A12,60.00208439006282,A31,A410,15028.246167416797,A62,A75,3.0124311186323487,F,divorced/separated/married/widowed,A101,4.0122460358889125,A124,61.49301355242275,A141,A153,2.5105147200355056,A174,1.0049877668331264,A192,A201,0
375,A11,53.99998152726671,A31,A49,8157.7565674558045,A61,A74,2.505037308368684,F,divorced/separated/married/widowed,A103,3.996858283805893,A123,40.00042540659932,A143,A151,0.9802613985128954,A173,0.9989625057269438,A191,A201,0
376,A14,16.50811131287513,A33,A43,2081.7496204691392,A61,A71,1.5144507740530226,M,divorced/separated/married/widowed,A101,2.9959739585582112,A121,30.994917430997972,A143,A152,2.003912612225583,A173,1.0007373754973423,A191,A201,1
377,A14,6.505313258157451,A33,A43,784.9895089263825,A65,A75,2.5011483473948957,M,single,A101,4.00433311011775,A124,33.00851532896931,A143,A153,0.997268245272168,A173,0.9943400225885173,A191,A201,1
378,A12,32.99792804028171,A32,A40,13413.743421625844,A61,A75,4.013888831002252,M,single,A101,1.5035840909289693,A124,57.00260929289894,A143,A153,0.9961868347962738,A174,1.0039851148411714,A192,A201,0
379,A14,6.002773522504732,A34,A40,409.0045278353409,A62,A73,4.004625244704982,F,divorced/separated/married/widowed,A101,4.01114440569309,A123,51.4938042351315,A143,A152,2.005542688625568,A172,0.9974800899290909,A191,A201,1
380,A11,19.000568965740207,A32,A42,1962.9957516422025,A65,A74,3.991728748743524,M,single,A101,4.0012517602608995,A123,36.00284390923116,A143,A152,0.9827841652812147,A173,1.0028075568158825,A192,A201,1
381,A12,19.50816728321459,A32,A41,13732.005087220947,A61,A71,3.0043554110453523,F,divorced/separated/married/widowed,A101,4.006070823682539,A124,40.50680385905014,A143,A153,1.0030155369381202,A174,0.9910700519871977,A192,A201,0
382,A14,22.993755035950446,A32,A40,1393.9922148976707,A65,A74,4.012879204773668,F,divorced/separated/married/widowed,A101,3.998898640584348,A122,27.99582232207816,A143,A151,1.5039305777115253,A173,0.9795866103066864,A191,A201,1
383,A13,11.987779322852015,A32,A40,1256.504694152737,A61,A72,3.9926394425796206,M,single,A101,1.0129633147988661,A121,24.493824434313474,A143,A152,0.9937373631389259,A173,1.0116580911086863,A191,A201,1
384,A14,27.005131381637515,A33,A49,3934.734484936037,A62,A73,1.9909856694654278,M,single,A101,2.0077766088037663,A122,24.493824434313474,A143,A152,1.9969689916258995,A172,1.0026159393427176,A191,A201,1
385,A14,19.494138986401964,A34,A43,2498.7453426386764,A61,A73,2.0026931289664773,F,divorced/separated/married/widowed,A101,0.9862996588694042,A123,26.994833641351185,A143,A152,1.9928474746520366,A173,1.007948063441468,A191,A201,1
386,A14,18.001829455710656,A32,A43,1207.2467423657836,A65,A72,4.011989070232635,F,divorced/separated/married/widowed,A101,1.9974432330598257,A121,22.009231871170712,A143,A151,0.9937373631389259,A173,0.9868342466302233,A192,A201,1
387,A12,17.999920403527184,A34,A42,6899.744533906694,A61,A71,4.0180637673338815,M,single,A101,3.993106533503825,A122,37.49924265095888,A142,A152,1.997274204311078,A174,1.002076819942808,A192,A201,1
388,A12,14.99964908372857,A34,A49,2085.2471921776287,A63,A73,2.0004538603116844,M,single,A101,4.008131883259663,A123,24.998025168269752,A141,A152,1.0051697291030077,A173,0.9947941784194131,A191,A201,1
389,A14,8.988322003438372,A32,A49,1681.0109039683061,A61,A74,3.016195415409398,F,divorced/separated/married/widowed,A101,2.0120582541025693,A123,29.498785475618575,A143,A152,1.9966856745908383,A173,1.0017841958055864,A191,A201,1
390,A14,18.00448525458867,A32,A40,1610.7485073509188,A61,A73,1.9979660945076345,M,divorced/separated/married/widowed,A101,2.0013812854998836,A122,27.503726778817587,A143,A152,1.0038087632255401,A174,1.0067754041612103,A192,A201,1
