,age,workclass,fnlwgt?,education,edu-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hrs-per-wk,native-country,income,Bayes Classification,,
1403,66, Self-emp-not-inc,240294, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States,B,B,,
1404,40, Private,21755, Some-college,10, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,30, United-States,B,B,,
1405,66, Private,73522, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?,B,B,,
1406,37, Private,222450,5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador,B,B,,
1407,34, Private,35595, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,B,B,,
1408,41, Self-emp-not-inc,239061, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,B,B,,
1409,43, Private,122473, Masters,14, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,1977,50, United-States,A,A,,
1410,20, Private,190290, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Canada,B,B,,
1411,59, Private,193375, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,10, United-States,B,B,,
1412,48, Private,148576, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,A,B,,
1413,45, State-gov,72896, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,B,,
1414,28, Private,180299, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,B,B,,
1415,43, Private,221550, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,B,B,,
1416,18, Private,183011, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,15, Haiti,B,B,,
1417,34, ?,370209, HS-grad,9, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1418,55, Self-emp-inc,298449, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2179,60, United-States,B,A,,
1419,21, Local-gov,300812, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,B,B,,
1420,47, Private,173938, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1421,45, Private,282172, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1422,61, Private,87300, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1423,23, Private,64520,10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1424,44, State-gov,119567, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,B,B,,
1425,45, Private,117310, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,A,B,,
1426,35, State-gov,28738, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,4101,0,40, United-States,B,A,,
1427,17, ?,99695,10th,6, Never-married, ?, Own-child, White, Female,0,0,15, United-States,B,B,,
1428,49, Private,366089, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,A,,
1429,40, Private,234397, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States,A,B,,
1430,28, Self-emp-not-inc,132686, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1431,33, Self-emp-inc,196963, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,B,B,,
1432,31, State-gov,46492, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,B,B,,
1433,38, Local-gov,274245, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1434,62, Private,360032,10th,6, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States,B,B,,
1435,40, Private,144778, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1436,61, Private,142245, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1437,42, Federal-gov,178074, Masters,14, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,40, United-States,A,A,,
1438,19, ?,218171, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,0,2, South,B,B,,
1439,32, Local-gov,130242, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,B,A,,
1440,52, Private,98980, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1441,34, Private,284629, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,B,,
1442,37, Private,114591, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,A,B,,
1443,30, Private,134639, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,8614,0,45, United-States,A,A,,
1444,27, Private,134890, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1445,25, Private,199545, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,B,B,,
1446,32, Private,227282, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,B,B,,
1447,47, Self-emp-inc,308241, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States,A,B,,
1448,43, Private,214781, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,38, United-States,A,B,,
1449,50, Local-gov,173630, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States,A,A,,
1450,42, Federal-gov,348059, Assoc-acdm,12, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,A,B,,
1451,31, Private,208785,11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,B,B,,
1452,43, Private,151809, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States,B,B,,
1453,37, Private,71592, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,17, United-States,B,B,,
1454,58, Private,132704, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,3325,0,40, United-States,B,A,,
1455,32, Private,250583, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States,B,B,,
1456,35, Private,114765, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States,A,B,,
1457,40, Self-emp-not-inc,194924, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,B,B,,
1458,39, Self-emp-not-inc,73471, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1573,45, United-States,B,A,,
1459,51, Private,250423, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,A,A,,
1460,42, Private,145441, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,B,,
1461,27, Private,86681, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1462,69, Private,188643, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,1429,30, United-States,B,B,,
1463,74, Private,68326, Assoc-voc,11, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1464,36, Private,382859, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,A,B,,
1465,23, ?,211968, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,23, Iran,B,B,,
1466,48, Local-gov,132368,5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,B,B,,
1467,38, Private,196123, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,B,,
1468,68, Private,178066,9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,1797,0,24, United-States,B,B,,
1469,40, State-gov,105936, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,B,B,,
1470,23, Private,306639,9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,B,B,,
1471,48, Private,26502, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1472,47, Local-gov,204698, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,A,,
1473,55, Private,118057, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male,0,0,51, United-States,B,B,,
1474,22, State-gov,199266, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,17, United-States,B,B,,
1475,49, Private,248145, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Nicaragua,B,B,,
1476,51, Private,239284, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1477,42, Self-emp-inc,188738, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,A,A,,
1478,31, Private,209101, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,A,,
1479,67, Local-gov,197816, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States,B,B,,
1480,27, ?,60726, Bachelors,13, Never-married, ?, Not-in-family, Black, Male,0,0,45, United-States,B,B,,
1481,59, Self-emp-not-inc,211678, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States,B,B,,
1482,66, Private,304957, HS-grad,9, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,25, United-States,B,B,,
1483,28, Private,278552, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,A,B,,
1484,33, Self-emp-not-inc,79303, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,B,B,,
1485,44, Local-gov,64632, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,B,B,,
1486,39, Private,560313, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States,A,B,,
1487,39, Local-gov,174597, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,B,B,,
1488,46, Private,139946, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States,A,B,,
1489,19, Private,277695, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,36, Mexico,B,B,,
1490,44, Self-emp-not-inc,138471, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,B,B,,
1491,24, Private,320615, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,2205,40, United-States,B,A,,
1492,48, Private,164954, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,42, United-States,B,B,,
1493,27, Private,263728, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3137,0,50, United-States,B,A,,
1494,44, Private,103980, Some-college,10, Divorced, Prof-specialty, Own-child, White, Male,3325,0,35, United-States,B,B,,
1495,30, Private,159442, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Ireland,B,B,,
1496,32, Federal-gov,113838, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,A,,
1497,49, Private,28171, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,78, United-States,A,A,,
1498,37, Self-emp-not-inc,227253, Preschool,1, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Mexico,B,B,,
1499,24, Private,211129, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Female,0,0,60, United-States,A,B,,
1500,19, Private,120003, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,B,B,,
1501,20, Private,245182, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,B,B,,
1502,25, Private,188767, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,B,B,,
1503,29, Private,227890, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,B,B,,
1504,43, Private,131650, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,A,B,,
1505,35, Local-gov,258725, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,B,B,,
1506,47, Local-gov,127678, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,A,B,,
1507,53, Private,110747, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1508,27, Private,409246, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,A,B,,
1509,32, Private,128829, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
1510,36, Private,170031, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1511,55, Self-emp-not-inc,150917,7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States,B,B,,
1512,41, Private,197372,10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,B,B,,
1513,49, Self-emp-not-inc,43479, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Male,0,0,63, Canada,A,B,,
1514,36, Private,166549, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
1515,62, Private,119684, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,2829,0,28, United-States,B,A,,
1516,44, Private,651702, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States,B,B,,
1517,69, Self-emp-not-inc,199829, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1258,40, United-States,B,A,,
1518,22, Private,86745, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines,B,B,,
1519,36, Private,644278, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States,B,B,,
1520,58, Private,31137, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3464,0,60, United-States,B,A,,
1521,32, Private,104525, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States,B,B,,
1522,19, ?,91278, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,25, United-States,B,B,,
1523,27, Private,111361, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States,B,B,,
1524,19, ?,291692, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,28, United-States,B,B,,
1525,35, Private,228881, HS-grad,9, Never-married, Craft-repair, Other-relative, Other, Male,0,0,40, Puerto-Rico,B,B,,
1526,58, Private,152731, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,A,B,,
1527,18, Private,178310, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,B,B,,
1528,48, Self-emp-not-inc,116360, Assoc-voc,11, Divorced, Tech-support, Other-relative, Black, Female,0,0,10, United-States,B,B,,
1529,22, Private,535852,10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico,B,B,,
1530,39, Private,30828, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1531,47, Self-emp-not-inc,39518, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,B,A,,
1532,23, Private,445758,5th-6th,3, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Mexico,B,B,,
1533,40, Private,222504, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,36, United-States,B,B,,
1534,35, Private,357619, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Germany,B,B,,
1535,20, ?,121389, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,32, United-States,B,B,,
1536,41, Private,228847, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,A,B,,
1537,27, Private,118598, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States,B,B,,
1538,58, Private,49893, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,A,,
1539,38, Private,452353, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
1540,40, State-gov,285000, Bachelors,13, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,B,B,,
1541,29, Private,263300, HS-grad,9, Separated, Priv-house-serv, Unmarried, Black, Female,0,0,55, United-States,B,B,,
1542,28, State-gov,132675, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Germany,B,B,,
1543,35, Private,175232, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1544,18, Private,257421,12th,8, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,B,B,,
1545,29, Private,196227, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1546,25, Private,34965, Some-college,10, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States,B,B,,
1547,65, Private,475775, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States,B,B,,
1548,19, Private,196857,11th,7, Never-married, Adm-clerical, Own-child, White, Female,594,0,15, United-States,B,B,,
1549,37, Private,159917,9th,5, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States,B,B,,
1550,22, Private,212803, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1551,70, Private,118902, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Scotland,B,B,,
1552,21, Local-gov,166827, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States,B,B,,
1553,21, Private,180060, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,B,B,,
1554,23, Private,47218, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,B,B,,
1555,46, Private,73541, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,B,B,,
1556,33, State-gov,150688, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India,A,A,,
1557,36, Private,207824, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,A,A,,
1558,42, Self-emp-inc,198282, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,A,A,,
1559,52, Private,206359, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,B,B,,
1560,55, ?,125659, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,6, United-States,A,B,,
1561,60, Local-gov,129193, Some-college,10, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1562,57, Local-gov,167457,7th-8th,4, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,B,B,,
1563,35, Private,455469, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,A,B,,
1564,24, Private,206891, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1565,37, Private,269323, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,A,A,,
1566,45, Local-gov,187715, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,A,B,,
1567,48, Federal-gov,71376, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1568,22, Private,268707,11th,7, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,42, United-States,B,B,,
1569,45, Private,215620, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1570,32, Private,158438, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States,B,B,,
1571,35, Private,209629, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1572,22, Private,121076, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,B,B,,
1573,34, Private,97933,9th,5, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,B,B,,
1574,25, Private,177423, HS-grad,9, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,4416,0,45, Philippines,B,A,,
1575,39, Private,185520, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1576,44, Federal-gov,38321, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,A,B,,
1577,33, Private,213307,1st-4th,2, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico,B,B,,
1578,48, Private,328581,11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,B,B,,
1579,58, Private,177368, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,B,B,,
1580,36, Private,148903, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,B,B,,
1581,53, Self-emp-not-inc,385520, HS-grad,9, Widowed, Farming-fishing, Unmarried, White, Female,0,0,55, United-States,B,B,,
1582,25, Self-emp-not-inc,193716, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,B,B,,
1583,21, Private,238899, Bachelors,13, Never-married, Sales, Own-child, Black, Female,0,0,30, United-States,B,B,,
1584,36, Private,209993,5th-6th,3, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, El-Salvador,B,B,,
1585,51, State-gov,136060, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,B,B,,
1586,26, Local-gov,192944, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1587,41, Private,29927, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,B,B,,
1588,23, Local-gov,200593, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,B,B,,
1589,20, Private,311376, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States,B,B,,
1590,58, Private,206814, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,50, United-States,A,A,,
1591,21, Private,278391, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Nicaragua,B,B,,
1592,32, Private,364657, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,A,A,,
1593,54, ?,120781, Doctorate,16, Married-spouse-absent, ?, Unmarried, Asian-Pac-Islander, Male,0,0,20, India,B,B,,
1594,62, Private,175080, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,B,B,,
1595,29, ?,522241, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States,B,B,,
1596,43, Private,161240, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,B,B,,
1597,20, Private,162282, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States,B,B,,
1598,23, Private,199419, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,B,B,,
1599,26, Private,171114, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1600,33, Private,208855, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,A,A,,
1601,30, Private,381030, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,B,B,,
1602,63, Private,219337,7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,3471,0,45, United-States,B,A,,
1603,45, Private,180010, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,40, United-States,B,B,,
1604,39, Private,189382, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,B,B,,
1605,26, Private,121712, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States,B,B,,
1606,28, ?,192257, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,5, United-States,B,B,,
1607,20, ?,68620, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,B,B,,
1608,39, Private,352188, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1609,34, Private,398874, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States,B,B,,
1610,33, Private,191930, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,0,0,50, United-States,B,B,,
1611,26, Private,269168, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,B,B,,
1612,20, ?,123536, Some-college,10, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,B,B,,
1613,40, Private,173651, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,B,,
1614,49, Private,149337, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,B,B,,
1615,64, Private,146674, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, ?,A,B,,
1616,65, Private,173483, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,B,B,,
1617,19, Private,223669,11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,B,B,,
1618,47, Private,182177, Some-college,10, Divorced, Protective-serv, Unmarried, White, Female,0,0,23, United-States,B,B,,
1619,24, Private,109414, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,20, India,B,B,,
1620,55, Self-emp-inc,150917, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,A,A,,
1621,61, Self-emp-not-inc,39128, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,B,B,,
1622,47, Local-gov,103540, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,A,A,,
1623,64, Private,110212, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,B,B,,
1624,37, Private,222450, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,2339,40, El-Salvador,B,A,,
1625,21, ?,113760, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,40, United-States,B,B,,
1626,40, ?,253717,11th,7, Married-civ-spouse, ?, Wife, White, Female,0,0,16, United-States,B,B,,
1627,25, Private,306908, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,B,B,,
1628,41, Self-emp-not-inc,263871, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,B,B,,
1629,40, State-gov,55294, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,A,A,,
1630,21, Private,174063, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,B,B,,
