age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26, Private,108542, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,0
34, Local-gov,194325, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
49, Private,114797, Higher ed,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0
35, Private,40135, Higher ed,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2042,40, United-States,0
38, Private,204756, HS,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
36, Private,228190, HS,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,20, United-States,0
33, Private,163392, HS,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States,1
54, Private,138845, Higher ed,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
19, Local-gov,169853, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
18, Never-worked,206359, HS,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
60, Private,224097, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
28, Self-emp-not-inc,160786, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
43, Self-emp-not-inc,190044, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
49, Local-gov,145290, HS,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
25, Private,120268, Higher ed,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,70, United-States,0
17, Private,327434, HS,6, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0
41, Self-emp-inc,218302, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
30, Private,1184622, Higher ed,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, United-States,0
90, Local-gov,227796, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,60, United-States,1
25, Private,206343, HS,9, Never-married, Protective-serv, Other-relative, White, Male,0,0,40, United-States,0
27, Private,36851, Higher ed,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,0
29, Private,148550, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
55, Private,157079, Higher ed,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, ?,1
31, Federal-gov,142470, Higher ed,13, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
43, Private,86750, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States,0
63, Private,361631, Higher ed,14, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
46, Private,163229, HS,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
59, Private,179594, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
42, Private,254773, Higher ed,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,50, United-States,1
26, Private,58065, Higher ed,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States,0
26, Private,205428, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
20, ?,41183, Higher ed,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States,0
19, ?,308064, HS,9, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States,0
61, Private,173924, HS,5, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Puerto-Rico,1
23, State-gov,142547, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
24, Private,119704, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
35, Private,275364, Higher ed,13, Divorced, Tech-support, Unmarried, White, Male,7430,0,40, Germany,1
42, Self-emp-not-inc,207392, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States,0
31, Private,147215, HS,8, Divorced, Other-service, Unmarried, White, Female,0,0,21, United-States,0
31, Private,101562, HS,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,55, United-States,0
63, Private,216413, Higher ed,13, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
29, State-gov,188986, Higher ed,11, Never-married, Tech-support, Not-in-family, White, Female,0,1590,64, United-States,0
43, State-gov,52849, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
22, Private,304710, Higher ed,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Vietnam,0
17, Private,265657, HS,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,0
23, Self-emp-not-inc,258298, Higher ed,13, Never-married, Adm-clerical, Own-child, White, Male,0,2231,40, United-States,1
35, Private,360814, HS,5, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
32, Private,53260, HS,9, Divorced, Other-service, Unmarried, Other, Female,0,0,28, United-States,0
50, Self-emp-inc,127315, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1
25, Private,233777, HS,9, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, ?,0
26, Local-gov,197530, Higher ed,14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
32, Private,340940, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
29, Private,88432, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
57, Private,183810, Higher ed,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
90, Private,51744, Higher ed,14, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States,1
35, Private,175614, Higher ed,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,1
31, Self-emp-not-inc,235237, Higher ed,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States,1
60, Private,227266, HS,9, Divorced, Sales, Not-in-family, White, Female,0,0,33, United-States,0
21, Private,146499, Higher ed,11, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,1579,40, United-States,0
71, Local-gov,337064, Higher ed,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
22, Private,141003, Higher ed,11, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
50, Local-gov,117791, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
37, Private,172846, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1
23, Private,73514, HS,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,0
74, Private,211075, HS,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States,0
67, Private,197816, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,1844,70, United-States,0
59, Private,43221, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States,1
28, Private,183780, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States,0
45, Private,26781, HS,9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
63, Self-emp-not-inc,271550, Higher ed,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States,0
39, Private,250157, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,63, United-States,0
33, State-gov,913447, Higher ed,10, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
32, Private,153078, Higher ed,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South,0
34, Private,181091, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,1
39, Private,231491, HS,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,0
29, State-gov,95423, Higher ed,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, United-States,0
22, Private,234663, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
53, Private,283602, Higher ed,13, Divorced, Sales, Not-in-family, White, Female,13550,0,43, United-States,1
46, Private,328669, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,0
51, Private,143741, Higher ed,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,1
44, Private,83508, Higher ed,15, Divorced, Prof-specialty, Not-in-family, White, Female,2354,0,99, United-States,0
56, State-gov,81954, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
27, Private,261375, Higher ed,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
52, Private,310045, HS,5, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,30, China,0
39, Private,316211, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
45, Federal-gov,88564, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1
37, Private,61299, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
33, Private,113364, HS,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
35, ?,476573, HS,9, Never-married, ?, Not-in-family, White, Female,0,0,4, United-States,0
46, Private,267107, HS,3, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, Italy,0
35, Private,48123, HS,8, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,50, United-States,0
33, Private,214635, HS,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States,0
48, Private,115585, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
32, Private,194141, HS,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States,0
18, ?,23233, HS,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
20, Private,89991, Higher ed,10, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States,0
35, Private,101709, HS,9, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States,0
19, Private,237455, HS,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States,0
21, Private,206492, HS,9, Never-married, Sales, Own-child, White, Female,0,0,40, ?,0
56, Private,28729, HS,7, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
28, Private,153475, Higher ed,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, El-Salvador,0
45, Private,275517, HS,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
32, Private,128002, Higher ed,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, United-States,0
44, Private,175485, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12, United-States,0
55, Private,189664, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
34, Private,209808, Higher ed,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
33, Private,176992, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
36, Private,154669, Higher ed,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,55, United-States,0
25, Private,191271, HS,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
28, Private,375482, Higher ed,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
39, Private,102953, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,55, United-States,1
53, Private,169182, HS,6, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia,0
47, Private,184005, HS,9, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,45, United-States,0
49, Self-emp-inc,30751, Higher ed,11, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0
22, Private,145477, HS,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
31, Private,91964, Higher ed,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States,0
44, Self-emp-inc,49249, Higher ed,10, Divorced, Other-service, Unmarried, White, Male,0,0,80, United-States,0
19, Private,218956, HS,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
37, Self-emp-not-inc,241306, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
60, ?,251572, HS,9, Widowed, ?, Not-in-family, White, Male,0,0,35, Poland,0
23, Private,319842, Higher ed,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States,0
44, Private,332401, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States,1
54, Local-gov,182388, HS,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States,0
23, Private,205939, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,0
21, Private,203914, Higher ed,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,0
19, State-gov,156294, Higher ed,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States,0
51, Private,254211, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,1
41, Private,151504, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States,1
61, Private,85548, Higher ed,10, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,18, United-States,1
19, Self-emp-not-inc,30800, HS,6, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
22, Private,131230, Higher ed,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
22, Private,61850, HS,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
49, Private,227800, HS,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States,0
35, Private,133454, HS,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,0
38, Private,104094, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
29, Private,105422, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
56, Private,142182, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
41, Private,336643, Higher ed,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States,0
62, Self-emp-inc,200577, Higher ed,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1
27, Private,208703, HS,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Japan,0
55, ?,193895, HS,9, Divorced, ?, Not-in-family, White, Female,0,0,40, England,0
25, Private,272428, HS,9, Never-married, Sales, Not-in-family, White, Male,4416,0,42, United-States,0
33, Private,56701, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,75, United-States,1
26, Private,288592, HS,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
43, Private,266439, HS,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States,0
53, Federal-gov,276868, Higher ed,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
43, Private,131435, Higher ed,13, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
56, Private,175127, HS,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States,0
25, Private,277444, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
60, Private,63296, Higher ed,14, Divorced, Prof-specialty, Other-relative, Black, Male,0,0,40, United-States,0
28, Private,96337, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
21, Private,221955, HS,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico,0
40, Private,197923, Higher ed,13, Never-married, Adm-clerical, Unmarried, Black, Female,2977,0,40, United-States,0
29, Private,632593, HS,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0
20, Private,205970, Higher ed,10, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States,0
25, Private,139730, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States,1
18, Private,201901, HS,7, Never-married, Sales, Own-child, White, Female,0,0,10, United-States,0
32, State-gov,230224, Higher ed,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States,0
27, Private,113464, HS,2, Never-married, Other-service, Own-child, Other, Male,0,0,35, Dominican-Republic,0
48, Private,94461, HS,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,16, United-States,0
20, Private,271379, Higher ed,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0
55, Private,231738, HS,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, England,0
33, Local-gov,198183, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,1
21, State-gov,140764, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States,0
43, Self-emp-not-inc,183479, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0
35, Private,165767, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
39, Local-gov,139364, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,1
19, Private,227491, HS,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0
25, Private,222254, HS,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
44, Private,193494, Higher ed,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States,1
27, Private,29261, Higher ed,12, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
39, Private,174368, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
69, Private,108196, HS,6, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0
34, Private,110622, Higher ed,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,0
20, ?,201680, Higher ed,10, Never-married, ?, Own-child, White, Male,0,0,35, United-States,0
37, Private,130277, HS,3, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
43, Local-gov,98130, Higher ed,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,39, United-States,0
62, ?,235521, HS,9, Married-civ-spouse, ?, Husband, White, Male,0,0,48, United-States,0
34, State-gov,595000, Higher ed,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States,1
31, Self-emp-not-inc,349148, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,0
42, State-gov,117583, Higher ed,16, Divorced, Prof-specialty, Not-in-family, White, Female,8614,0,60, United-States,1
26, Private,164583, HS,9, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States,0
39, Private,340091, Higher ed,10, Separated, Other-service, Unmarried, White, Female,0,0,75, United-States,0
25, Private,49092, Higher ed,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
54, Local-gov,186884, Higher ed,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,30, United-States,0
44, State-gov,167265, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
34, State-gov,34104, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,38, United-States,1
21, Self-emp-inc,265116, Higher ed,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
50, Private,128378, HS,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, ?,0
33, Private,158416, HS,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
40, Self-emp-inc,169878, Higher ed,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1
44, Private,296728, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
33, Local-gov,342458, Higher ed,12, Divorced, Protective-serv, Not-in-family, White, Male,0,0,56, United-States,0
21, Local-gov,38771, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
35, Self-emp-not-inc,269300, Higher ed,13, Never-married, Other-service, Not-in-family, Black, Female,0,0,60, United-States,0
43, Private,111483, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States,1
57, ?,199114, HS,6, Separated, ?, Not-in-family, White, Male,0,0,30, United-States,0
51, Local-gov,33863, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
29, Private,132874, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
51, Local-gov,277024, HS,9, Separated, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States,0
35, Private,112160, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
18, Private,703067, HS,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0
58, Private,127264, HS,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
57, Self-emp-inc,257200, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
19, Private,57206, HS,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
37, Private,201319, Higher ed,10, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
38, Private,114079, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States,0
45, Private,230979, Higher ed,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
27, Private,292472, Higher ed,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia,1
64, ?,286732, HS,4, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States,0
38, Local-gov,134444, Higher ed,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States,0
30, Private,172403, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
46, Private,191357, Higher ed,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
18, ?,279288, HS,6, Never-married, ?, Other-relative, White, Female,0,0,30, United-States,0
60, Private,389254, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
30, Private,303867, HS,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,44, United-States,0
47, Private,164113, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688,0,40, United-States,1
39, Private,111499, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
42, Private,266084, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, United-States,1
27, Private,61580, Higher ed,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
44, Private,231348, Higher ed,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0
33, Private,164748, Higher ed,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
54, Private,205337, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,1
58, Self-emp-not-inc,54566, Higher ed,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States,0
45, Private,34419, Higher ed,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States,0
59, Private,116442, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0
29, Private,290740, Higher ed,12, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States,0
27, Private,255582, HS,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
44, Private,112517, Higher ed,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States,1
44, Private,169397, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
33, Private,172664, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,1
27, Private,329005, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
33, Private,123253, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
55, Private,81865, Higher ed,11, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
32, Self-emp-not-inc,173314, Higher ed,11, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, United-States,0
31, Private,34572, Higher ed,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,0
57, Self-emp-inc,159028, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States,1
30, Private,149184, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
78, ?,363134, HS,9, Widowed, ?, Not-in-family, White, Female,0,0,1, United-States,0
28, Private,308709, Higher ed,13, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States,0
30, Self-emp-not-inc,257295, Higher ed,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,2258,40, South,0
29, Private,168479, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
66, Private,142501, HS,9, Never-married, Other-service, Other-relative, Black, Female,0,0,3, United-States,0
60, Private,338345, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
31, Private,177675, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
26, Private,262617, HS,9, Never-married, Craft-repair, Other-relative, White, Male,2597,0,40, United-States,0
24, Private,200997, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States,0
29, Private,176683, Higher ed,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,1
44, Private,376072, HS,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,1
34, Local-gov,177675, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
59, Private,348430, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,43, United-States,1
23, Private,320451, Higher ed,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States,0
23, Private,38151, HS,7, Never-married, Other-service, Other-relative, White, Male,0,0,40, Philippines,0
55, Local-gov,123382, Higher ed,11, Separated, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States,0
39, Self-emp-inc,151029, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
39, Private,484475, HS,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
57, Private,329792, HS,4, Divorced, Transport-moving, Unmarried, White, Male,0,0,75, United-States,0
35, Private,148903, HS,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0
39, Local-gov,301614, Higher ed,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,1
47, Private,176319, HS,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,38, United-States,1
53, State-gov,53197, Higher ed,16, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,1
23, Private,291407, Higher ed,10, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States,0
35, Private,204527, Higher ed,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,1
