	age	workclass	fnlwgt?	education	edu-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hrs-per-wk	native-country	income	Bayes Classification
3107	17	 Private	355850	11th	7	 Never-married	 Transport-moving	 Own-child	 White	 Male	0	1602	15	 United-States	<=50K.	<=50K.
3108	45	 Private	180931	 Assoc-voc	11	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
3109	45	 State-gov	30219	 Some-college	10	 Married-civ-spouse	 Protective-serv	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
3110	41	 Federal-gov	350387	 Masters	14	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	60	 India	>50K.	>50K.
3111	24	 Private	194247	 Bachelors	13	 Never-married	 Sales	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3112	57	 Private	137653	 HS-grad	9	 Married-civ-spouse	 Adm-clerical	 Wife	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3113	48	 Private	131762	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Female	0	0	30	 United-States	<=50K.	<=50K.
3114	31	 Self-emp-not-inc	283587	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	50	 United-States	>50K.	<=50K.
3115	33	 Self-emp-inc	218164	 Some-college	10	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	7298	0	55	 United-States	>50K.	>50K.
3116	41	 Private	287581	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	7688	0	45	 United-States	>50K.	>50K.
3117	41	 Private	281725	5th-6th	3	 Divorced	 Machine-op-inspct	 Not-in-family	 White	 Female	0	0	40	 Mexico	<=50K.	<=50K.
3118	63	 Private	50120	 HS-grad	9	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	1573	25	 United-States	<=50K.	>50K.
3119	39	 Private	156667	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Male	0	0	18	 United-States	<=50K.	<=50K.
3120	28	 Private	566066	 Some-college	10	 Never-married	 Adm-clerical	 Not-in-family	 Black	 Female	0	0	45	 United-States	<=50K.	<=50K.
3121	42	 Private	121352	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	80	 ?	>50K.	>50K.
3122	18	 Private	260977	12th	8	 Never-married	 Sales	 Own-child	 White	 Female	0	0	20	 United-States	<=50K.	<=50K.
3123	22	 Private	90860	 Some-college	10	 Never-married	 Adm-clerical	 Own-child	 Asian-Pac-Islander	 Female	0	0	40	 United-States	<=50K.	<=50K.
3124	42	 Private	218302	 HS-grad	9	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	55	 United-States	<=50K.	<=50K.
3125	47	 Private	170142	 HS-grad	9	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
3126	33	 Local-gov	171889	 HS-grad	9	 Divorced	 Transport-moving	 Unmarried	 White	 Female	0	0	43	 United-States	<=50K.	<=50K.
3127	34	 Private	193172	 HS-grad	9	 Never-married	 Sales	 Own-child	 White	 Female	0	0	35	 United-States	<=50K.	<=50K.
3128	18	 Private	164134	 HS-grad	9	 Never-married	 Tech-support	 Own-child	 White	 Female	0	0	10	 United-States	<=50K.	<=50K.
3129	66	 Private	204283	7th-8th	4	 Married-civ-spouse	 Transport-moving	 Husband	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
3130	51	 ?	81169	 HS-grad	9	 Separated	 ?	 Unmarried	 White	 Female	0	0	38	 United-States	<=50K.	<=50K.
3131	39	 Private	92143	 Assoc-voc	11	 Married-civ-spouse	 Exec-managerial	 Wife	 White	 Female	7688	0	55	 United-States	>50K.	>50K.
3132	35	 Private	181099	10th	6	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3133	56	 State-gov	102791	 HS-grad	9	 Divorced	 Adm-clerical	 Own-child	 White	 Female	0	0	35	 United-States	<=50K.	<=50K.
3134	46	 Local-gov	364548	 Masters	14	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	1977	42	 United-States	>50K.	>50K.
3135	21	 Self-emp-inc	153516	 Some-college	10	 Never-married	 Craft-repair	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3136	58	 Self-emp-not-inc	189528	 HS-grad	9	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	84	 United-States	<=50K.	<=50K.
3137	66	 Local-gov	154171	 Some-college	10	 Widowed	 Machine-op-inspct	 Not-in-family	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
3138	25	 Private	90752	 Bachelors	13	 Never-married	 Sales	 Own-child	 White	 Female	0	0	30	 United-States	<=50K.	<=50K.
3139	57	 Private	278763	 Assoc-voc	11	 Married-spouse-absent	 Exec-managerial	 Not-in-family	 White	 Female	0	0	47	 United-States	<=50K.	<=50K.
3140	28	 Private	253581	 Some-college	10	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3141	38	 Private	59660	 Assoc-voc	11	 Married-civ-spouse	 Tech-support	 Husband	 White	 Male	0	0	50	 United-States	>50K.	<=50K.
3142	57	 Self-emp-not-inc	170988	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	55	 United-States	<=50K.	<=50K.
3143	18	 ?	160984	11th	7	 Never-married	 ?	 Own-child	 White	 Female	0	0	6	 United-States	<=50K.	<=50K.
3144	24	 Private	493732	1st-4th	2	 Never-married	 Farming-fishing	 Own-child	 White	 Female	0	0	40	 Mexico	<=50K.	<=50K.
3145	36	 Private	325802	 HS-grad	9	 Separated	 Sales	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3146	42	 Private	196344	 Some-college	10	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	40	 Guatemala	<=50K.	<=50K.
3147	32	 State-gov	316589	 Masters	14	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	40	 United-States	>50K.	>50K.
3148	35	 Self-emp-inc	365739	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
3149	40	 Private	309990	 Some-college	10	 Separated	 Other-service	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3150	26	 Private	241852	12th	8	 Never-married	 Craft-repair	 Unmarried	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3151	41	 Private	184105	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	55	 United-States	>50K.	<=50K.
3152	50	 Private	134680	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3153	20	 Private	274545	 Some-college	10	 Never-married	 Adm-clerical	 Own-child	 White	 Female	0	0	10	 United-States	<=50K.	<=50K.
3154	36	 Private	207853	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	15024	0	65	 United-States	>50K.	>50K.
3155	25	 Private	284061	 Some-college	10	 Never-married	 Tech-support	 Not-in-family	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
3156	62	 Private	186446	 Some-college	10	 Divorced	 Tech-support	 Unmarried	 White	 Female	0	0	43	 United-States	<=50K.	<=50K.
3157	22	 Private	255575	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Female	0	0	35	 United-States	<=50K.	<=50K.
3158	52	 Federal-gov	302661	 Assoc-acdm	12	 Widowed	 Exec-managerial	 Unmarried	 White	 Male	13550	0	40	 United-States	>50K.	>50K.
3159	52	 Private	148509	10th	6	 Married-spouse-absent	 Prof-specialty	 Other-relative	 Asian-Pac-Islander	 Male	0	0	45	 ?	<=50K.	<=50K.
3160	48	 Private	211239	 Masters	14	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	2415	60	 United-States	>50K.	>50K.
3161	70	 Private	50468	 HS-grad	9	 Divorced	 Handlers-cleaners	 Not-in-family	 White	 Male	0	3175	15	 United-States	<=50K.	>50K.
3162	41	 Private	316820	 Bachelors	13	 Divorced	 Sales	 Not-in-family	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
3163	21	 Private	145964	 Some-college	10	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	7298	0	60	 United-States	>50K.	>50K.
3164	39	 Private	185084	 Some-college	10	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	55	 United-States	<=50K.	<=50K.
3165	29	 Private	183111	 Assoc-voc	11	 Never-married	 Transport-moving	 Own-child	 White	 Male	0	0	60	 United-States	<=50K.	<=50K.
3166	28	 Private	63042	 HS-grad	9	 Never-married	 Adm-clerical	 Own-child	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
3167	31	 Private	339738	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Other-relative	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
3168	23	 Private	273049	7th-8th	4	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
3169	54	 State-gov	239256	 Some-college	10	 Married-civ-spouse	 Adm-clerical	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3170	73	 Self-emp-not-inc	110102	 HS-grad	9	 Widowed	 Farming-fishing	 Not-in-family	 White	 Male	0	1668	77	 United-States	<=50K.	>50K.
3171	29	 State-gov	165764	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Wife	 Black	 Female	0	0	35	 United-States	<=50K.	<=50K.
3172	22	 Private	152744	 Some-college	10	 Never-married	 Adm-clerical	 Not-in-family	 Asian-Pac-Islander	 Female	0	0	10	 United-States	<=50K.	<=50K.
3173	57	 Local-gov	212303	 Masters	14	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	40	 United-States	>50K.	>50K.
3174	41	 Self-emp-not-inc	118544	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	32	 United-States	<=50K.	<=50K.
3175	39	 Private	269548	1st-4th	2	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	0	0	70	 Mexico	<=50K.	<=50K.
3176	25	 State-gov	319303	 Some-college	10	 Divorced	 Other-service	 Unmarried	 White	 Male	0	2472	40	 United-States	>50K.	>50K.
3177	74	 Without-pay	216001	7th-8th	4	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
3178	45	 Private	205816	 HS-grad	9	 Married-civ-spouse	 Other-service	 Wife	 White	 Female	0	0	40	 United-States	>50K.	<=50K.
3179	18	 Private	427437	 HS-grad	9	 Never-married	 Sales	 Own-child	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
3180	24	 Private	198259	 Bachelors	13	 Never-married	 Exec-managerial	 Own-child	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3181	45	 Private	54314	9th	5	 Never-married	 Other-service	 Not-in-family	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
3182	32	 Private	195744	 HS-grad	9	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3183	53	 Local-gov	294547	 Some-college	10	 Divorced	 Protective-serv	 Not-in-family	 White	 Male	0	0	48	 United-States	<=50K.	<=50K.
3184	50	 Private	77521	11th	7	 Never-married	 Priv-house-serv	 Unmarried	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3185	35	 Private	288158	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3186	24	 Private	125010	 Bachelors	13	 Never-married	 Adm-clerical	 Own-child	 White	 Female	0	0	45	 United-States	<=50K.	<=50K.
3187	32	 Private	80945	 HS-grad	9	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	40	 Nicaragua	>50K.	<=50K.
3188	21	 Private	33016	10th	6	 Never-married	 Machine-op-inspct	 Own-child	 White	 Male	0	0	25	 United-States	<=50K.	<=50K.
3189	42	 Private	388725	 Masters	14	 Divorced	 Sales	 Not-in-family	 White	 Male	0	0	50	 United-States	>50K.	<=50K.
3190	37	 Local-gov	347136	 Some-college	10	 Divorced	 Adm-clerical	 Not-in-family	 White	 Female	0	0	44	 United-States	<=50K.	<=50K.
3191	53	 Self-emp-inc	158294	 Assoc-voc	11	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	99999	0	75	 United-States	>50K.	>50K.
3192	34	 Private	362787	10th	6	 Married-spouse-absent	 Other-service	 Unmarried	 Black	 Female	0	0	30	 United-States	<=50K.	<=50K.
3193	29	 Private	39388	 HS-grad	9	 Divorced	 Sales	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3194	55	 Private	322691	 Masters	14	 Widowed	 Exec-managerial	 Own-child	 White	 Male	0	0	62	 United-States	>50K.	<=50K.
3195	29	 Private	31659	 Some-college	10	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	2202	0	45	 United-States	<=50K.	<=50K.
3196	70	 Private	176940	 Some-college	10	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	0	0	16	 United-States	<=50K.	<=50K.
3197	26	 Local-gov	189027	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3198	51	 Private	98719	 HS-grad	9	 Divorced	 Handlers-cleaners	 Unmarried	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3199	58	 Private	172238	 HS-grad	9	 Widowed	 Exec-managerial	 Unmarried	 White	 Female	0	0	50	 United-States	<=50K.	<=50K.
3200	23	 ?	170456	 Some-college	10	 Never-married	 ?	 Own-child	 White	 Male	0	0	5	 United-States	<=50K.	<=50K.
3201	27	 Private	129009	 Bachelors	13	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	0	0	55	 United-States	<=50K.	<=50K.
3202	17	 Private	247580	12th	8	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	0	0	18	 United-States	<=50K.	<=50K.
3203	29	 Private	204516	 Bachelors	13	 Divorced	 Prof-specialty	 Not-in-family	 White	 Male	0	0	52	 United-States	<=50K.	<=50K.
3204	26	 Private	192652	 Bachelors	13	 Never-married	 Exec-managerial	 Not-in-family	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
3205	31	 Private	336543	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 Asian-Pac-Islander	 Male	0	0	45	 United-States	>50K.	<=50K.
3206	29	 ?	143938	 HS-grad	9	 Separated	 ?	 Unmarried	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
3207	22	 Private	272591	10th	6	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Male	0	0	30	 United-States	<=50K.	<=50K.
3208	28	 Local-gov	312372	 HS-grad	9	 Never-married	 Handlers-cleaners	 Other-relative	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
3209	28	 Local-gov	172270	 Some-college	10	 Divorced	 Adm-clerical	 Unmarried	 White	 Female	0	0	45	 United-States	<=50K.	<=50K.
3210	20	 Private	342414	 Some-college	10	 Never-married	 Transport-moving	 Own-child	 White	 Male	0	0	24	 United-States	<=50K.	<=50K.
3211	58	 Private	123886	 HS-grad	9	 Never-married	 Sales	 Other-relative	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
3212	23	 Private	398130	 HS-grad	9	 Divorced	 Sales	 Not-in-family	 White	 Male	0	0	96	 United-States	<=50K.	<=50K.
3213	34	 Private	142989	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	>50K.
3214	32	 Private	331539	 HS-grad	9	 Never-married	 Craft-repair	 Not-in-family	 Other	 Male	0	0	40	 United-States	<=50K.	<=50K.
3215	19	 Private	225156	9th	5	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
3216	18	 ?	311863	 HS-grad	9	 Never-married	 ?	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3217	35	 Local-gov	170682	11th	7	 Married-civ-spouse	 Prof-specialty	 Wife	 Black	 Female	0	0	32	 United-States	<=50K.	<=50K.
3218	21	 Private	96178	 HS-grad	9	 Never-married	 Other-service	 Own-child	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3219	20	 ?	37932	 Some-college	10	 Never-married	 ?	 Own-child	 White	 Male	0	0	30	 United-States	<=50K.	<=50K.
3220	49	 Private	198126	7th-8th	4	 Never-married	 Farming-fishing	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3221	34	 Private	344275	 Masters	14	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	0	0	60	 ?	>50K.	<=50K.
3222	37	 Private	112497	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	60	 United-States	<=50K.	>50K.
3223	36	 Private	178487	 HS-grad	9	 Never-married	 Transport-moving	 Not-in-family	 White	 Male	0	1669	40	 United-States	<=50K.	>50K.
3224	44	 Private	55395	 Assoc-voc	11	 Married-civ-spouse	 Protective-serv	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3225	39	 Local-gov	131239	 Masters	14	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	>50K.
3226	36	 Self-emp-not-inc	104772	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	3908	0	40	 United-States	<=50K.	>50K.
3227	53	 Private	427320	 Bachelors	13	 Divorced	 Other-service	 Not-in-family	 Black	 Male	3325	0	40	 United-States	<=50K.	<=50K.
3228	34	 ?	73296	11th	7	 Never-married	 ?	 Not-in-family	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
3229	24	 Private	216853	 HS-grad	9	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	37	 United-States	<=50K.	<=50K.
3230	40	 Private	259757	 Some-college	10	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
3231	47	 Private	200734	 HS-grad	9	 Separated	 Priv-house-serv	 Not-in-family	 Black	 Female	0	0	50	 Nicaragua	<=50K.	<=50K.
3232	19	 ?	87515	 HS-grad	9	 Never-married	 ?	 Own-child	 White	 Male	0	0	44	 Germany	<=50K.	<=50K.
3233	18	 Private	161245	11th	7	 Never-married	 Other-service	 Own-child	 White	 Male	0	0	8	 United-States	<=50K.	<=50K.
3234	32	 Private	262024	 HS-grad	9	 Never-married	 Other-service	 Own-child	 Black	 Male	0	0	38	 United-States	<=50K.	<=50K.
3235	21	 Private	287681	 HS-grad	9	 Never-married	 Machine-op-inspct	 Own-child	 White	 Male	0	0	40	 Mexico	<=50K.	<=50K.
3236	27	 Private	303601	12th	8	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3237	58	 ?	365410	 Some-college	10	 Separated	 ?	 Other-relative	 White	 Female	0	0	99	 United-States	<=50K.	<=50K.
3238	29	 Self-emp-not-inc	394356	 HS-grad	9	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3239	34	 Private	263150	 Some-college	10	 Married-civ-spouse	 Exec-managerial	 Wife	 White	 Female	0	0	45	 United-States	>50K.	<=50K.
3240	45	 State-gov	86618	 Masters	14	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	0	0	50	 United-States	>50K.	<=50K.
3241	43	 Private	120277	 Bachelors	13	 Never-married	 Prof-specialty	 Own-child	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
3242	63	 Federal-gov	90393	 Some-college	10	 Married-civ-spouse	 Adm-clerical	 Husband	 White	 Male	0	0	48	 United-States	<=50K.	<=50K.
3243	26	 Self-emp-inc	79078	 HS-grad	9	 Never-married	 Farming-fishing	 Not-in-family	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
3244	42	 State-gov	197344	 HS-grad	9	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3245	21	 Private	120998	 Some-college	10	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
3246	36	 Private	37522	 Bachelors	13	 Married-civ-spouse	 Sales	 Husband	 White	 Male	15024	0	50	 United-States	>50K.	>50K.
3247	44	 Private	96321	 Some-college	10	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	40	 United-States	>50K.	<=50K.
3248	18	 Private	217302	 HS-grad	9	 Never-married	 Other-service	 Not-in-family	 White	 Male	0	0	30	 United-States	<=50K.	<=50K.
3249	69	 Private	137109	10th	6	 Divorced	 Other-service	 Not-in-family	 White	 Female	0	0	16	 United-States	<=50K.	<=50K.
3250	40	 Private	227823	 Assoc-acdm	12	 Divorced	 Adm-clerical	 Own-child	 White	 Female	0	0	70	 United-States	<=50K.	<=50K.
3251	37	 Private	22149	 HS-grad	9	 Never-married	 Other-service	 Own-child	 Amer-Indian-Eskimo	 Male	0	0	18	 United-States	<=50K.	<=50K.
3252	39	 Private	176900	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	60	 United-States	>50K.	<=50K.
3253	57	 Private	154368	 Bachelors	13	 Married-civ-spouse	 Exec-managerial	 Husband	 White	 Male	0	0	50	 United-States	>50K.	>50K.
3254	28	 Private	183445	 HS-grad	9	 Separated	 Priv-house-serv	 Own-child	 White	 Female	0	0	40	 Guatemala	<=50K.	<=50K.
3255	23	 Private	193537	 HS-grad	9	 Never-married	 Adm-clerical	 Own-child	 Black	 Male	0	0	20	 United-States	<=50K.	<=50K.
3256	20	 Private	313873	 HS-grad	9	 Never-married	 Transport-moving	 Own-child	 White	 Male	0	0	30	 United-States	<=50K.	<=50K.
3257	46	 Private	34186	 HS-grad	9	 Married-civ-spouse	 Handlers-cleaners	 Husband	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3258	44	 State-gov	271807	 Masters	14	 Divorced	 Prof-specialty	 Not-in-family	 White	 Male	0	0	16	 United-States	<=50K.	<=50K.
3259	67	 ?	46449	 Bachelors	13	 Married-civ-spouse	 ?	 Husband	 White	 Male	0	0	10	 United-States	<=50K.	<=50K.
3260	31	 Private	128065	 HS-grad	9	 Married-civ-spouse	 Sales	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
3261	24	 Private	176486	 Bachelors	13	 Never-married	 Other-service	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3262	54	 Private	191072	 Bachelors	13	 Divorced	 Handlers-cleaners	 Not-in-family	 White	 Male	0	0	35	 United-States	<=50K.	<=50K.
3263	28	 Private	34452	 Assoc-voc	11	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	50	 United-States	<=50K.	<=50K.
3264	30	 State-gov	123253	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	45	 United-States	<=50K.	>50K.
3265	42	 Private	113461	 HS-grad	9	 Divorced	 Machine-op-inspct	 Not-in-family	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3266	17	 Private	116267	12th	8	 Never-married	 Craft-repair	 Own-child	 White	 Male	0	0	15	 Columbia	<=50K.	<=50K.
3267	32	 Private	30433	 Bachelors	13	 Never-married	 Tech-support	 Other-relative	 White	 Female	0	0	72	 United-States	<=50K.	<=50K.
3268	25	 Private	198512	 Bachelors	13	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3269	49	 Self-emp-inc	131826	 Prof-school	15	 Widowed	 Prof-specialty	 Unmarried	 White	 Male	99999	0	50	 United-States	>50K.	>50K.
3270	35	 Private	129764	 HS-grad	9	 Married-civ-spouse	 Transport-moving	 Husband	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
3271	32	 Private	49398	 Bachelors	13	 Separated	 Prof-specialty	 Not-in-family	 White	 Male	10520	0	40	 United-States	>50K.	>50K.
3272	17	 Local-gov	292285	11th	7	 Never-married	 Prof-specialty	 Own-child	 White	 Female	0	0	25	 United-States	<=50K.	<=50K.
3273	61	 Federal-gov	91726	 Masters	14	 Married-civ-spouse	 Tech-support	 Wife	 White	 Female	0	0	40	 United-States	>50K.	>50K.
3274	56	 Private	178282	 HS-grad	9	 Widowed	 Craft-repair	 Unmarried	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
3275	50	 Private	227458	 HS-grad	9	 Never-married	 Exec-managerial	 Unmarried	 White	 Male	0	0	51	 United-States	<=50K.	<=50K.
3276	32	 Private	183470	 Assoc-voc	11	 Married-civ-spouse	 Craft-repair	 Husband	 Amer-Indian-Eskimo	 Male	0	0	42	 United-States	<=50K.	<=50K.
3277	41	 Private	275446	 Some-college	10	 Separated	 Machine-op-inspct	 Not-in-family	 Black	 Male	0	0	40	 United-States	<=50K.	<=50K.
3278	41	 Private	328013	 Masters	14	 Never-married	 Prof-specialty	 Not-in-family	 Black	 Male	0	0	65	 United-States	<=50K.	<=50K.
3279	19	 Private	382688	10th	6	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
3280	18	 Private	122988	 HS-grad	9	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	0	0	20	 United-States	<=50K.	<=50K.
3281	25	 Private	175537	 Bachelors	13	 Never-married	 Adm-clerical	 Own-child	 Black	 Female	0	0	40	 United-States	<=50K.	<=50K.
3282	21	 Private	256278	 HS-grad	9	 Never-married	 Other-service	 Other-relative	 Other	 Female	0	0	35	 El-Salvador	<=50K.	<=50K.
3283	34	 Private	161153	 Bachelors	13	 Married-civ-spouse	 Prof-specialty	 Husband	 White	 Male	0	0	40	 United-States	>50K.	>50K.
3284	31	 Private	48189	9th	5	 Married-civ-spouse	 Farming-fishing	 Husband	 White	 Male	0	0	65	 United-States	<=50K.	<=50K.
3285	36	 Private	186531	 HS-grad	9	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	60	 United-States	<=50K.	<=50K.
3286	19	 Private	96866	 Some-college	10	 Never-married	 Other-service	 Other-relative	 White	 Female	0	0	30	 United-States	<=50K.	<=50K.
3287	35	 Private	117555	 Assoc-acdm	12	 Married-civ-spouse	 Machine-op-inspct	 Husband	 White	 Male	0	0	45	 United-States	<=50K.	<=50K.
3288	18	 ?	98549	 HS-grad	9	 Never-married	 ?	 Own-child	 White	 Female	0	1602	35	 United-States	<=50K.	<=50K.
3289	39	 Private	101782	 HS-grad	9	 Divorced	 Sales	 Not-in-family	 White	 Female	0	0	40	 United-States	<=50K.	<=50K.
3290	30	 Private	234753	 Assoc-voc	11	 Married-civ-spouse	 Exec-managerial	 Wife	 White	 Female	0	0	34	 United-States	>50K.	<=50K.
3291	59	 Private	59469	 Bachelors	13	 Married-civ-spouse	 Craft-repair	 Husband	 White	 Male	0	0	50	 United-States	>50K.	>50K.
3292	28	 Private	614113	 Some-college	10	 Separated	 Adm-clerical	 Unmarried	 Black	 Female	0	0	30	 United-States	<=50K.	<=50K.
3293	47	 Private	203505	 Doctorate	16	 Never-married	 Prof-specialty	 Own-child	 White	 Female	0	0	23	 United-States	<=50K.	<=50K.
3294	27	 Private	128365	 Bachelors	13	 Never-married	 Prof-specialty	 Own-child	 White	 Male	0	0	40	 United-States	<=50K.	<=50K.
