,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,Bayes Classification
8439,37, Private,155064, Higher ed,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0,0
8440,20, Private,33551, HS,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0,0
8441,40, Private,169995, HS,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0,0
8442,47, Private,168262, Higher ed,14, Separated, Exec-managerial, Not-in-family, White, Male,99999,0,50, United-States,1,1
8443,40, Private,104196, HS,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0,0
8444,39, State-gov,114055, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,0
8445,24, Private,274398, Higher ed,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States,0,0
8446,78, ?,27979, HS,9, Married-civ-spouse, ?, Husband, White, Male,2228,0,32, United-States,0,0
8447,67, ?,244122, Higher ed,11, Widowed, ?, Not-in-family, White, Female,0,0,1, United-States,0,0
8448,49, Private,196571, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1,0
8449,66, Private,101607, HS,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,10, United-States,0,0
8450,52, Private,122109, HS,9, Never-married, Prof-specialty, Unmarried, White, Female,0,323,40, United-States,0,0
8451,59, Self-emp-inc,255822, HS,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0,0
8452,72, Private,195184, HS,9, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,12, Cuba,0,0
8453,35, Federal-gov,245372, HS,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0,0
8454,30, Private,169583, Higher ed,13, Married-AF-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1,0
8455,36, Private,224531, Higher ed,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,0
8456,26, Private,186151, HS,9, Separated, Tech-support, Own-child, White, Female,0,0,40, United-States,0,0
8457,23, Private,118693, Higher ed,13, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0,0
8458,39, Private,297449, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,0
8459,40, Self-emp-not-inc,125206, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,1
8460,29, Private,393264, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,0
8461,38, Private,108140, Higher ed,13, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States,0,0
8462,63, Private,264968, Higher ed,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0,0
8463,58, Self-emp-not-inc,318106, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,0
8464,30, Private,156025, HS,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0,0
8465,38, State-gov,149455, HS,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0,0
8466,25, Private,359985, HS,3, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,33, Mexico,0,0
8467,44, State-gov,165108, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,1
8468,43, Private,115178, Higher ed,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1,0
8469,21, Private,149224, Higher ed,10, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States,0,0
8470,41, Local-gov,352056, Higher ed,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,0
8471,38, Private,174717, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1,0
8472,75, ?,173064, Higher ed,13, Married-civ-spouse, ?, Husband, White, Male,0,0,6, United-States,0,0
8473,29, Private,147755, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,40, United-States,0,1
8474,52, Self-emp-not-inc,135716, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,0,0
8475,47, Private,44216, HS,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States,0,0
8476,28, Private,37359, Higher ed,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States,1,1
8477,24, Private,178255, Higher ed,10, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, ?,0,0
8478,30, State-gov,70617, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,10, China,0,0
8479,30, Private,154950, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1,1
8480,40, Private,356934, Higher ed,12, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1,0
8481,27, Private,271714, Higher ed,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0,0
8482,26, Private,247025, HS,9, Never-married, Protective-serv, Unmarried, White, Male,0,0,44, United-States,0,0
8483,32, Private,107417, HS,9, Never-married, Other-service, Not-in-family, White, Male,0,0,37, United-States,0,0
8484,36, State-gov,116554, Higher ed,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0
8485,26, Private,917220, HS,8, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States,0,0
8486,25, Private,430084, Higher ed,10, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States,0,0
8487,39, Private,202937, Higher ed,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Poland,0,0
8488,27, Private,62737, Higher ed,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0,0
8489,24, Private,508548, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0,0
8490,38, Self-emp-inc,275223, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States,1,1
8491,35, Self-emp-not-inc,381931, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,0,0
8492,29, Private,246974, Higher ed,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0,0
8493,49, Private,105431, HS,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0,0
8494,36, Private,146311, HS,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,0
8495,47, Self-emp-not-inc,159869, Higher ed,16, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0,1
8496,21, Private,204641, Higher ed,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0,0
8497,35, Private,66297, Higher ed,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,1,0
8498,38, Private,227615, HS,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,0,0
8499,66, ?,107744, Higher ed,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,0
8500,45, Private,360393, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States,1,1
8501,19, Private,263340, Higher ed,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,0,0
8502,18, Private,141918, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,22, United-States,0,0
8503,37, Private,294292, Higher ed,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0,1
8504,49, Private,128736, Higher ed,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0,0
8505,33, Local-gov,511289, Higher ed,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,1,0
8506,27, Private,302406, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,0
8507,34, Local-gov,101517, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,0,0
8508,54, State-gov,161334, Higher ed,14, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China,0,0
8509,24, Self-emp-inc,189148, Higher ed,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0,0
8510,44, Self-emp-not-inc,103111, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1,1
8511,48, Self-emp-not-inc,51620, Higher ed,13, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0,0
8512,23, Private,31606, HS,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,0
8513,29, Private,34292, HS,9, Never-married, Other-service, Own-child, White, Male,0,0,38, United-States,0,0
8514,21, Private,107882, Higher ed,12, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States,0,0
8515,18, Private,39529, HS,8, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States,0,0
8516,18, Private,135315, HS,5, Never-married, Sales, Own-child, Other, Female,0,0,32, United-States,0,0
8517,29, Private,107812, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,0
8518,29, Private,229729, HS,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0,0
8519,41, Private,111891, HS,9, Separated, Machine-op-inspct, Other-relative, Black, Female,0,0,40, United-States,0,0
8520,32, Private,340917, HS,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,0
8521,61, Private,202952, HS,6, Divorced, Other-service, Not-in-family, Black, Female,0,0,24, United-States,0,0
8522,79, Private,333230, HS,9, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,6, United-States,0,0
8523,34, Private,114955, Higher ed,12, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,0
8524,46, Private,159869, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,1
8525,50, Self-emp-not-inc,57758, Higher ed,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1,1
8526,29, Private,207064, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,0
8527,23, Private,193090, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Female,3674,0,40, United-States,0,0
8528,64, Private,151364, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0
8529,70, Local-gov,88638, Higher ed,14, Never-married, Prof-specialty, Unmarried, White, Female,7896,0,50, United-States,1,1
8530,28, Local-gov,304960, Higher ed,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,1980,40, United-States,0,1
8531,51, Private,102828, Higher ed,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Greece,0,0
8532,20, ?,210029, Higher ed,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0,0
8533,34, State-gov,154246, Higher ed,13, Divorced, Prof-specialty, Not-in-family, White, Male,4865,0,55, United-States,0,1
8534,29, Private,142519, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,0
8535,49, Private,104455, Higher ed,13, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines,0,0
8536,77, Self-emp-inc,192230, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0,1
8537,32, Private,292592, HS,9, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States,0,0
8538,27, Private,330132, Higher ed,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,1,0
8539,22, Private,51111, Higher ed,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0,0
8540,35, Local-gov,258037, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba,1,0
8541,42, Local-gov,188291, Higher ed,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States,1,1
8542,35, State-gov,349066, HS,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0,0
8543,62, ?,191188, HS,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,0
8544,33, Private,133503, HS,9, Married-civ-spouse, Protective-serv, Husband, White, Male,2635,0,16, United-States,0,0
8545,45, Private,146497, Higher ed,10, Widowed, Exec-managerial, Unmarried, White, Female,0,0,55, United-States,0,0
8546,19, Private,240468, Higher ed,10, Married-spouse-absent, Sales, Own-child, White, Female,0,1602,40, United-States,0,0
8547,38, Private,175120, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,0
8548,26, Private,416577, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States,0,0
8549,29, Private,253814, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,0,0
8550,33, Private,159247, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,0
8551,35, Self-emp-not-inc,102471, HS,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,80, Puerto-Rico,0,0
8552,42, Private,213464, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
8553,20, Private,211968, Higher ed,11, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0,0
8554,43, Federal-gov,32016, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,1
8555,69, Private,512992, HS,7, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States,0,0
8556,39, Private,135020, HS,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0,0
8557,37, Private,109133, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal,0,0
8558,28, Private,142712, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
8559,26, Federal-gov,76900, Higher ed,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0,0
8560,32, Private,112176, Higher ed,10, Divorced, Sales, Own-child, White, Male,0,0,30, United-States,0,0
8561,43, Federal-gov,262233, Higher ed,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1,0
8562,49, Private,122066, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Hungary,0,0
8563,28, Private,194690, HS,4, Separated, Other-service, Own-child, White, Male,0,0,60, Mexico,0,0
8564,35, Private,306678, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2885,0,40, United-States,0,0
8565,19, ?,217769, Higher ed,10, Never-married, ?, Own-child, White, Female,594,0,10, United-States,0,0
8566,35, Local-gov,308945, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,0
8567,57, Private,46699, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0,0
8568,45, Private,377757, HS,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,0
8569,23, Private,220993, HS,9, Never-married, Sales, Not-in-family, White, Male,0,1590,48, United-States,0,1
8570,45, Private,102147, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
8571,42, Private,113770, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0,0
8572,35, Private,139012, Higher ed,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam,0,0
8573,45, Private,148900, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1,1
8574,28, Federal-gov,329426, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,0
8575,64, Self-emp-inc,181408, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States,0,0
8576,44, Local-gov,101950, Higher ed,15, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0,0
8577,59, Self-emp-not-inc,32537, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,1,0
8578,41, Private,209547, HS,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,0
8579,21, Private,202373, Higher ed,10, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States,0,0
8580,29, Self-emp-not-inc,151476, Higher ed,11, Never-married, Adm-clerical, Not-in-family, White, Female,2174,0,40, United-States,0,0
8581,51, Self-emp-not-inc,174824, HS,9, Never-married, Farming-fishing, Not-in-family, White, Male,8614,0,40, United-States,1,1
8582,22, Private,138768, HS,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0,0
8583,49, Private,143482, HS,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0,0
8584,53, Private,200190, Higher ed,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States,1,1
8585,38, Private,168407, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,5721,0,44, United-States,0,1
8586,23, Private,148315, Higher ed,10, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,0
8587,20, Private,270517, HS,9, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico,0,0
8588,40, Private,53506, Higher ed,13, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States,0,0
8589,25, Private,105693, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,0
8590,27, Private,189589, Higher ed,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0,0
8591,20, Private,164574, HS,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0,0
8592,37, Private,185744, HS,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States,0,0
8593,40, Local-gov,33155, HS,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0,0
8594,28, Private,215955, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, United-States,1,1
8595,38, Self-emp-not-inc,233571, HS,9, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0,0
8596,42, Private,211253, Higher ed,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0,0
8597,32, Federal-gov,191385, Higher ed,12, Divorced, Protective-serv, Not-in-family, White, Male,2174,0,40, United-States,0,0
8598,20, Private,137895, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0,0
8599,62, State-gov,159699, Higher ed,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States,0,0
8600,31, Private,295922, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0,0
8601,31, Self-emp-not-inc,175856, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0,0
8602,24, Private,216129, HS,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0,0
8603,62, Local-gov,407669, HS,4, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States,0,0
8604,43, Local-gov,214242, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,0
8605,21, Private,285457, Higher ed,10, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States,0,0
8606,30, Self-emp-inc,124420, HS,9, Divorced, Exec-managerial, Not-in-family, White, Male,4650,0,40, United-States,0,1
8607,22, ?,246386, HS,9, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States,0,0
8608,18, Private,142751, HS,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,0
8609,59, Local-gov,283635, Higher ed,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,0
8610,24, Self-emp-not-inc,322931, HS,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States,1,1
8611,49, Private,76482, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
8612,19, State-gov,431745, HS,7, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0,0
8613,48, Private,141944, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States,1,1
8614,32, Private,193042, Higher ed,15, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States,1,1
8615,33, Private,67006, HS,6, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States,0,0
8616,23, Private,240398, Higher ed,13, Never-married, Sales, Not-in-family, Black, Male,0,0,15, United-States,0,0
8617,33, Federal-gov,182714, Higher ed,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States,1,0
8618,50, Federal-gov,172046, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,1
8619,30, Private,185177, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,0,0
8620,32, Private,102858, Higher ed,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2002,42, United-States,0,1
8621,39, Private,84954, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,2829,0,65, United-States,0,1
8622,21, Private,115895, Higher ed,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0,0
8623,23, Private,184589, Higher ed,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,21, United-States,0,0
8624,32, Private,282611, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,0
8625,57, Private,218649, HS,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0,0
8626,22, State-gov,157541, Higher ed,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States,0,0
8627,70, Private,145419, HS,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,5, United-States,0,0
8628,34, Private,122616, Higher ed,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,84, United-States,1,0
8629,53, Private,204584, Higher ed,14, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0,0
8630,21, Private,117210, Higher ed,10, Never-married, Sales, Own-child, White, Male,0,0,45, United-States,0,0
8631,37, Private,69481, HS,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,0
8632,60, Self-emp-not-inc,148492, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States,1,1
8633,23, Private,106957, HS,7, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,14344,0,40, Vietnam,1,1
8634,32, Private,29312, HS,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States,1,0
8635,57, Private,120302, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,0
8636,65, ?,111916, HS,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,0
8637,25, Private,182227, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,0,0
8638,30, Private,219110, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,0,0
8639,31, Private,200192, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany,0,0
8640,19, Private,427862, Higher ed,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,0,0
8641,23, State-gov,33551, Higher ed,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,0,0
8642,44, Private,164043, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,0
8643,43, ?,116632, Higher ed,10, Married-civ-spouse, ?, Husband, White, Male,0,0,45, United-States,1,0
8644,42, Private,175133, Higher ed,10, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,0,0
8645,34, Self-emp-not-inc,289731, HS,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,0
8646,32, Private,256362, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,0
8647,25, Private,282612, Higher ed,11, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,0,0
8648,21, Private,73679, Higher ed,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,0,0
8649,31, Private,237824, HS,9, Married-spouse-absent, Priv-house-serv, Other-relative, Black, Female,0,0,60, Jamaica,0,0
8650,36, Local-gov,357720, Higher ed,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,0
8651,49, Self-emp-not-inc,155489, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Poland,0,0
8652,44, Private,138077, Higher ed,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, United-States,0,0
8653,42, Private,183479, Higher ed,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,0
8654,30, Private,103596, HS,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,99, United-States,0,0
8655,33, Private,172304, HS,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,0
8656,36, Self-emp-not-inc,313853, Higher ed,13, Divorced, Other-service, Unmarried, Black, Male,0,0,45, United-States,1,0
8657,17, Private,294485, HS,6, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0,0
8658,20, Private,637080, Higher ed,10, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States,0,0
8659,32, Private,385959, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States,0,0
8660,33, Self-emp-not-inc,116539, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
8661,37, Private,129263, Higher ed,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States,0,0
8662,60, Private,141253, HS,6, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States,0,0
8663,35, State-gov,35626, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States,0,0
8664,43, Federal-gov,94937, Higher ed,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,0
8665,46, Private,220269, Higher ed,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1,0
8666,29, Self-emp-not-inc,169544, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, United-States,1,1
8667,36, Private,214604, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States,1,0
8668,27, Private,81540, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,0
8669,50, Private,24013, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States,1,1
8670,22, Private,124940, Higher ed,10, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,44, United-States,0,0
8671,33, State-gov,313729, Higher ed,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,0,0
8672,61, Private,192237, HS,6, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0,0
8673,28, ?,168524, Higher ed,11, Married-civ-spouse, ?, Own-child, White, Female,0,0,40, United-States,0,0
8674,41, Self-emp-not-inc,113324, Higher ed,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,1,0
8675,22, Private,215477, Higher ed,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0,0
8676,27, Private,199903, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,0
8677,25, Private,431861, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,0
8678,32, Private,105938, HS,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,1602,20, United-States,0,0
