trial__id,race,struck_state,defendant_race,same_race,struck_by
120,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
7,White,Not struck by State,White,same race,Struck by the defense
120,White,Struck by State,Black,different race,Struck by the state
120,Black,Struck by State,Black,same race,Struck by the state
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
120,White,Not struck by State,Black,different race,Struck by the defense
120,Black,Struck by State,Black,same race,Struck by the state
120,White,Not struck by State,Black,different race,Juror chosen to serve on jury
120,Black,Not struck by State,Black,same race,Struck by the defense
120,White,Not struck by State,Black,different race,Struck by the defense
52,White,Struck by State,Black,different race,Struck by the state
52,Black,Struck by State,Black,same race,Struck by the state
52,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
52,White,Not struck by State,Black,different race,Juror chosen to serve on jury
52,White,Not struck by State,Black,different race,Struck by the defense
52,White,Not struck by State,Black,different race,Struck by the defense
52,White,Not struck by State,Black,different race,Juror chosen to serve on jury
52,White,Not struck by State,Black,different race,Struck by the defense
135,White,Not struck by State,Black,different race,Juror chosen to serve on jury
135,White,Not struck by State,Black,different race,Struck by the defense
135,Black,Struck by State,Black,same race,Struck by the state
135,White,Not struck by State,Black,different race,Juror chosen to serve on jury
135,White,Not struck by State,Black,different race,Struck by the defense
135,White,Not struck by State,Black,different race,Struck by the defense
135,White,Not struck by State,Black,different race,Struck by the defense
135,White,Not struck by State,Black,different race,Juror chosen to serve on jury
135,Black,Struck by State,Black,same race,Struck by the state
135,White,Not struck by State,Black,different race,Juror chosen to serve on jury
135,White,Not struck by State,Black,different race,Struck by the defense
135,Black,Struck by State,Black,same race,Struck by the state
135,Black,Struck by State,Black,same race,Struck by the state
135,Black,Struck by State,Black,same race,Struck by the state
135,White,Not struck by State,Black,different race,Juror chosen to serve on jury
135,White,Not struck by State,Black,different race,Juror chosen to serve on jury
135,Black,Struck by State,Black,same race,Struck by the state
135,White,Not struck by State,Black,different race,Juror chosen to serve on jury
135,White,Not struck by State,Black,different race,Struck by the defense
135,White,Not struck by State,Black,different race,Struck by the defense
135,Black,Struck by State,Black,same race,Struck by the state
135,Black,Struck by State,Black,same race,Struck by the state
52,Black,Struck by State,Black,same race,Struck by the state
52,White,Not struck by State,Black,different race,Juror chosen to serve on jury
52,White,Not struck by State,Black,different race,Juror chosen to serve on jury
52,White,Not struck by State,Black,different race,Struck by the defense
52,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
52,Black,Struck by State,Black,same race,Struck by the state
52,White,Not struck by State,Black,different race,Juror chosen to serve on jury
52,White,Not struck by State,Black,different race,Juror chosen to serve on jury
52,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
52,White,Not struck by State,Black,different race,Struck by the defense
52,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,White,Not struck by State,Black,different race,Struck by the defense
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,Black,Struck by State,Black,same race,Struck by the state
58,White,Struck by State,Black,different race,Struck by the state
135,Black,Struck by State,Black,same race,Struck by the state
74,Black,Not struck by State,White,different race,Juror chosen to serve on jury
74,Black,Not struck by State,White,different race,Juror chosen to serve on jury
74,White,Not struck by State,White,same race,Struck by the defense
74,White,Not struck by State,White,same race,Struck by the defense
74,White,Not struck by State,White,same race,Juror chosen to serve on jury
74,White,Not struck by State,White,same race,Struck by the defense
74,Black,Struck by State,White,different race,Struck by the state
74,White,Struck by State,White,same race,Struck by the state
74,Black,Struck by State,White,different race,Struck by the state
74,Black,Not struck by State,White,different race,Juror chosen to serve on jury
74,White,Not struck by State,White,same race,Struck by the defense
74,Black,Struck by State,White,different race,Struck by the state
74,White,Not struck by State,White,same race,Struck by the defense
74,White,Not struck by State,White,same race,Juror chosen to serve on jury
116,Black,Struck by State,Black,same race,Struck by the state
68,White,Not struck by State,White,same race,Struck by the defense
6,White,Struck by State,White,same race,Struck by the state
58,White,Not struck by State,Black,different race,Struck by the defense
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,White,Not struck by State,Black,different race,Struck by the defense
58,White,Not struck by State,Black,different race,Juror chosen to serve on jury
58,White,Struck by State,Black,different race,Struck by the state
268,White,Not struck by State,Black,different race,Juror chosen to serve on jury
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Struck by the defense
6,White,Not struck by State,White,same race,Struck by the defense
85,Black,Struck by State,Black,same race,Struck by the state
47,White,Not struck by State,Black,different race,Struck by the defense
47,White,Not struck by State,Black,different race,Struck by the defense
269,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
269,Black,Struck by State,Black,same race,Struck by the state
269,Black,Struck by State,Black,same race,Struck by the state
269,Black,Struck by State,Black,same race,Struck by the state
55,White,Not struck by State,Black,different race,Struck by the defense
55,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Struck by the defense
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Struck by the defense
55,White,Not struck by State,Black,different race,Struck by the defense
55,Black,Struck by State,Black,same race,Struck by the state
55,White,Not struck by State,Black,different race,Struck by the defense
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Struck by the defense
55,White,Struck by State,Black,different race,Struck by the state
95,White,Struck by State,Black,different race,Struck by the state
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Juror chosen as alternate
55,White,Not struck by State,Black,different race,Struck by the defense
55,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
55,White,Not struck by State,Black,different race,Juror chosen to serve on jury
6,White,Struck by State,White,same race,Struck by the state
6,White,Not struck by State,White,same race,Juror chosen to serve on jury
6,White,Not struck by State,White,same race,Struck by the defense
6,Black,Struck by State,White,different race,Struck by the state
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
161,White,Not struck by State,Black,different race,Juror chosen to serve on jury
161,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
161,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
161,White,Not struck by State,Black,different race,Juror chosen to serve on jury
166,Black,Struck by State,Black,same race,Struck by the state
166,White,Not struck by State,Black,different race,Struck by the defense
166,White,Not struck by State,Black,different race,Juror chosen to serve on jury
166,White,Not struck by State,Black,different race,Juror chosen to serve on jury
166,White,Not struck by State,Black,different race,Struck by the defense
166,White,Not struck by State,Black,different race,Struck by the defense
166,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
166,White,Not struck by State,Black,different race,Struck by the defense
166,White,Not struck by State,Black,different race,Struck by the defense
166,Black,Struck by State,Black,same race,Struck by the state
166,White,Not struck by State,Black,different race,Juror chosen to serve on jury
166,White,Not struck by State,Black,different race,Juror chosen to serve on jury
166,White,Not struck by State,Black,different race,Juror chosen to serve on jury
166,White,Not struck by State,Black,different race,Struck by the defense
166,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,Black,Struck by State,Black,same race,Struck by the state
130,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
130,Black,Struck by State,Black,same race,Struck by the state
130,White,Not struck by State,Black,different race,Struck by the defense
130,Black,Struck by State,Black,same race,Struck by the state
130,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
130,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
130,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,Black,Struck by State,Black,same race,Struck by the state
130,Black,Not struck by State,Black,same race,Struck by the defense
130,White,Not struck by State,Black,different race,Struck by the defense
130,White,Not struck by State,Black,different race,Struck by the defense
130,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,White,Not struck by State,Black,different race,Struck by the defense
130,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
130,White,Not struck by State,Black,different race,Struck by the defense
130,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,White,Not struck by State,Black,different race,Juror chosen to serve on jury
130,White,Not struck by State,Black,different race,Juror chosen as alternate
170,Black,Not struck by State,White,different race,Juror chosen as alternate
170,White,Not struck by State,White,same race,Juror chosen to serve on jury
170,White,Not struck by State,White,same race,Juror chosen to serve on jury
172,White,Not struck by State,Black,different race,Struck by the defense
172,Black,Struck by State,Black,same race,Struck by the state
172,White,Not struck by State,Black,different race,Juror chosen to serve on jury
172,Black,Struck by State,Black,same race,Struck by the state
172,Black,Struck by State,Black,same race,Struck by the state
172,Black,Struck by State,Black,same race,Struck by the state
172,Black,Struck by State,Black,same race,Struck by the state
172,White,Not struck by State,Black,different race,Struck by the defense
172,Black,Struck by State,Black,same race,Struck by the state
172,Black,Struck by State,Black,same race,Struck by the state
172,White,Not struck by State,Black,different race,Struck by the defense
172,White,Not struck by State,Black,different race,Juror chosen to serve on jury
176,White,Not struck by State,White,same race,Struck by the defense
176,Black,Not struck by State,White,different race,Juror chosen to serve on jury
176,Black,Not struck by State,White,different race,Juror chosen to serve on jury
176,White,Struck by State,White,same race,Struck by the state
176,White,Not struck by State,White,same race,Struck by the defense
176,Black,Not struck by State,White,different race,Juror chosen to serve on jury
176,White,Not struck by State,White,same race,Juror chosen to serve on jury
176,Black,Not struck by State,White,different race,Juror chosen to serve on jury
176,White,Not struck by State,White,same race,Struck by the defense
176,Black,Struck by State,White,different race,Struck by the state
176,White,Not struck by State,White,same race,Juror chosen to serve on jury
176,White,Not struck by State,White,same race,Struck by the defense
176,Black,Struck by State,White,different race,Struck by the state
176,White,Not struck by State,White,same race,Juror chosen to serve on jury
176,White,Not struck by State,White,same race,Juror chosen to serve on jury
176,Black,Struck by State,White,different race,Struck by the state
176,White,Not struck by State,White,same race,Juror chosen to serve on jury
176,White,Not struck by State,White,same race,Juror chosen to serve on jury
176,White,Struck by State,White,same race,Struck by the state
176,White,Not struck by State,White,same race,Juror chosen to serve on jury
176,White,Not struck by State,White,same race,Struck by the defense
176,White,Struck by State,White,same race,Struck by the state
176,White,Not struck by State,White,same race,Juror chosen to serve on jury
176,White,Not struck by State,White,same race,Struck by the defense
53,White,Not struck by State,Black,different race,Struck by the defense
68,White,Struck by State,White,same race,Struck by the state
68,White,Not struck by State,White,same race,Juror chosen as alternate
53,White,Not struck by State,Black,different race,Juror chosen as alternate
53,White,Struck by State,Black,different race,Struck by the state
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
53,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
53,White,Not struck by State,Black,different race,Struck by the defense
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
53,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
53,Black,Struck by State,Black,same race,Struck by the state
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
53,White,Struck by State,Black,different race,Struck by the state
53,White,Struck by State,Black,different race,Struck by the state
53,Black,Struck by State,Black,same race,Struck by the state
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
53,White,Not struck by State,Black,different race,Struck by the defense
53,White,Struck by State,Black,different race,Struck by the state
53,White,Not struck by State,Black,different race,Struck by the defense
53,White,Not struck by State,Black,different race,Struck by the defense
53,White,Not struck by State,Black,different race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Struck by the defense
300,Black,Struck by State,Black,same race,Struck by the state
300,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
300,Black,Struck by State,Black,same race,Struck by the state
300,White,Not struck by State,Black,different race,Struck by the defense
300,White,Not struck by State,Black,different race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Struck by the defense
300,Black,Struck by State,Black,same race,Struck by the state
300,Black,Struck by State,Black,same race,Struck by the state
300,Black,Struck by State,Black,same race,Struck by the state
300,White,Not struck by State,Black,different race,Struck by the defense
300,White,Not struck by State,Black,different race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Struck by the defense
300,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Struck by the defense
300,Black,Struck by State,Black,same race,Struck by the state
300,White,Not struck by State,Black,different race,Juror chosen to serve on jury
300,Black,Struck by State,Black,same race,Struck by the state
196,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
196,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
196,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
196,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
196,Black,Struck by State,Black,same race,Struck by the state
300,Black,Struck by State,Black,same race,Struck by the state
300,White,Not struck by State,Black,different race,Struck by the defense
300,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
300,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Struck by the defense
300,White,Not struck by State,Black,different race,Struck by the defense
300,White,Not struck by State,Black,different race,Struck by the defense
300,Black,Struck by State,Black,same race,Struck by the state
300,White,Not struck by State,Black,different race,Juror chosen to serve on jury
300,Black,Struck by State,Black,same race,Struck by the state
300,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Juror chosen to serve on jury
300,White,Not struck by State,Black,different race,Juror chosen as alternate
300,White,Not struck by State,Black,different race,Struck by the defense
300,Black,Struck by State,Black,same race,Struck by the state
300,White,Not struck by State,Black,different race,Juror chosen as alternate
202,Black,Struck by State,Black,same race,Struck by the state
202,Black,Struck by State,Black,same race,Struck by the state
202,Black,Struck by State,Black,same race,Struck by the state
255,Black,Not struck by State,Black,same race,Juror chosen as alternate
301,White,Not struck by State,Black,different race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen as alternate
301,White,Not struck by State,Black,different race,Juror chosen to serve on jury
205,Black,Struck by State,Black,same race,Struck by the state
205,White,Struck by State,Black,different race,Struck by the state
205,White,Struck by State,Black,different race,Struck by the state
205,Black,Struck by State,Black,same race,Struck by the state
269,Black,Struck by State,Black,same race,Struck by the state
269,Black,Struck by State,Black,same race,Struck by the state
225,White,Struck by State,Black,different race,Struck by the state
225,White,Not struck by State,Black,different race,Juror chosen to serve on jury
225,White,Not struck by State,Black,different race,Struck by the defense
225,White,Not struck by State,Black,different race,Juror chosen to serve on jury
225,White,Not struck by State,Black,different race,Struck by the defense
225,White,Not struck by State,Black,different race,Struck by the defense
301,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
225,Black,Struck by State,Black,same race,Struck by the state
225,White,Struck by State,Black,different race,Struck by the state
225,Black,Struck by State,Black,same race,Struck by the state
225,Black,Struck by State,Black,same race,Struck by the state
5,Black,Struck by State,Black,same race,Struck by the state
5,White,Not struck by State,Black,different race,Juror chosen to serve on jury
5,White,Not struck by State,Black,different race,Struck by the defense
5,White,Not struck by State,Black,different race,Struck by the defense
255,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
255,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
259,White,Not struck by State,White,same race,Struck by the defense
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
255,White,Not struck by State,Black,different race,Juror chosen as alternate
255,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
259,White,Not struck by State,White,same race,Struck by the defense
259,White,Not struck by State,White,same race,Struck by the defense
259,White,Not struck by State,White,same race,Struck by the defense
255,White,Not struck by State,Black,different race,Juror chosen to serve on jury
224,White,Struck by State,Black,different race,Struck by the state
224,White,Not struck by State,Black,different race,Juror chosen to serve on jury
224,White,Struck by State,Black,different race,Struck by the state
224,White,Not struck by State,Black,different race,Juror chosen to serve on jury
268,White,Not struck by State,Black,different race,Struck by the defense
224,White,Struck by State,Black,different race,Struck by the state
237,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
237,Black,Struck by State,Black,same race,Struck by the state
237,Black,Struck by State,Black,same race,Struck by the state
237,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
237,Black,Struck by State,Black,same race,Struck by the state
237,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
237,Black,Struck by State,Black,same race,Struck by the state
237,Black,Not struck by State,Black,same race,Struck by the defense
239,White,Struck by State,Black,different race,Struck by the state
239,Black,Struck by State,Black,same race,Struck by the state
239,Black,Struck by State,Black,same race,Struck by the state
225,White,Not struck by State,Black,different race,Struck by the defense
225,White,Struck by State,Black,different race,Struck by the state
225,White,Not struck by State,Black,different race,Struck by the defense
225,White,Not struck by State,Black,different race,Struck by the defense
225,White,Not struck by State,Black,different race,Juror chosen as alternate
246,White,Struck by State,Black,different race,Struck by the state
246,White,Not struck by State,Black,different race,Struck by the defense
246,White,Not struck by State,Black,different race,Struck by the defense
246,Black,Struck by State,Black,same race,Struck by the state
246,Black,Struck by State,Black,same race,Struck by the state
246,White,Struck by State,Black,different race,Struck by the state
251,White,Struck by State,Black,different race,Struck by the state
251,Black,Struck by State,Black,same race,Struck by the state
251,White,Struck by State,Black,different race,Struck by the state
251,Black,Struck by State,Black,same race,Struck by the state
251,Black,Struck by State,Black,same race,Struck by the state
251,White,Struck by State,Black,different race,Struck by the state
251,Black,Struck by State,Black,same race,Struck by the state
251,White,Struck by State,Black,different race,Struck by the state
251,White,Struck by State,Black,different race,Struck by the state
251,Black,Struck by State,Black,same race,Struck by the state
255,White,Struck by State,Black,different race,Struck by the state
255,White,Not struck by State,Black,different race,Struck by the defense
255,White,Not struck by State,Black,different race,Struck by the defense
255,White,Not struck by State,Black,different race,Struck by the defense
255,White,Not struck by State,Black,different race,Struck by the defense
255,White,Not struck by State,Black,different race,Struck by the defense
246,White,Not struck by State,Black,different race,Struck by the defense
246,White,Not struck by State,Black,different race,Struck by the defense
246,White,Not struck by State,Black,different race,Struck by the defense
246,Black,Struck by State,Black,same race,Struck by the state
246,White,Not struck by State,Black,different race,Struck by the defense
255,White,Not struck by State,Black,different race,Struck by the defense
255,White,Not struck by State,Black,different race,Struck by the defense
255,Black,Struck by State,Black,same race,Struck by the state
255,White,Not struck by State,Black,different race,Struck by the defense
255,White,Not struck by State,Black,different race,Struck by the defense
255,White,Not struck by State,Black,different race,Struck by the defense
255,Black,Struck by State,Black,same race,Struck by the state
255,Black,Struck by State,Black,same race,Struck by the state
255,Black,Struck by State,Black,same race,Struck by the state
246,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
246,White,Struck by State,Black,different race,Struck by the state
246,White,Not struck by State,Black,different race,Struck by the defense
259,Black,Struck by State,White,different race,Struck by the state
259,White,Struck by State,White,same race,Struck by the state
259,White,Struck by State,White,same race,Struck by the state
259,White,Struck by State,White,same race,Struck by the state
259,Black,Struck by State,White,different race,Struck by the state
259,Black,Struck by State,White,different race,Struck by the state
259,White,Not struck by State,White,same race,Struck by the defense
246,White,Not struck by State,Black,different race,Struck by the defense
246,White,Not struck by State,Black,different race,Struck by the defense
246,Black,Struck by State,Black,same race,Struck by the state
268,White,Not struck by State,Black,different race,Juror chosen to serve on jury
268,Black,Not struck by State,Black,same race,Juror chosen as alternate
268,Black,Struck by State,Black,same race,Struck by the state
268,Black,Struck by State,Black,same race,Struck by the state
272,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
272,Black,Struck by State,Black,same race,Struck by the state
272,Black,Struck by State,Black,same race,Struck by the state
272,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
272,Black,Struck by State,Black,same race,Struck by the state
272,Black,Struck by State,Black,same race,Struck by the state
277,Black,Not struck by State,Unknown,different race,Juror chosen to serve on jury
277,Black,Not struck by State,Unknown,different race,Juror chosen to serve on jury
277,Black,Not struck by State,Unknown,different race,Struck by the defense
289,White,Struck by State,Black,different race,Struck by the state
289,White,Not struck by State,Black,different race,Juror chosen to serve on jury
289,White,Not struck by State,Black,different race,Struck by the defense
289,White,Not struck by State,Black,different race,Juror chosen to serve on jury
289,White,Not struck by State,Black,different race,Juror chosen to serve on jury
289,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Not struck by State,Black,different race,Struck by the defense
10,White,Struck by State,White,same race,Struck by the state
10,White,Not struck by State,White,same race,Struck by the defense
289,White,Not struck by State,Black,different race,Struck by the defense
7,Black,Struck by State,White,different race,Struck by the state
289,White,Not struck by State,Black,different race,Struck by the defense
289,White,Not struck by State,Black,different race,Juror chosen to serve on jury
289,Black,Struck by State,Black,same race,Struck by the state
289,White,Not struck by State,Black,different race,Struck by the defense
289,White,Not struck by State,Black,different race,Juror chosen to serve on jury
289,Black,Struck by State,Black,same race,Struck by the state
289,Black,Struck by State,Black,same race,Struck by the state
289,White,Not struck by State,Black,different race,Struck by the defense
289,Black,Struck by State,Black,same race,Struck by the state
289,Black,Struck by State,Black,same race,Struck by the state
289,White,Not struck by State,Black,different race,Struck by the defense
289,White,Struck by State,Black,different race,Struck by the state
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
4,White,Not struck by State,White,same race,Juror chosen as alternate
5,White,Not struck by State,Black,different race,Juror chosen to serve on jury
5,White,Not struck by State,Black,different race,Juror chosen to serve on jury
5,White,Not struck by State,Black,different race,Juror chosen to serve on jury
5,White,Not struck by State,Black,different race,Struck by the defense
5,White,Not struck by State,Black,different race,Juror chosen as alternate
4,White,Not struck by State,White,same race,Struck by the defense
4,White,Not struck by State,White,same race,Juror chosen to serve on jury
4,White,Not struck by State,White,same race,Struck by the defense
4,Black,Not struck by State,White,different race,Juror chosen to serve on jury
4,White,Not struck by State,White,same race,Struck by the defense
4,Black,Not struck by State,White,different race,Juror chosen to serve on jury
4,White,Not struck by State,White,same race,Struck by the defense
4,Black,Not struck by State,White,different race,Juror chosen to serve on jury
4,Black,Struck by State,White,different race,Struck by the state
4,White,Not struck by State,White,same race,Struck by the defense
4,Black,Not struck by State,White,different race,Juror chosen to serve on jury
4,White,Not struck by State,White,same race,Struck by the defense
4,Black,Struck by State,White,different race,Struck by the state
4,White,Not struck by State,White,same race,Struck by the defense
4,White,Not struck by State,White,same race,Struck by the defense
4,Black,Not struck by State,White,different race,Juror chosen to serve on jury
4,White,Not struck by State,White,same race,Struck by the defense
5,White,Not struck by State,Black,different race,Struck by the defense
7,Black,Struck by State,White,different race,Struck by the state
7,White,Not struck by State,White,same race,Struck by the defense
7,White,Not struck by State,White,same race,Struck by the defense
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,Black,Struck by State,White,different race,Struck by the state
7,White,Struck by State,White,same race,Struck by the state
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,Black,Struck by State,White,different race,Struck by the state
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,White,Not struck by State,White,same race,Struck by the defense
7,White,Not struck by State,White,same race,Struck by the defense
7,Black,Struck by State,White,different race,Struck by the state
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,White,Struck by State,White,same race,Struck by the state
7,Black,Struck by State,White,different race,Struck by the state
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,Black,Struck by State,White,different race,Struck by the state
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
7,White,Not struck by State,White,same race,Struck by the defense
7,Black,Not struck by State,White,different race,Juror chosen as alternate
7,White,Not struck by State,White,same race,Struck by the defense
7,Black,Struck by State,White,different race,Struck by the state
7,Black,Struck by State,White,different race,Struck by the state
7,White,Not struck by State,White,same race,Struck by the defense
7,White,Not struck by State,White,same race,Juror chosen to serve on jury
8,White,Not struck by State,Black,different race,Struck by the defense
6,White,Not struck by State,White,same race,Struck by the defense
6,White,Not struck by State,White,same race,Struck by the defense
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
6,White,Not struck by State,White,same race,Struck by the defense
6,Black,Not struck by State,White,different race,Struck by the defense
6,White,Not struck by State,White,same race,Struck by the defense
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
6,White,Not struck by State,White,same race,Struck by the defense
6,White,Not struck by State,White,same race,Juror chosen to serve on jury
6,Black,Not struck by State,White,different race,Juror chosen to serve on jury
6,White,Not struck by State,White,same race,Juror chosen to serve on jury
6,White,Not struck by State,White,same race,Struck by the defense
6,Black,Not struck by State,White,different race,Juror chosen as alternate
6,Black,Not struck by State,White,different race,Juror chosen as alternate
6,Black,Struck by State,White,different race,Struck by the state
8,White,Not struck by State,Black,different race,Juror chosen as alternate
10,Black,Not struck by State,White,different race,Struck by the defense
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Not struck by State,Black,different race,Struck by the defense
22,White,Not struck by State,Black,different race,Struck by the defense
22,White,Not struck by State,Black,different race,Struck by the defense
22,White,Not struck by State,Black,different race,Struck by the defense
22,Black,Struck by State,Black,same race,Struck by the state
22,White,Not struck by State,Black,different race,Struck by the defense
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Not struck by State,Black,different race,Struck by the defense
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Struck by State,Black,different race,Struck by the state
22,White,Not struck by State,Black,different race,Struck by the defense
22,Black,Struck by State,Black,same race,Struck by the state
22,Black,Struck by State,Black,same race,Struck by the state
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Not struck by State,Black,different race,Juror chosen to serve on jury
22,White,Struck by State,Black,different race,Struck by the state
22,Black,Not struck by State,Black,same race,Juror chosen to serve on jury
22,Black,Struck by State,Black,same race,Struck by the state
22,White,Not struck by State,Black,different race,Struck by the defense
22,White,Not struck by State,Black,different race,Struck by the defense
22,White,Not struck by State,Black,different race,Juror chosen as alternate
22,Black,Not struck by State,Black,same race,Juror chosen as alternate
195,Black,Struck by State,Black,same race,Struck by the state
195,Black,Struck by State,Black,same race,Struck by the state
195,Black,Struck by State,Black,same race,Struck by the state
195,White,Struck by State,Black,different race,Struck by the state
