trial__id,race,struck_state,defendant_race,same_race,struck_by
161,White,1,Black,different race,Struck by the defense
161,Black,1,Black,same race,Juror chosen to serve on jury
161,Black,1,Black,same race,Juror chosen to serve on jury
161,Black,0,Black,same race,Struck by the state
161,Black,1,Black,same race,Juror chosen to serve on jury
161,White,1,Black,different race,Struck by the defense
161,Black,1,Black,same race,Juror chosen to serve on jury
161,Black,1,Black,same race,Juror chosen to serve on jury
161,White,0,Black,different race,Struck by the state
161,Black,1,Black,same race,Juror chosen to serve on jury
161,Black,0,Black,same race,Struck by the state
161,Black,1,Black,same race,Juror chosen to serve on jury
161,Black,1,Black,same race,Juror chosen to serve on jury
161,White,1,Black,different race,Juror chosen as alternate
22,White,1,Black,different race,Juror chosen to serve on jury
22,White,1,Black,different race,Juror chosen to serve on jury
166,White,1,Black,different race,Juror chosen to serve on jury
166,Black,0,Black,same race,Struck by the state
166,Black,0,Black,same race,Struck by the state
166,White,1,Black,different race,Juror chosen to serve on jury
166,Black,1,Black,same race,Juror chosen to serve on jury
166,Black,0,Black,same race,Struck by the state
166,White,1,Black,different race,Juror chosen to serve on jury
166,White,1,Black,different race,Juror chosen to serve on jury
59,Black,0,Black,same race,Struck by the state
59,White,1,Black,different race,Juror chosen to serve on jury
59,White,0,Black,different race,Struck by the state
59,Black,0,Black,same race,Struck by the state
59,White,1,Black,different race,Juror chosen as alternate
71,Black,1,Black,same race,Juror chosen as alternate
71,Black,0,Black,same race,Struck by the state
71,Black,0,Black,same race,Struck by the state
71,White,1,Black,different race,Struck by the defense
71,White,1,Black,different race,Juror chosen to serve on jury
71,Black,1,Black,same race,Juror chosen to serve on jury
71,White,1,Black,different race,Struck by the defense
71,White,1,Black,different race,Juror chosen to serve on jury
71,White,1,Black,different race,Struck by the defense
71,Black,0,Black,same race,Struck by the state
71,Black,1,Black,same race,Juror chosen to serve on jury
71,White,1,Black,different race,Juror chosen to serve on jury
71,Black,0,Black,same race,Struck by the state
71,White,1,Black,different race,Juror chosen to serve on jury
71,Black,0,Black,same race,Struck by the state
71,White,1,Black,different race,Struck by the defense
71,Black,0,Black,same race,Struck by the state
71,White,1,Black,different race,Struck by the defense
71,White,1,Black,different race,Juror chosen to serve on jury
71,Black,1,Black,same race,Juror chosen to serve on jury
237,Black,0,Black,same race,Struck by the state
237,Black,1,Black,same race,Juror chosen to serve on jury
237,Black,1,Black,same race,Juror chosen to serve on jury
237,Black,0,Black,same race,Struck by the state
237,Black,1,Black,same race,Juror chosen to serve on jury
237,Black,0,Black,same race,Struck by the state
170,White,1,White,same race,Juror chosen to serve on jury
170,White,1,White,same race,Juror chosen to serve on jury
170,Black,1,White,different race,Juror chosen to serve on jury
170,Black,0,White,different race,Struck by the state
170,White,1,White,same race,Juror chosen to serve on jury
170,White,1,White,same race,Struck by the defense
170,Black,1,White,different race,Struck by the defense
170,Black,1,White,different race,Juror chosen to serve on jury
170,White,1,White,same race,Juror chosen to serve on jury
170,Black,1,White,different race,Juror chosen to serve on jury
170,Black,1,White,different race,Juror chosen to serve on jury
170,White,1,White,same race,Struck by the defense
170,White,1,White,same race,Juror chosen to serve on jury
170,White,0,White,same race,Struck by the state
170,White,1,White,same race,Struck by the defense
170,White,1,White,same race,Struck by the defense
170,Black,0,White,different race,Struck by the state
170,White,1,White,same race,Juror chosen to serve on jury
170,Black,0,White,different race,Struck by the state
170,Black,0,White,different race,Struck by the state
170,White,1,White,same race,Struck by the defense
4,Black,1,White,different race,Juror chosen to serve on jury
38,White,1,Black,different race,Juror chosen to serve on jury
38,White,1,Black,different race,Struck by the defense
38,White,1,Black,different race,Struck by the defense
38,White,1,Black,different race,Struck by the defense
38,White,1,Black,different race,Struck by the defense
38,White,1,Black,different race,Struck by the defense
38,White,0,Black,different race,Struck by the state
38,White,1,Black,different race,Struck by the defense
38,White,1,Black,different race,Juror chosen to serve on jury
38,White,1,Black,different race,Juror chosen to serve on jury
38,White,1,Black,different race,Juror chosen to serve on jury
38,White,0,Black,different race,Struck by the state
38,White,1,Black,different race,Struck by the defense
38,White,1,Black,different race,Struck by the defense
38,White,1,Black,different race,Struck by the defense
172,White,0,Black,different race,Struck by the state
172,White,1,Black,different race,Struck by the defense
172,White,1,Black,different race,Struck by the defense
172,White,1,Black,different race,Struck by the defense
172,White,1,Black,different race,Juror chosen to serve on jury
172,White,1,Black,different race,Struck by the defense
172,White,1,Black,different race,Juror chosen to serve on jury
172,White,1,Black,different race,Struck by the defense
172,White,1,Black,different race,Juror chosen to serve on jury
172,White,1,Black,different race,Juror chosen to serve on jury
172,White,0,Black,different race,Struck by the state
172,White,0,Black,different race,Struck by the state
172,White,0,Black,different race,Struck by the state
172,White,1,Black,different race,Juror chosen to serve on jury
172,White,1,Black,different race,Juror chosen to serve on jury
172,White,1,Black,different race,Struck by the defense
172,Black,0,Black,same race,Struck by the state
45,Black,1,Black,same race,Juror chosen to serve on jury
45,Black,1,Black,same race,Juror chosen to serve on jury
45,White,1,Black,different race,Struck by the defense
47,White,1,Black,different race,Struck by the defense
47,White,1,Black,different race,Juror chosen to serve on jury
47,White,1,Black,different race,Struck by the defense
47,White,1,Black,different race,Struck by the defense
47,Black,0,Black,same race,Struck by the state
47,White,1,Black,different race,Struck by the defense
47,White,1,Black,different race,Juror chosen to serve on jury
52,White,1,Black,different race,Juror chosen to serve on jury
52,Black,1,Black,same race,Juror chosen to serve on jury
52,White,1,Black,different race,Juror chosen as alternate
245,Black,1,Black,same race,Juror chosen to serve on jury
245,Black,1,Black,same race,Juror chosen to serve on jury
245,White,1,Black,different race,Juror chosen to serve on jury
245,White,1,Black,different race,Juror chosen to serve on jury
245,Black,1,Black,same race,Juror chosen to serve on jury
245,Black,1,Black,same race,Juror chosen to serve on jury
245,White,1,Black,different race,Juror chosen to serve on jury
245,Black,1,Black,same race,Juror chosen to serve on jury
245,Black,1,Black,same race,Juror chosen to serve on jury
245,White,1,Black,different race,Juror chosen to serve on jury
245,White,1,Black,different race,Juror chosen to serve on jury
245,White,1,Black,different race,Juror chosen to serve on jury
245,White,1,Black,different race,Juror chosen as alternate
245,Black,1,Black,same race,Juror chosen as alternate
58,Black,0,Black,same race,Struck by the state
59,White,1,Black,different race,Struck by the defense
59,White,1,Black,different race,Struck by the defense
59,White,1,Black,different race,Juror chosen to serve on jury
59,White,1,Black,different race,Struck by the defense
59,Black,0,Black,same race,Struck by the state
59,White,1,Black,different race,Juror chosen to serve on jury
59,White,1,Black,different race,Struck by the defense
59,Black,1,Black,same race,Juror chosen to serve on jury
59,White,0,Black,different race,Struck by the state
59,White,1,Black,different race,Juror chosen to serve on jury
59,Black,0,Black,same race,Struck by the state
59,White,1,Black,different race,Juror chosen to serve on jury
59,White,1,Black,different race,Juror chosen to serve on jury
59,White,1,Black,different race,Struck by the defense
59,White,1,Black,different race,Juror chosen to serve on jury
117,Black,1,Black,same race,Juror chosen to serve on jury
117,Black,0,Black,same race,Struck by the state
61,White,1,White,same race,Struck by the defense
59,White,1,Black,different race,Juror chosen to serve on jury
61,White,1,White,same race,Juror chosen to serve on jury
61,Black,0,White,different race,Struck by the state
61,Black,0,White,different race,Struck by the state
61,Black,1,White,different race,Juror chosen to serve on jury
61,White,1,White,same race,Juror chosen to serve on jury
61,Black,1,White,different race,Juror chosen to serve on jury
117,White,1,Black,different race,Juror chosen to serve on jury
117,White,1,Black,different race,Struck by the defense
117,White,1,Black,different race,Struck by the defense
117,Black,1,Black,same race,Juror chosen to serve on jury
117,White,1,Black,different race,Juror chosen to serve on jury
117,White,1,Black,different race,Juror chosen to serve on jury
117,White,1,Black,different race,Juror chosen to serve on jury
117,White,1,Black,different race,Juror chosen to serve on jury
117,White,1,Black,different race,Juror chosen to serve on jury
117,Black,0,Black,same race,Struck by the state
117,White,1,Black,different race,Juror chosen to serve on jury
117,White,1,Black,different race,Juror chosen to serve on jury
117,White,0,Black,different race,Struck by the state
117,White,1,Black,different race,Juror chosen to serve on jury
117,White,1,Black,different race,Juror chosen to serve on jury
61,White,1,White,same race,Juror chosen to serve on jury
61,Black,0,White,different race,Struck by the state
61,Black,1,White,different race,Juror chosen to serve on jury
61,Black,0,White,different race,Struck by the state
61,White,1,White,same race,Juror chosen to serve on jury
61,Black,0,White,different race,Struck by the state
61,White,1,White,same race,Struck by the defense
61,White,1,White,same race,Juror chosen to serve on jury
61,White,1,White,same race,Juror chosen to serve on jury
61,White,1,White,same race,Struck by the defense
61,White,1,White,same race,Struck by the defense
61,White,1,White,same race,Juror chosen to serve on jury
61,White,1,White,same race,Juror chosen to serve on jury
61,White,1,White,same race,Juror chosen to serve on jury
61,White,1,White,same race,Juror chosen as alternate
117,White,0,Black,different race,Struck by the state
68,White,1,White,same race,Struck by the defense
38,White,1,Black,different race,Juror chosen to serve on jury
73,White,1,Black,different race,Struck by the defense
73,White,1,Black,different race,Juror chosen to serve on jury
74,White,1,White,same race,Juror chosen to serve on jury
74,White,1,White,same race,Struck by the defense
74,Black,0,White,different race,Struck by the state
74,White,1,White,same race,Struck by the defense
74,White,0,White,same race,Struck by the state
74,White,1,White,same race,Juror chosen to serve on jury
74,Black,1,White,different race,Juror chosen to serve on jury
74,White,1,White,same race,Struck by the defense
74,White,1,White,same race,Struck by the defense
74,White,1,White,same race,Struck by the defense
74,White,1,White,same race,Struck by the defense
74,White,1,White,same race,Struck by the defense
74,White,1,White,same race,Juror chosen to serve on jury
74,Black,1,White,different race,Juror chosen to serve on jury
74,Black,1,White,different race,Juror chosen to serve on jury
73,White,1,Black,different race,Struck by the defense
8,White,0,Black,different race,Struck by the state
8,Black,0,Black,same race,Struck by the state
8,White,1,Black,different race,Juror chosen to serve on jury
8,White,1,Black,different race,Juror chosen to serve on jury
8,White,1,Black,different race,Struck by the defense
8,White,1,Black,different race,Struck by the defense
8,White,0,Black,different race,Struck by the state
8,Black,0,Black,same race,Struck by the state
8,White,1,Black,different race,Juror chosen to serve on jury
82,White,1,Black,different race,Struck by the defense
82,Black,0,Black,same race,Struck by the state
82,White,1,Black,different race,Juror chosen to serve on jury
82,Black,1,Black,same race,Struck by the defense
82,Black,1,Black,same race,Struck by the defense
82,White,0,Black,different race,Struck by the state
82,Black,1,Black,same race,Struck by the defense
8,White,1,Black,different race,Struck by the defense
82,White,1,Black,different race,Struck by the defense
82,White,1,Black,different race,Struck by the defense
82,Black,1,Black,same race,Juror chosen to serve on jury
82,Black,1,Black,same race,Struck by the defense
82,White,1,Black,different race,Juror chosen to serve on jury
82,White,1,Black,different race,Struck by the defense
82,Black,1,Black,same race,Struck by the defense
82,White,1,Black,different race,Struck by the defense
8,Black,0,Black,same race,Struck by the state
82,Black,0,Black,same race,Struck by the state
82,White,1,Black,different race,Juror chosen to serve on jury
82,White,1,Black,different race,Juror chosen to serve on jury
82,White,1,Black,different race,Juror chosen to serve on jury
82,Black,0,Black,same race,Struck by the state
82,White,1,Black,different race,Juror chosen to serve on jury
82,White,1,Black,different race,Juror chosen to serve on jury
82,Black,0,Black,same race,Struck by the state
82,White,1,Black,different race,Juror chosen to serve on jury
82,Black,0,Black,same race,Struck by the state
82,Black,0,Black,same race,Struck by the state
76,White,1,Black,different race,Juror chosen as alternate
76,Black,1,Black,same race,Juror chosen to serve on jury
82,White,1,Black,different race,Struck by the defense
82,Black,1,Black,same race,Juror chosen to serve on jury
82,White,1,Black,different race,Juror chosen to serve on jury
82,White,1,Black,different race,Juror chosen to serve on jury
82,White,1,Black,different race,Struck by the defense
82,White,0,Black,different race,Struck by the state
82,Black,1,Black,same race,Juror chosen as alternate
82,Black,1,Black,same race,Juror chosen as alternate
79,White,1,Black,different race,Struck by the defense
79,White,1,Black,different race,Struck by the defense
79,Black,1,Black,same race,Struck by the defense
224,Black,0,Black,same race,Struck by the state
224,Black,0,Black,same race,Struck by the state
224,White,1,Black,different race,Juror chosen to serve on jury
224,White,1,Black,different race,Juror chosen to serve on jury
224,White,1,Black,different race,Juror chosen to serve on jury
224,White,1,Black,different race,Juror chosen to serve on jury
224,White,1,Black,different race,Juror chosen to serve on jury
224,White,1,Black,different race,Juror chosen to serve on jury
224,White,1,Black,different race,Juror chosen to serve on jury
8,White,1,Black,different race,Struck by the defense
8,White,1,Black,different race,Juror chosen to serve on jury
80,White,0,White,same race,Struck by the state
80,White,1,White,same race,Juror chosen to serve on jury
80,White,1,White,same race,Juror chosen to serve on jury
80,White,1,White,same race,Juror chosen to serve on jury
80,Black,0,White,different race,Struck by the state
80,Black,0,White,different race,Struck by the state
8,White,1,Black,different race,Juror chosen to serve on jury
8,White,0,Black,different race,Struck by the state
8,White,1,Black,different race,Juror chosen to serve on jury
8,White,1,Black,different race,Struck by the defense
8,White,1,Black,different race,Juror chosen to serve on jury
8,Black,0,Black,same race,Struck by the state
8,White,1,Black,different race,Struck by the defense
8,White,0,Black,different race,Struck by the state
8,White,1,Black,different race,Struck by the defense
8,White,1,Black,different race,Juror chosen to serve on jury
8,White,1,Black,different race,Juror chosen to serve on jury
8,White,0,Black,different race,Struck by the state
8,White,1,Black,different race,Struck by the defense
8,White,1,Black,different race,Juror chosen to serve on jury
8,White,0,Black,different race,Struck by the state
8,Black,0,Black,same race,Struck by the state
80,Black,1,White,different race,Juror chosen as alternate
80,Black,1,White,different race,Juror chosen to serve on jury
80,White,1,White,same race,Struck by the defense
80,White,1,White,same race,Juror chosen to serve on jury
80,White,1,White,same race,Juror chosen to serve on jury
80,Black,1,White,different race,Juror chosen to serve on jury
80,White,1,White,same race,Struck by the defense
80,Black,0,White,different race,Struck by the state
80,Black,0,White,different race,Struck by the state
80,Black,0,White,different race,Struck by the state
80,White,1,White,same race,Juror chosen to serve on jury
80,White,1,White,same race,Struck by the defense
80,Black,1,White,different race,Juror chosen to serve on jury
80,White,1,White,same race,Juror chosen to serve on jury
195,Black,0,Black,same race,Struck by the state
92,White,1,Black,different race,Struck by the defense
92,Black,0,Black,same race,Struck by the state
92,White,1,Black,different race,Juror chosen to serve on jury
92,White,1,Black,different race,Struck by the defense
92,White,0,Black,different race,Struck by the state
92,White,1,Black,different race,Juror chosen to serve on jury
92,White,1,Black,different race,Juror chosen to serve on jury
92,Black,0,Black,same race,Struck by the state
92,White,1,Black,different race,Struck by the defense
92,Black,1,Black,same race,Juror chosen to serve on jury
92,Black,1,Black,same race,Juror chosen to serve on jury
92,White,1,Black,different race,Struck by the defense
92,White,1,Black,different race,Juror chosen to serve on jury
92,White,1,Black,different race,Struck by the defense
92,White,1,Black,different race,Juror chosen to serve on jury
92,White,1,Black,different race,Struck by the defense
92,White,1,Black,different race,Juror chosen to serve on jury
92,Black,0,Black,same race,Struck by the state
92,White,1,Black,different race,Juror chosen to serve on jury
92,Black,0,Black,same race,Struck by the state
92,White,1,Black,different race,Juror chosen to serve on jury
92,White,1,Black,different race,Juror chosen to serve on jury
79,Black,0,Black,same race,Struck by the state
79,White,1,Black,different race,Struck by the defense
79,Black,0,Black,same race,Struck by the state
79,White,1,Black,different race,Juror chosen to serve on jury
79,White,1,Black,different race,Juror chosen to serve on jury
79,White,1,Black,different race,Juror chosen to serve on jury
79,White,1,Black,different race,Juror chosen to serve on jury
79,Black,0,Black,same race,Struck by the state
79,White,1,Black,different race,Juror chosen to serve on jury
79,White,1,Black,different race,Juror chosen to serve on jury
79,White,1,Black,different race,Struck by the defense
79,White,1,Black,different race,Struck by the defense
79,White,1,Black,different race,Juror chosen to serve on jury
79,Black,1,Black,same race,Juror chosen to serve on jury
79,White,1,Black,different race,Juror chosen to serve on jury
79,Black,0,Black,same race,Struck by the state
79,Black,0,Black,same race,Struck by the state
95,White,1,Black,different race,Juror chosen to serve on jury
79,White,1,Black,different race,Juror chosen to serve on jury
79,Black,1,Black,same race,Juror chosen to serve on jury
79,Black,1,Black,same race,Juror chosen as alternate
79,White,1,Black,different race,Juror chosen to serve on jury
45,Black,1,Black,same race,Juror chosen to serve on jury
45,White,1,Black,different race,Juror chosen to serve on jury
107,White,1,Black,different race,Struck by the defense
107,Black,1,Black,same race,Juror chosen to serve on jury
76,Black,1,Black,same race,Struck by the defense
76,White,1,Black,different race,Juror chosen to serve on jury
76,Black,0,Black,same race,Struck by the state
76,White,1,Black,different race,Juror chosen to serve on jury
76,White,1,Black,different race,Struck by the defense
76,Black,1,Black,same race,Juror chosen to serve on jury
76,White,1,Black,different race,Struck by the defense
76,Black,0,Black,same race,Struck by the state
76,White,1,Black,different race,Juror chosen to serve on jury
76,White,1,Black,different race,Juror chosen to serve on jury
76,White,1,Black,different race,Juror chosen to serve on jury
76,White,1,Black,different race,Struck by the defense
76,Black,1,Black,same race,Juror chosen to serve on jury
76,Black,0,Black,same race,Struck by the state
76,Black,0,Black,same race,Struck by the state
76,White,1,Black,different race,Juror chosen to serve on jury
76,White,1,Black,different race,Juror chosen to serve on jury
76,Black,1,Black,same race,Juror chosen to serve on jury
76,White,1,Black,different race,Struck by the defense
76,White,1,Black,different race,Struck by the defense
76,White,1,Black,different race,Juror chosen to serve on jury
75,White,1,Black,different race,Juror chosen to serve on jury
75,White,1,Black,different race,Struck by the defense
75,Black,1,Black,same race,Struck by the defense
75,Black,1,Black,same race,Struck by the defense
75,White,1,Black,different race,Juror chosen to serve on jury
75,White,1,Black,different race,Struck by the defense
102,White,1,Black,different race,Struck by the defense
102,White,1,Black,different race,Juror chosen as alternate
102,White,1,Black,different race,Juror chosen as alternate
75,Black,1,Black,same race,Struck by the defense
75,White,1,Black,different race,Struck by the defense
75,White,1,Black,different race,Juror chosen to serve on jury
75,White,1,Black,different race,Juror chosen to serve on jury
75,White,1,Black,different race,Struck by the defense
75,White,1,Black,different race,Juror chosen to serve on jury
75,White,1,Black,different race,Struck by the defense
75,White,1,Black,different race,Juror chosen to serve on jury
75,Black,0,Black,same race,Struck by the state
75,Black,1,Black,same race,Juror chosen to serve on jury
75,Black,1,Black,same race,Juror chosen to serve on jury
75,White,1,Black,different race,Struck by the defense
75,White,1,Black,different race,Struck by the defense
75,White,1,Black,different race,Juror chosen to serve on jury
75,Black,0,Black,same race,Struck by the state
75,White,1,Black,different race,Juror chosen to serve on jury
75,Black,0,Black,same race,Struck by the state
75,Black,0,Black,same race,Struck by the state
75,Black,0,Black,same race,Struck by the state
75,Black,1,Black,same race,Struck by the defense
75,Black,0,Black,same race,Struck by the state
75,Black,0,Black,same race,Struck by the state
75,Black,1,Black,same race,Juror chosen to serve on jury
75,Black,1,Black,same race,Juror chosen as alternate
75,Black,1,Black,same race,Juror chosen as alternate
75,White,1,Black,different race,Juror chosen to serve on jury
58,White,1,Black,different race,Juror chosen to serve on jury
58,Black,1,Black,same race,Juror chosen to serve on jury
58,Black,0,Black,same race,Struck by the state
58,White,0,Black,different race,Struck by the state
107,Black,0,Black,same race,Struck by the state
107,Black,0,Black,same race,Struck by the state
107,White,1,Black,different race,Juror chosen to serve on jury
107,White,1,Black,different race,Juror chosen to serve on jury
107,White,1,Black,different race,Struck by the defense
107,Black,1,Black,same race,Juror chosen to serve on jury
107,Black,0,Black,same race,Struck by the state
107,White,1,Black,different race,Juror chosen to serve on jury
107,White,1,Black,different race,Juror chosen to serve on jury
107,White,1,Black,different race,Juror chosen to serve on jury
107,White,1,Black,different race,Juror chosen to serve on jury
107,Black,0,Black,same race,Struck by the state
5,White,1,Black,different race,Struck by the defense
120,White,1,Black,different race,Juror chosen as alternate
120,Black,0,Black,same race,Struck by the state
120,Black,1,Black,same race,Juror chosen as alternate
120,White,1,Black,different race,Struck by the defense
120,White,1,Black,different race,Struck by the defense
120,White,1,Black,different race,Juror chosen to serve on jury
120,White,0,Black,different race,Struck by the state
120,Black,0,Black,same race,Struck by the state
120,Black,1,Black,same race,Juror chosen to serve on jury
120,White,1,Black,different race,Struck by the defense
6,White,0,White,same race,Struck by the state
116,White,1,Black,different race,Struck by the defense
116,White,1,Black,different race,Juror chosen to serve on jury
116,White,1,Black,different race,Juror chosen to serve on jury
116,White,1,Black,different race,Juror chosen to serve on jury
116,Black,1,Black,same race,Juror chosen to serve on jury
116,Black,1,Black,same race,Juror chosen to serve on jury
116,White,1,Black,different race,Juror chosen to serve on jury
116,Black,1,Black,same race,Juror chosen as alternate
116,White,1,Black,different race,Juror chosen to serve on jury
116,White,1,Black,different race,Struck by the defense
116,White,1,Black,different race,Juror chosen to serve on jury
116,Black,0,Black,same race,Struck by the state
116,White,1,Black,different race,Juror chosen to serve on jury
116,White,1,Black,different race,Juror chosen to serve on jury
116,Black,0,Black,same race,Struck by the state
116,White,0,Black,different race,Struck by the state
120,White,0,Black,different race,Struck by the state
120,White,1,Black,different race,Struck by the defense
120,White,1,Black,different race,Juror chosen to serve on jury
120,White,1,Black,different race,Struck by the defense
120,White,1,Black,different race,Struck by the defense
120,White,1,Black,different race,Juror chosen to serve on jury
120,White,1,Black,different race,Juror chosen to serve on jury
120,Black,1,Black,same race,Juror chosen to serve on jury
120,White,0,Black,different race,Struck by the state
120,Black,0,Black,same race,Struck by the state
120,Black,0,Black,same race,Struck by the state
120,White,1,Black,different race,Juror chosen to serve on jury
120,White,1,Black,different race,Juror chosen to serve on jury
120,White,1,Black,different race,Struck by the defense
120,White,1,Black,different race,Struck by the defense
120,White,1,Black,different race,Juror chosen to serve on jury
120,Black,1,Black,same race,Juror chosen to serve on jury
7,White,1,White,same race,Struck by the defense
120,White,0,Black,different race,Struck by the state
120,Black,0,Black,same race,Struck by the state
120,White,1,Black,different race,Juror chosen to serve on jury
120,White,1,Black,different race,Struck by the defense
120,Black,0,Black,same race,Struck by the state
120,White,1,Black,different race,Juror chosen to serve on jury
120,Black,1,Black,same race,Struck by the defense
120,White,1,Black,different race,Struck by the defense
52,White,0,Black,different race,Struck by the state
52,Black,0,Black,same race,Struck by the state
52,Black,1,Black,same race,Juror chosen to serve on jury
52,White,1,Black,different race,Juror chosen to serve on jury
52,White,1,Black,different race,Struck by the defense
52,White,1,Black,different race,Struck by the defense
52,White,1,Black,different race,Juror chosen to serve on jury
52,White,1,Black,different race,Struck by the defense
135,White,1,Black,different race,Juror chosen to serve on jury
135,White,1,Black,different race,Struck by the defense
135,Black,0,Black,same race,Struck by the state
135,White,1,Black,different race,Juror chosen to serve on jury
135,White,1,Black,different race,Struck by the defense
135,White,1,Black,different race,Struck by the defense
135,White,1,Black,different race,Struck by the defense
135,White,1,Black,different race,Juror chosen to serve on jury
135,Black,0,Black,same race,Struck by the state
135,White,1,Black,different race,Juror chosen to serve on jury
135,White,1,Black,different race,Struck by the defense
135,Black,0,Black,same race,Struck by the state
135,Black,0,Black,same race,Struck by the state
135,Black,0,Black,same race,Struck by the state
135,White,1,Black,different race,Juror chosen to serve on jury
135,White,1,Black,different race,Juror chosen to serve on jury
135,Black,0,Black,same race,Struck by the state
135,White,1,Black,different race,Juror chosen to serve on jury
135,White,1,Black,different race,Struck by the defense
135,White,1,Black,different race,Struck by the defense
135,Black,0,Black,same race,Struck by the state
135,Black,0,Black,same race,Struck by the state
52,Black,0,Black,same race,Struck by the state
52,White,1,Black,different race,Juror chosen to serve on jury
52,White,1,Black,different race,Juror chosen to serve on jury
52,White,1,Black,different race,Struck by the defense
52,Black,1,Black,same race,Juror chosen to serve on jury
52,Black,0,Black,same race,Struck by the state
52,White,1,Black,different race,Juror chosen to serve on jury
52,White,1,Black,different race,Juror chosen to serve on jury
52,Black,1,Black,same race,Juror chosen to serve on jury
52,White,1,Black,different race,Struck by the defense
52,White,1,Black,different race,Juror chosen to serve on jury
58,White,1,Black,different race,Juror chosen to serve on jury
58,White,1,Black,different race,Juror chosen to serve on jury
58,White,1,Black,different race,Juror chosen to serve on jury
58,White,1,Black,different race,Juror chosen to serve on jury
58,Black,1,Black,same race,Juror chosen to serve on jury
58,White,1,Black,different race,Juror chosen to serve on jury
58,White,1,Black,different race,Struck by the defense
58,White,1,Black,different race,Juror chosen to serve on jury
58,Black,0,Black,same race,Struck by the state
58,White,0,Black,different race,Struck by the state
135,Black,0,Black,same race,Struck by the state
74,Black,1,White,different race,Juror chosen to serve on jury
74,Black,1,White,different race,Juror chosen to serve on jury
74,White,1,White,same race,Struck by the defense
74,White,1,White,same race,Struck by the defense
74,White,1,White,same race,Juror chosen to serve on jury
74,White,1,White,same race,Struck by the defense
74,Black,0,White,different race,Struck by the state
74,White,0,White,same race,Struck by the state
74,Black,0,White,different race,Struck by the state
74,Black,1,White,different race,Juror chosen to serve on jury
74,White,1,White,same race,Struck by the defense
74,Black,0,White,different race,Struck by the state
74,White,1,White,same race,Struck by the defense
74,White,1,White,same race,Juror chosen to serve on jury
116,Black,0,Black,same race,Struck by the state
68,White,1,White,same race,Struck by the defense
6,White,0,White,same race,Struck by the state
58,White,1,Black,different race,Struck by the defense
58,White,1,Black,different race,Juror chosen to serve on jury
58,White,1,Black,different race,Struck by the defense
58,White,1,Black,different race,Juror chosen to serve on jury
58,White,0,Black,different race,Struck by the state
268,White,1,Black,different race,Juror chosen to serve on jury
6,Black,1,White,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Struck by the defense
6,White,1,White,same race,Struck by the defense
85,Black,0,Black,same race,Struck by the state
47,White,1,Black,different race,Struck by the defense
47,White,1,Black,different race,Struck by the defense
269,Black,1,Black,same race,Juror chosen to serve on jury
269,Black,0,Black,same race,Struck by the state
269,Black,0,Black,same race,Struck by the state
269,Black,0,Black,same race,Struck by the state
55,White,1,Black,different race,Struck by the defense
55,Black,1,Black,same race,Juror chosen to serve on jury
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Struck by the defense
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Struck by the defense
55,White,1,Black,different race,Struck by the defense
55,Black,0,Black,same race,Struck by the state
55,White,1,Black,different race,Struck by the defense
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Struck by the defense
55,White,0,Black,different race,Struck by the state
95,White,0,Black,different race,Struck by the state
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Juror chosen to serve on jury
55,White,1,Black,different race,Juror chosen as alternate
55,White,1,Black,different race,Struck by the defense
55,Black,1,Black,same race,Juror chosen to serve on jury
55,White,1,Black,different race,Juror chosen to serve on jury
6,White,0,White,same race,Struck by the state
6,White,1,White,same race,Juror chosen to serve on jury
6,White,1,White,same race,Struck by the defense
6,Black,0,White,different race,Struck by the state
6,Black,1,White,different race,Juror chosen to serve on jury
161,White,1,Black,different race,Juror chosen to serve on jury
161,Black,1,Black,same race,Juror chosen to serve on jury
161,Black,1,Black,same race,Juror chosen to serve on jury
161,White,1,Black,different race,Juror chosen to serve on jury
166,Black,0,Black,same race,Struck by the state
166,White,1,Black,different race,Struck by the defense
166,White,1,Black,different race,Juror chosen to serve on jury
166,White,1,Black,different race,Juror chosen to serve on jury
166,White,1,Black,different race,Struck by the defense
166,White,1,Black,different race,Struck by the defense
166,Black,1,Black,same race,Juror chosen to serve on jury
166,White,1,Black,different race,Struck by the defense
166,White,1,Black,different race,Struck by the defense
166,Black,0,Black,same race,Struck by the state
166,White,1,Black,different race,Juror chosen to serve on jury
166,White,1,Black,different race,Juror chosen to serve on jury
166,White,1,Black,different race,Juror chosen to serve on jury
166,White,1,Black,different race,Struck by the defense
166,White,1,Black,different race,Juror chosen to serve on jury
130,White,1,Black,different race,Juror chosen to serve on jury
130,Black,0,Black,same race,Struck by the state
130,Black,1,Black,same race,Juror chosen to serve on jury
130,Black,0,Black,same race,Struck by the state
130,White,1,Black,different race,Struck by the defense
130,Black,0,Black,same race,Struck by the state
130,Black,1,Black,same race,Juror chosen to serve on jury
130,Black,1,Black,same race,Juror chosen to serve on jury
