LIMIT_BAL,sex,education,MARRIAGE,age,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
49,female,higher ed,2,27,0,0,0,0,0,-1,22.2705,19.1752,19.5022,19.6099,20.1289,8.6703,0.5011,0.5217,0.5,0.534,9.4762,0.5026,0
20,male,higher ed,2,27,-1,-1,-1,0,0,-1,0.063,0.0825,0.189,0.126,0.063,0.063,0.0825,0.189,0,0,0.063,0.103,0
4,female,higher ed,2,23,2,2,2,0,0,0,1.9827,2.0709,2.107,2.142,2.3066,2.3683,0.15,0.1,0.1,0.2,0.1,0.0894,1
15,female,higher ed,2,28,-1,-1,-2,-1,-1,-2,0.3752,0.273,0.05,0.2727,0.0712,0,0.273,0.05,0.2727,0.0712,0,0,0
5,male,higher ed,1,29,0,0,0,0,0,0,4.831,4.969,4.0697,1.6751,1.7093,1.3191,0.23,0.14,0.0335,0.0342,0.4,0.02,1
10,male,higher ed,2,27,0,0,0,0,0,0,9.9668,10.0181,9.9156,8.0234,8.009,7.9494,0.485,0.374,0.2798,0.2865,0.302,0.2377,0
5,female,high school,1,42,2,2,2,0,0,2,4.4961,4.8164,3.8684,4.1034,4.3597,4.2743,0.4,0,0.3,0.3228,0,0.4,1
13,female,higher ed,2,25,-1,-1,-1,0,0,0,0.039,0.039,3.6659,2.315,2.7376,3.3104,0.078,3.6659,0.5,0.5,0.7,0.5,0
7,female,higher ed,2,27,-1,-1,-1,-1,-1,-1,0.0157,0.0157,0.0157,0.0157,0.0307,0.0507,0.0157,0.0157,0.0157,0.0307,0.0507,0.0357,0
3,female,higher ed,1,30,0,0,0,0,0,2,2.8289,2.9537,2.9378,2.2692,2.4169,2.3782,0.2013,0.144,0.08,0.18,0.0108,0.113,0
5,male,higher ed,2,28,0,0,0,0,0,0,3.117,2.0413,1.3738,0.6326,0.1452,0.1612,0.2005,0.1206,0.1,0.06,0.05,0.1,0
8,male,higher ed,1,45,-1,-1,-1,-1,-1,-1,0.1473,0.1473,2.477,0.3366,0.1473,4.4314,0.1473,2.477,0.3366,0.1473,4.4314,0.4,1
22,female,higher ed,2,30,0,0,0,0,0,-1,7.2546,7.4618,6.2379,3.7137,-0.0669,1.4069,0.5206,3.0176,1.0258,1.4,1.507,0.6029,0
20,male,higher ed,1,45,0,0,0,0,0,0,20.0378,16.2374,15.4234,14.3953,14.7834,14.7373,0.6061,0.7048,0.5016,1.0294,0.5136,0.5225,0
12,female,higher ed,2,24,0,0,0,0,0,-1,1.1296,1.22,1.1761,0.6761,0.7189,0.1087,0.14,0.1,0,0.1,0.1087,0.0801,0
10,female,higher ed,2,25,2,2,2,0,0,0,9.8499,10.1051,9.8503,9.8949,4.8552,4.9545,0.5,0,0.39,0.1801,0.18,0.2,0
10,female,high school,1,59,1,-1,0,-1,-1,-1,0,0.724,0.7702,0.155,1.2079,3.592,0.724,0.1,0.1558,1.2079,3.592,0,0
5,female,higher ed,2,23,0,0,0,0,0,0,5.0025,2.2656,1.961,1.7801,1.8078,1.8137,0.1626,0.1581,0.1,0.09,0.07,0.1,0
24,male,higher ed,1,37,-1,-1,-1,0,0,0,0.2208,0.5652,3.4351,2.2241,0.8472,0.05,0.5665,3.5,0.8877,0.05,0,2.1257,0
6,male,higher ed,2,28,0,-1,0,0,-1,2,0.2295,0.5293,1.3421,0.99,0.031,0.016,0.6,1,0.09,0.031,0,0.34,0
26,female,higher ed,1,34,-2,-2,-2,-2,-2,-2,0.8214,0.2149,0.3065,0.075,0,0,0.2151,0.3065,0.075,0,0,0.0377,1
3,female,high school,1,56,2,2,2,2,2,2,1.7643,1.8564,1.7969,2.0645,2.1666,2.117,0.15,0,0.3,0.15,0,0.19,1
44,female,high school,1,40,0,0,0,0,0,0,5.4408,5.7901,6.1914,6.5863,6.9792,7.3346,0.5,0.5,0.5,0.5,0.5,0.5,0
36,female,higher ed,2,30,0,0,0,0,0,0,13.225,13.2655,13.5959,13.9796,14.3642,14.7418,0.5,0.5,0.5,0.5,0.5,0.5,0
5,female,higher ed,2,26,-1,0,0,0,-2,-2,0.531,3.4105,3.4536,0,0,0,2.9,0.1,0,0,0,0,1
27,male,higher ed,1,50,-1,-1,-1,-1,-1,-1,0.0316,0.0316,0.0316,0.5772,0.0316,0.0316,0.0316,0.0316,0.5772,0.0316,0.0316,0.5174,0
15,female,higher ed,2,27,-1,0,0,-2,-2,-2,3.0585,3.0138,0,0,0,0,0.6,0,0,0,0,0,0
20,male,high school,2,26,-1,-1,-1,-1,-1,-1,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8355,0.8285,0
5,female,higher ed,1,36,0,0,0,0,0,0,4.451,4.2564,3.8181,3.0805,2.8252,2.8783,0.3,0.3,0.3,0.2,0.2,0.5,0
21,female,higher ed,2,33,-1,2,2,-1,-1,-1,0.097,0.2273,0.1303,0.5385,0.1814,0,0.1303,0.0003,0.5387,0.1814,0,0,0
5,female,higher ed,2,27,2,2,2,2,0,0,4.776,4.5064,4.5744,4.3123,4.2343,4.302,0,0.34,0,0.1528,0.3038,0,1
5,male,higher ed,2,24,0,0,0,0,0,0,1.9839,2.0231,2.0142,1.992,1.9722,2.0437,0.1328,0.1315,0.0703,0.0723,0.105,0.0668,0
44,male,higher ed,2,29,-2,-2,-1,0,0,0,2.643,2.3509,27.8956,27.4859,9.9618,10.3884,0.1249,27.9048,1.0758,0.5,0.508,0.2515,0
6,female,higher ed,2,28,2,2,2,2,2,2,4.3662,4.2682,4.5603,4.4569,4.7452,4.6536,0,0.3628,0,0.36,0,0.4,1
7,female,higher ed,1,41,0,0,0,0,0,-1,0.6017,0.8798,0.381,0.279,0,0.4513,0.3,0.15,0,0,0.4513,0,0
29,female,higher ed,2,25,0,0,0,0,0,0,7.1559,6.6658,6.8627,6.1578,5.9274,6.1314,0.25,0.3,0.3,0.3,0.3,0.3,0
14,male,higher ed,2,29,-1,-1,-1,-1,-2,-2,0.0487,0.0487,0.201,0,0,0,0.0487,0.201,0,0,0,0.0299,0
31,female,higher ed,2,33,0,0,0,0,0,0,11.0786,11.554,11.7674,10.8103,11.4721,10.5624,0.6555,0.6,0.3272,1.5874,0.4182,1.5694,0
45,female,higher ed,2,36,1,-2,-1,-1,-2,-2,-0.0044,1.0223,0.02,0,0,0,1.0267,0.02,0,0,0,0,0
36,male,higher ed,1,34,-1,-1,-1,-1,-1,-1,0.0997,0.1267,0.3935,0.2437,0.2797,0.0256,0.127,0.3946,0.2444,0.2805,0.0258,0.0001,0
55,female,higher ed,1,34,0,0,0,0,0,0,38.3973,38.0082,38.9694,34.2198,34.4808,34.7188,1.5,2,2,1.2,1.2,1.3,0
18,male,higher ed,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0.4003,0
14,male,higher ed,1,37,0,-1,0,0,0,0,3.4661,0.5309,5.1293,5.674,5.9455,5.7532,0.5334,5.0006,0.946,0.9461,0.2507,1.0007,0
5,male,higher ed,2,33,0,0,0,0,0,0,1.7094,1.7779,1.9275,1.8829,1.5913,0.7561,0.2,0.3,0.1,0.1,0.1,0.2115,0
20,female,higher ed,1,30,-2,-2,-2,-2,-2,-2,0,0,0.0441,0.0653,0.05,0.06,0,0.0441,0.0653,0.05,0.06,0.0751,0
6,male,higher ed,1,39,0,0,0,0,0,0,5.4282,4.9541,4.6074,3.9917,3.9382,3.9799,0.2128,0.1608,0.1391,0.141,0.158,0.1548,0
14,male,higher ed,2,28,0,-1,-1,0,-1,-1,0.3234,0.4324,0.5477,0.449,0.15,-5.1183,0.434,0.5491,0.2013,0.151,0.0018,8.9898,0
7,male,higher ed,1,42,0,0,0,0,0,0,7.0293,6.9199,6.6398,6.6282,6.758,6.7273,0.33,0.26,0.26,0.3,0.26,0.26,0
2,female,higher ed,1,50,1,2,2,2,3,2,0.7973,0.9686,0.9382,1.0821,1.0361,1.0046,0.2,0,0.16,0,0,0.15,0
10,female,higher ed,1,24,0,0,0,0,0,0,6.8963,6.488,6.0536,5.5708,5.1724,4.8671,0.3,0.27,0.2,0.19,0.17,0.1794,0
36,male,higher ed,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
10,female,high school,1,24,-1,-1,-1,-1,-1,-2,0.044,0.047,0.047,0.047,0,0,0.05,0.047,0.047,0,0,0,0
16,female,high school,2,41,-1,2,2,0,0,0,2.6736,2.9052,2.8328,2.9099,2.9724,3.0624,0.3,0,0.12,0.12,0.15,0.2,0
16,female,higher ed,2,27,0,0,0,0,0,0,16.3418,16.4211,16.5587,16.195,16.168,16.4031,0.62,0.76,0.61,0.59,0.63,0.75,0
13,male,higher ed,2,26,-1,0,0,-1,-1,-1,0.0296,0.1299,-0.0001,0.05,0,0.0936,0.1003,0,0.0501,0,0.0936,0.1002,1
10,female,high school,1,40,0,0,0,0,0,0,4.8923,4.8404,4.6266,4.5405,4.4723,4.2934,0.2084,0.1973,0.1708,0.1728,0.1621,0.1359,0
9,male,higher ed,1,35,0,0,2,2,2,2,1.5952,1.878,1.9177,1.8574,1.9721,1.9254,0.31,0.1,0,0.16,0,0.08,1
8,male,higher ed,2,23,2,0,0,0,0,0,0.8613,1.2438,1.5212,1.5657,1.7404,1.9103,0.4,0.3,0.1,0.2,0.2,0.2836,0
22,female,higher ed,1,28,5,6,5,4,3,2,21.6435,21.9973,21.5959,21.0438,20.7114,21.0491,0.8355,0.1,0,0,0.68,0.0097,1
26,female,higher ed,1,39,-2,-2,-2,-2,-2,-2,0.5912,0.3768,0.1444,0.2402,0.204,0.3172,0.3786,0.1451,0.2424,0.205,0.3187,0.1972,1
3,male,high school,1,45,2,2,2,3,5,4,2.5161,2.4476,2.8721,3.1262,3.0217,2.9158,0,0.5,0.33,0,0,0,1
10,female,higher ed,1,40,1,2,2,-1,0,-1,0.4535,0.3546,-0.2106,0.8538,0.039,0.015,0,0,1.0644,0,0.015,0.078,1
8,male,higher ed,2,39,0,0,0,0,0,0,5.5084,5.1265,4.795,4.8869,4.9445,4.9979,0.3012,0.21,0.2001,0.2001,0.2,0.1782,0
2,female,higher ed,2,31,0,0,-1,-1,-1,-2,0.5526,0.5561,0.2935,0.5909,0,0,0.1032,0.2938,0.6039,0,0,0,0
14,male,higher ed,1,41,0,0,0,0,0,0,1.9853,2.2525,2.5141,2.9701,3.4197,3.8615,0.3,0.3,0.5,0.5,0.5,0.3,0
3,female,higher ed,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
9,male,higher ed,1,39,0,0,0,0,0,0,2.0612,2.1956,2.328,2.3812,2.4377,2.4821,0.1676,0.2,0.122,0.11,0.1,0.11,0
15,female,higher ed,2,23,0,0,0,0,0,0,5.9555,5.9684,5.9501,5.9075,5.9171,5.3557,0.2812,0.2599,0.2143,0.2208,0.2112,0.5,0
25,male,high school,1,28,0,0,0,0,0,0,19.1305,9.0497,9.2278,9.3354,9.5309,9.7411,0.3899,0.3913,0.3186,0.3301,0.3525,0.3095,0
2,female,higher ed,1,37,1,2,2,0,0,0,1.9911,2.0797,2.0085,2.0126,2.0469,2.0655,0.15,0,0.05,0.065,0.06,0,1
5,male,higher ed,1,28,0,0,-1,-1,-1,-1,2.0914,2.9303,0.2515,0.7885,1.4493,0.2113,1.0087,0.2522,0.7951,1.4493,0.212,0.3027,0
10,male,higher ed,1,31,3,2,-1,0,0,-1,0.2,0.1,0.3,0.2,0.1,0.115,0,0.3,0,0,0.115,0,1
50,male,higher ed,1,46,-1,-1,-1,-1,-1,-1,0.358,1.8785,1.0742,3.7171,0.6192,3.1453,1.8785,1.0742,3.7171,0.6192,3.1453,1.2333,0
5,female,higher ed,1,36,2,0,0,0,0,-1,4.7357,4.926,5.0556,1.2557,0.9959,1.1361,0.3,0.3266,0.06,0.1672,2,0.1,0
4,female,higher ed,2,27,0,0,-1,-1,0,0,3.2228,3.8904,0.4235,8.723,7.2647,6.507,0.804,0.4235,8.723,0.3,1,0.4317,0
8,female,higher ed,1,35,0,0,2,0,0,2,7.553,7.9324,7.609,7.5892,7.731,8.0752,0.7,0,0.3,0.4,0.5,0,0
10,male,higher ed,1,35,0,0,0,0,0,0,4.5124,4.6168,4.716,9.8775,4.9513,5.3433,0.173,0.1722,0.3214,0.2119,0.5064,0,0
18,male,higher ed,2,29,-2,-2,-1,0,0,0,0.1073,0.3191,1.0693,1.1285,1.3863,0.5646,0.3206,1.0696,0.1291,0.3877,1.1077,0.07,0
9,female,high school,1,53,0,0,0,0,0,0,8.7235,8.8338,7.8994,5.0095,4.8987,4.9519,0.4,0.2602,0.2,0.3,0.2,0.5,0
1,female,higher ed,2,23,-2,-2,-2,-2,-2,-2,0.1082,0.2731,0.0757,0.0876,0.3551,0,0.2731,0.0757,0.0876,0.3551,0,1.346,0
20,female,higher ed,2,33,-1,-1,-1,-1,0,0,0.0165,0.0145,-0.002,0.0446,0.0165,0,0.0145,0,0.0631,0,0,0.0165,0
8,male,high school,1,57,2,2,2,2,2,2,0.7431,0.9895,0.9937,0.9629,1.0571,1.0749,0.26,0.035,0,0.11,0.05,0.13,1
9,male,higher ed,2,33,2,2,2,2,2,2,6.2011,6.3426,6.4288,6.5236,6.6639,6.7893,0.3,0.25,0.26,0.26,0.25,0.28,1
8,female,higher ed,1,42,0,0,-2,-2,-2,-2,3.09,0,0,0,0,0,0,0,0,0,0,0,1
9,female,higher ed,2,24,2,2,2,0,0,0,12.4457,11.8666,10.5806,9.8257,9.1442,6.6762,0.66,0,0.2915,0.3154,0.2977,9,1
8,female,higher ed,1,46,-1,-1,-1,0,-1,-1,0.235,0.235,0.47,0.235,0.235,0.235,0.235,0.47,0,0.235,0.235,0.035,0
14,male,higher ed,2,27,-1,-1,-1,0,-1,-1,0.0832,0,0.0825,0.0409,0.0521,0.0416,0,0.0825,0,0.0528,0.0416,0.1059,1
48,male,higher ed,1,39,0,0,0,0,0,0,39.838,39.4515,39.3648,33.0221,29.6004,27.9768,2.0091,2.537,1.5203,1.2013,1.2013,1.0135,0
23,male,higher ed,1,39,1,2,2,2,2,0,27.6758,28.2285,26.9849,25.5954,23.529,20.3223,1.2,1,0.83,0,0.8006,0.627,0
7,male,higher ed,2,27,-1,3,2,0,0,-1,0.4168,0.3942,0.1929,0.287,0.1435,0.3047,0,0,0.198,0,0.3047,0,1
20,female,higher ed,2,39,0,0,0,0,0,0,12.6082,12.7734,12.5205,11.3304,11.4667,11.0138,0.6216,0.4371,0.4037,0.6613,0.4055,0.3575,0
18,female,higher ed,2,35,0,0,0,0,0,0,6.6376,6.7033,6.8862,7.197,6.9843,6.7219,0.5,0.4,0.5,0.3,0.27,0.3,0
19,male,high school,1,37,0,0,0,0,0,0,18.1295,17.8857,18.1463,17.8984,17.5131,17.0136,0.8019,0.8008,0.67,0.68,0.6324,0.612,0
2,female,higher ed,1,24,1,2,0,0,2,2,1.8817,1.8227,1.9632,2.0298,2.0337,1.9863,0,0.172,0.1754,0.0893,0,0.04,0
1,male,higher ed,2,24,0,0,2,0,0,0,0.768,1.016,0.9844,0.9554,0.9515,0.97,0.2616,0,0.04,0.0499,0.05,0.09,1
8,female,higher ed,1,45,0,0,0,0,0,0,8.1133,8.1466,8.0822,7.9207,7.9652,8.1165,0.3502,0.3,0.4,0.31,0.3,0.3,0
6,male,high school,2,28,2,2,2,2,2,2,5.3567,5.9629,6.0943,6.0716,5.8458,4.9529,0.695,0.325,0.1767,0,0.3654,0,0
50,female,higher ed,2,37,-1,-1,-1,-1,0,0,0.4168,1.9169,2.2893,5.2002,1.6521,-0.0038,1.9169,2.2893,5.3198,0,0,1.2,0
5,male,high school,2,42,-1,-1,2,2,2,-1,0.055,0.1974,0.125,0.14,0.07,0.055,0.1974,0,0.07,0,0.055,0.11,1
36,female,higher ed,2,28,1,-1,-1,-1,-1,-2,0,0.042,0,0.0742,0,0,0.042,0,0.0742,0,0,0.0198,0
1,female,high school,1,56,0,0,2,2,2,0,0.7324,0.9808,0.9501,1.0029,0.973,0.9974,0.2609,0,0.083,0,0.04,0.05,0
30,male,higher ed,1,54,-1,-1,-1,-1,-1,-1,0.0206,0.0555,0,0.0718,0.0468,0.0366,0.0555,0,0.0718,0.0468,0.0366,0,1
7,male,higher ed,1,48,0,0,0,-1,-1,-1,0.8439,0.7606,0.8638,0.123,0.039,0.089,0.1188,0.2,0.123,0.039,0.089,0.0215,0
25,female,higher ed,1,32,0,0,-2,-2,-2,-2,3.9936,1.6666,1.6998,1.7504,0,0,0.8666,1.6998,1.7504,0,0,0,0
1,male,high school,1,51,2,2,2,2,0,0,0.3577,0.6012,0.6066,0.582,0.6026,0.768,0.25,0.03,0,0.03,0.1774,0.0284,1
14,female,high school,1,28,0,0,0,0,0,0,2.5184,2.7742,3.0129,2.1477,2.6097,2.4767,0.5,0.3011,0.5,0.5,0.3,0.5,0
10,female,higher ed,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11,female,higher ed,1,31,1,-2,-1,-1,0,0,0,0,0.0638,0.0225,0.0225,0,0,0.0638,0.0225,0,0,0,0
21,male,higher ed,1,38,-1,-1,-1,-1,-1,-1,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.1451,0
21,female,higher ed,1,40,-2,-2,-2,-2,-2,-2,1.4472,0.068,0,0,0,0,0.068,0,0,0,0,0,0
7,female,higher ed,2,26,3,2,2,2,2,2,4.9201,4.8134,5.2431,5.2479,5.3345,5.2333,0,0.51,0.2,0.2,0,0.4046,1
2,male,higher ed,1,47,0,0,0,0,0,0,1.5166,1.5014,1.6024,1.6345,1.7579,1.875,0.1257,0.1267,0.0588,0.15,0.15,0,0
22,male,higher ed,2,31,-2,-2,-2,-2,-2,-2,0.4935,0.3796,0.5227,0.2291,0.4739,0.164,0.3796,0.5227,0.2293,0.4739,0.164,0.3012,0
2,female,high school,3,51,2,0,0,0,0,2,1.8355,1.7165,1.7676,1.83,2.0278,2.0192,0.16,0.15,0.09,0.36,0.0393,0,1
8,male,higher ed,1,28,2,2,2,0,0,0,5.6272,5.8756,5.9587,6.0997,6.2856,6.6897,0.4,0.24,0.3,0.3,0.51,0,0
50,female,higher ed,1,42,0,0,0,0,0,0,50.6787,48.7049,47.8965,40.1635,42.3136,42.2271,2.1,1.7414,1.2,3,1.8,1.1,1
21,male,high school,2,66,0,0,0,0,0,0,20.9396,13.6809,13.9411,13.8991,14.0886,14.3721,0.651,0.645,0.5103,0.55,0.5307,0.5011,0
8,male,higher ed,2,27,2,0,0,0,0,0,7.6896,7.8663,7.8692,5.6032,5.7248,5.8515,0.3613,0.31,0.2,0.21,0.22,0.2041,1
5,female,higher ed,1,37,2,2,2,0,0,0,4.0994,4.3594,3.8222,1.3026,1.3268,1.3497,0.55,0,0.058,0.06,0.06,0.06,0
24,male,higher ed,1,35,1,-1,-1,0,0,0,0,1.1901,0.5736,0.1,0.065,0.7574,1.1901,0.5758,0,0.015,0.7424,0,0
15,female,higher ed,2,23,-2,-2,-2,-2,-1,2,0.0198,0.4824,0.1276,0.483,1.0251,0.5706,0.4848,0.1282,0.4854,1.0251,0,0.7328,0
21,female,higher ed,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
36,female,higher ed,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
23,female,high school,1,29,0,0,0,0,0,0,7.0069,6.4375,6.5691,6.715,6.8398,6.9917,0.3,0.2386,0.2553,0.2483,0.2657,0.3,0
50,male,higher ed,2,35,1,-1,-1,-1,-1,-1,-0.0453,0.1168,0.1215,0.6461,0.2567,0.0735,0.2336,0.1215,0.6461,0.2567,0.147,1.1605,0
15,female,higher ed,1,34,-1,0,0,0,0,0,5.0523,4.6054,4.6191,4.5564,4.584,4.7077,0.1763,0.25,0.2,0.2,0.2,0.21,0
3,female,higher ed,2,31,1,2,0,0,2,3,2.7254,2.6531,2.7857,2.9685,3.126,3.0468,0,0.1772,0.26,0.22,0,0,1
47,male,higher ed,1,57,0,0,0,0,0,0,8.3852,8.5008,8.3882,6.6207,6.5549,6.0805,0.3477,0.41,0.2022,0.21,0.2156,0.174,0
20,male,higher ed,1,59,0,0,0,2,2,2,2.7119,2.8081,3.0299,2.9516,3.1378,3.1914,0.17,0.3,0,0.25,0.12,0,0
47,male,higher ed,2,35,0,0,0,0,0,0,21.1775,21.8246,21.8615,22.1365,13.7387,20.1955,0.9883,0.6,0.6194,3.0364,10.0018,0.4817,0
31,male,higher ed,2,32,0,0,0,0,0,-1,5.334,8.5711,6.9195,5.9169,1.2056,1.0032,6.922,0.3095,0.5,0.2,1.0058,2.3219,0
21,female,higher ed,2,28,0,0,0,0,0,0,20.4191,20.453,18.5587,13.641,14.0051,14.2976,0.9,0.9007,0.5254,0.6,0.55,0.5,0
50,female,higher ed,1,41,-1,-1,-1,-1,-1,-1,2.4433,18.7206,1.0894,2.9161,2.8238,3.3272,18.7206,1.0909,2.9161,2.8238,3.3272,17.5357,0
8,female,higher ed,2,27,0,0,0,0,2,2,7.2991,7.5134,7.6083,8.1183,7.9906,7.5294,0.332,0.28,0.64,0.287,0,0.315,0
2,male,high school,2,38,0,0,0,0,-1,-1,1.1805,1.2186,0.9331,0.6927,1.2457,0.89,0.14,0.1023,0,1.2469,0.0598,0.0001,1
15,male,high school,2,32,1,-1,0,0,0,0,0.3706,4.0093,6.5063,6.9046,6.0619,6.1096,4.0093,3,1,1.003,0.5,0.5,0
39,male,high school,1,39,0,0,0,0,0,0,47.5934,30.8108,20.5228,18.5134,18.1949,13.6559,5.9324,0.6093,0.5411,0.6025,0.5,0.3617,0
1,male,higher ed,2,29,0,0,0,0,0,0,1.0208,0.8598,0.71,0.9305,0.9805,0.572,0.15,0.1,0.4,0.05,0.25,0,0
39,female,high school,1,46,-2,-2,-2,-2,-2,-2,1.4315,0.7097,0.6548,0.8976,0.0909,1.7682,0.7097,0.6548,0.8976,0.0909,1.7682,1.271,0
21,male,high school,1,41,-1,-1,2,0,0,-1,0.039,0.1732,0.117,0.078,0.039,6.9438,0.1732,0,0,0,6.9438,0.375,1
35,female,higher ed,1,33,-2,-2,-2,-2,-2,-2,1.6414,0.0693,0.0693,0.1144,-0.4618,-0.8026,0.0693,0,0.1144,0.4279,0,0,1
15,female,higher ed,2,35,-1,-1,-1,0,0,-1,0.3299,0.0596,0.0978,0.1178,0.1007,0.2075,0.0599,0.0982,0.1007,0.0005,0.2075,0.2669,0
21,female,higher ed,1,36,0,0,0,0,0,0,5.4717,5.5522,5.4929,5.5696,5.4773,5.1616,0.2017,0.19,0.19,0.1925,0.1845,0.1886,0
10,male,higher ed,1,55,0,0,0,0,0,0,1.8135,3.1498,1.7158,1.8758,1.7168,0,0.2,0.4,0.2,0.3,0,0,0
21,male,higher ed,2,36,0,0,0,0,0,0,21.0463,10.9132,4.7182,3.7067,2.4511,2.2634,0.5187,0.2043,0.1552,0.2013,0.3002,0.3003,1
29,female,higher ed,1,48,-1,-1,-1,-1,-1,-1,3.1386,3.1394,0.1369,1.501,0.328,0,3.1401,0.1369,1.501,0.328,0,0.3357,0
33,male,higher ed,1,50,1,-1,-1,-1,-1,-1,-0.0013,0.275,-0.0027,0.5344,1.6566,0.0995,0.2763,0,0.5371,1.6648,0.1,0.0997,1
5,male,higher ed,2,37,0,0,0,0,0,0,5.0701,5.0462,5.0218,2.0141,2.0072,1.9493,0.2202,0.2083,0.0697,0.0711,0.0717,0.0674,0
8,male,high school,2,27,0,0,0,0,0,0,4.7163,8.6021,4.44,2.3954,2.4574,2.4772,0.1821,0.36,0.1,0.1,0.1,0.1,0
34,male,higher ed,1,35,0,0,0,0,0,0,3.9229,4.0747,4.193,4.3397,4.471,4.6143,0.2,0.2,0.2,0.2,0.2,0.2,0
12,male,high school,1,38,0,0,0,0,0,0,4.0538,4.187,5.8882,5.9862,5.1172,5.2533,0.1988,1.8,0.1857,0.1723,0.2075,0.15,0
3,female,higher ed,2,22,0,-1,-1,-1,-1,-2,0.3158,0.5547,0.3312,0.3145,0.3022,0.3247,0.5572,0.3321,0.3154,0.3031,0.3339,0.2921,0
26,female,higher ed,2,35,0,0,0,0,0,0,2.0556,2.5256,5.0175,4.6516,4.2815,3.9004,0.9581,3,0.159,0.1472,0.1317,0.1314,0
5,male,higher ed,1,64,0,0,0,0,0,-1,4.8369,4.4762,1.7403,1.7907,1.9,1.8055,0.2384,0.5461,0.2872,0.1093,1.9055,0.2239,0
42,female,high school,2,25,1,2,0,0,0,0,7.2874,7.1035,5.7503,5.6467,5.3995,5.5304,0,0.2,0.1892,0.1979,0.2226,2.3011,1
13,female,higher ed,1,28,0,0,0,-1,-1,-1,7.1983,7.1514,7.3274,0.3541,0.3333,0.3333,0.4,0.7,0.36,0.3333,0.3333,0.311,0
27,female,higher ed,1,30,0,0,0,0,0,0,6.2599,5.9368,5.7856,4.9804,4.731,4.2812,0.5,0.5,0.5,0.5,0.524,0.5,0
5,male,high school,2,30,0,0,0,0,2,0,0.6615,0.764,0.8649,0.9302,0.9008,0.9188,0.1135,0.1144,0.0797,0,0.0329,0.049,0
2,male,higher ed,1,34,0,0,0,0,0,0,1.7179,1.7815,0.9519,1.0469,1.4272,1.5033,0.13,0.15,0.1415,0.4,0.1,0.1,1
14,female,higher ed,1,34,0,0,0,0,0,0,13.2541,13.6186,13.9418,14.0962,13.7819,13.7094,0.7,0.7,0.53,0.53,1.01,0.54,0
10,female,higher ed,1,35,0,0,0,0,0,0,10.6229,9.8217,4.2482,4.3326,4.4235,4.5498,0.3,0.1707,0.1551,0.1607,0.2,0.2,0
5,male,high school,2,41,2,2,2,2,3,2,2.9368,2.8612,3.1623,3.3393,3.2587,3.1914,0,0.35,0.2589,0,0,0.1332,0
50,male,higher ed,2,37,-1,0,0,0,-1,-1,2.7181,1.2525,0.7218,0.2183,0.6371,0.5208,0.7254,0.2208,0.0011,0.6402,0.5234,0.2899,0
8,male,higher ed,1,35,0,0,0,0,0,0,7.8507,8.0327,8.0125,2.8345,2.8938,2.9665,0.3085,0.2969,0.1007,0.1042,0.12,0.1501,0
22,female,higher ed,1,34,-1,-1,-1,-1,-1,-1,5.1565,1.5683,0.1381,0.33,0.2452,0.2728,1.5683,0.1381,0.33,0.2452,0.2728,0,1
3,male,higher ed,1,34,2,0,0,0,0,2,2.7358,2.5652,2.6723,2.7104,2.8616,2.9102,0.175,0.18,0.1118,0.21,0.11,0,0
24,male,higher ed,2,26,0,0,0,0,0,0,16.1766,16.6147,16.9882,17.3246,17.7112,18.7951,0.7,0.65,0.6183,0.664,1.4,0,0
22,male,high school,1,41,-2,-2,-2,-2,-2,-2,1.0804,3.4407,1.451,0.7229,1.2806,3.5433,3.4415,1.4565,0.7229,1.2806,3.5433,1.1405,0
32,male,higher ed,1,32,-1,-1,-1,-1,0,0,0.6443,0.0443,-0.1327,2.8484,4.7711,3.4755,0.0451,0,2.9811,2,0.2386,0.0462,0
23,female,higher ed,1,36,0,0,-1,2,-1,2,5.2689,0,0.015,0.015,0.0921,0.0771,0,0.015,0,0.0921,0,5.1362,0
2,male,high school,2,44,-1,2,-1,-1,-1,-1,0.078,0.039,0.039,0.039,0.039,0,0,0.039,0.039,0.039,0,0.078,0
28,female,higher ed,1,34,0,0,0,0,0,0,8.2691,7.5867,7.6835,7.0722,6.0694,6.2032,0.35,0.32,0.25,0.24,0.25,0.25,0
