,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
8237,24, Private,217961, Higher ed,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
8238,44, Local-gov,60735, Higher ed,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,60, United-States,0
8239,47, Self-emp-not-inc,121124, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
8240,31, Private,48588, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
8241,41, Private,48087, HS,4, Divorced, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States,0
8242,53, Self-emp-not-inc,240138, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
8243,63, Private,273010, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3471,0,40, United-States,0
8244,44, Private,104196, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
8245,37, Private,230035, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,1
8246,57, Private,176079, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
8247,22, Private,180052, Higher ed,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States,0
8248,33, Local-gov,173005, Higher ed,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1848,45, United-States,1
8249,30, Private,378723, Higher ed,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,55, United-States,0
8250,20, Private,233624, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
8251,28, Private,192591, Higher ed,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,0
8252,54, Private,249860, HS,7, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,10, United-States,0
8253,20, Private,247564, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,0
8254,34, Private,238912, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
8255,21, Private,190227, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
8256,29, State-gov,293287, Higher ed,10, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,0
8257,51, Private,180807, Higher ed,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
8258,39, Private,250217, HS,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,70, United-States,0
8259,19, Private,217418, Higher ed,10, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,38, United-States,0
8260,22, Local-gov,137510, HS,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
8261,59, State-gov,163047, Higher ed,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,0
8262,18, Private,577521, HS,7, Never-married, Sales, Own-child, White, Male,0,0,13, United-States,0
8263,22, Private,221533, HS,9, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States,0
8264,42, Local-gov,255675, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
8265,39, Private,114079, Higher ed,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
8266,31, Private,155781, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
8267,28, Private,243762, HS,7, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
8268,22, Private,113062, Higher ed,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,7, United-States,0
8269,67, Private,217028, Higher ed,14, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
8270,17, Private,110723, HS,7, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0
8271,47, Federal-gov,191858, Higher ed,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
8272,23, Private,179423, Higher ed,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,5, United-States,0
8273,47, State-gov,103743, HS,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
8274,49, Private,235683, Higher ed,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,1
8275,35, State-gov,197495, Higher ed,10, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
8276,52, Federal-gov,424012, Higher ed,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
8277,29, Private,178469, HS,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
8278,38, Self-emp-not-inc,214008, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
8279,59, Self-emp-not-inc,325732, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,52, United-States,1
8280,35, Private,28572, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,35, United-States,0
8281,18, Private,118376, Higher ed,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,0
8282,24, Private,51799, HS,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,0
8283,33, Local-gov,115488, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
8284,40, Private,190621, Higher ed,10, Divorced, Exec-managerial, Other-relative, Black, Female,0,0,55, United-States,0
8285,55, Private,193568, HS,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
8286,44, Private,192878, HS,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
8287,40, Private,264663, Higher ed,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States,0
8288,22, Private,234731, HS,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
8289,55, Private,308373, Higher ed,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1
8290,45, Private,205644, HS,9, Separated, Tech-support, Not-in-family, White, Female,0,0,26, United-States,0
8291,47, Local-gov,321851, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,1
8292,56, Private,206399, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
8293,44, Private,124563, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
8294,32, State-gov,198211, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States,0
8295,17, Private,130795, HS,6, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0
8296,44, Private,71269, Higher ed,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
8297,32, Self-emp-not-inc,319280, Higher ed,12, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States,0
8298,35, Private,125933, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
8299,27, Private,107236, HS,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
8300,32, Private,32732, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
8301,68, Private,284763, HS,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, United-States,0
8302,20, Private,112668, Higher ed,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
8303,33, Private,376483, Higher ed,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
8304,24, Private,402778, HS,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States,0
8305,48, Private,36177, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
8306,45, Private,125489, Higher ed,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States,0
8307,48, Private,304791, Higher ed,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
8308,28, Private,209205, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
8309,39, Local-gov,178100, Higher ed,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
8310,23, Private,70261, Higher ed,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
8311,23, State-gov,186634, HS,8, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
8312,36, Private,32958, Higher ed,10, Separated, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
8313,25, Private,254746, Higher ed,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,0
8314,52, Private,158746, HS,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,0
8315,35, Self-emp-not-inc,140854, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
8316,41, Private,51506, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
8317,45, Private,189564, Higher ed,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,42, United-States,1
8318,58, Private,213975, Higher ed,11, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
8319,67, Self-emp-not-inc,431426, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,2, United-States,0
8320,48, Private,199763, HS,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,8, United-States,0
8321,63, Private,161563, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0
8322,24, Local-gov,252024, Higher ed,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States,1
8323,43, Private,43945, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
8324,36, Private,178487, HS,9, Divorced, Transport-moving, Own-child, White, Male,0,0,60, United-States,0
8325,43, Private,199191, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,0
8326,27, Private,189775, HS,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
8327,17, Private,171080, HS,7, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States,0
8328,45, Private,117310, Higher ed,13, Divorced, Sales, Not-in-family, White, Female,0,0,46, United-States,0
8329,41, Self-emp-inc,82049, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
8330,41, Self-emp-not-inc,126094, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States,0
8331,48, Local-gov,246392, Higher ed,12, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
8332,26, Private,292803, Higher ed,10, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,0
8333,54, Private,286989, HS,1, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0
8334,19, Private,235849, HS,9, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States,0
8335,47, Private,359766, HS,4, Divorced, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States,0
8336,32, Private,128016, HS,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,20, United-States,0
8337,46, Private,360096, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1
8338,30, Private,170154, Higher ed,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,1
8339,35, Private,337286, Higher ed,14, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States,0
8340,52, Private,204322, Higher ed,11, Married-civ-spouse, Tech-support, Husband, White, Male,5013,0,40, United-States,0
8341,73, Self-emp-not-inc,143833, HS,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,18, United-States,0
8342,32, Private,100135, Higher ed,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,32, United-States,0
8343,43, Local-gov,180096, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
8344,41, Federal-gov,564135, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
8345,49, Private,198759, Higher ed,12, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States,1
8346,52, State-gov,303462, Higher ed,10, Separated, Protective-serv, Unmarried, White, Male,0,0,40, United-States,0
8347,35, Private,193106, HS,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,32, United-States,0
8348,57, Private,250201, HS,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, United-States,0
8349,35, Private,200426, Higher ed,11, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,44, United-States,0
8350,33, Private,222654, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
8351,56, Private,53366, HS,4, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
8352,42, Private,132222, Higher ed,13, Never-married, Sales, Own-child, White, Male,0,0,60, United-States,0
8353,17, Private,100828, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,0
8354,49, Private,31264, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0
8355,39, Private,202027, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
8356,34, Self-emp-not-inc,168906, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States,0
8357,37, Self-emp-not-inc,255454, Higher ed,10, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,0
8358,22, Private,245524, HS,8, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0
8359,21, Private,35424, Higher ed,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0
8360,44, Private,152629, Higher ed,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,3103,0,40, United-States,1
8361,53, Self-emp-not-inc,151159, HS,6, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,99, United-States,0
8362,26, Private,410240, HS,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
8363,48, Private,138970, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
8364,39, Private,269722, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,0
8365,34, Private,223678, HS,9, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, United-States,0
8366,54, State-gov,197184, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States,0
8367,36, Private,143486, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States,1
8368,60, Private,160625, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States,0
8369,50, Private,140516, HS,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
8370,48, Local-gov,85341, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
8371,35, Private,108293, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Female,0,2205,40, United-States,0
8372,40, Self-emp-not-inc,192507, Higher ed,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
8373,30, Private,186932, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,0
8374,65, Self-emp-not-inc,223580, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6514,0,40, United-States,1
8375,31, Private,236861, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
8376,46, Local-gov,327886, Higher ed,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
8377,62, Self-emp-inc,197060, Higher ed,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
8378,24, Private,284317, Higher ed,13, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
8379,27, Private,47907, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States,0
8380,43, State-gov,134782, Higher ed,12, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,30, United-States,0
8381,41, Private,299505, HS,9, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
8382,30, Private,267161, Higher ed,10, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,45, United-States,0
8383,38, Private,119177, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
8384,45, Private,327886, Higher ed,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
8385,45, Private,187730, Higher ed,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
8386,55, Private,109015, Higher ed,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,0
8387,24, Private,104146, Higher ed,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
8388,31, Local-gov,50442, Higher ed,10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States,0
8389,35, Private,57640, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
8390,37, Local-gov,333664, Higher ed,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
8391,29, Private,224858, Higher ed,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
8392,56, Private,290641, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
8393,25, Private,34402, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1590,60, United-States,0
8394,33, Private,245378, HS,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
8395,44, Private,179136, HS,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
8396,21, Private,116788, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
8397,21, Private,129699, HS,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
8398,44, Self-emp-inc,95150, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
8399,63, Private,102479, Higher ed,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
8400,44, Private,199191, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States,0
8401,26, Private,53833, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States,0
8402,37, Self-emp-inc,27997, HS,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,0
8403,33, Private,111363, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
8404,38, Private,107630, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
8405,26, Private,134287, Higher ed,11, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0
8406,24, Private,33616, HS,9, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States,0
8407,47, Local-gov,121124, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,1
8408,27, Private,188189, Higher ed,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, United-States,0
8409,46, Private,106255, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
8410,47, Federal-gov,282830, Higher ed,12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,1
8411,69, Private,165017, HS,9, Widowed, Machine-op-inspct, Unmarried, White, Male,2538,0,40, United-States,0
8412,32, Private,131584, HS,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States,1
8413,51, Private,427781, HS,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
8414,36, Private,334291, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
8415,50, Local-gov,173224, Higher ed,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,0
8416,32, Private,187560, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3908,0,40, United-States,0
8417,27, Private,204497, HS,6, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75, United-States,0
8418,31, Private,118161, HS,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
8419,46, Private,150499, Higher ed,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
8420,40, Local-gov,96554, HS,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
8421,39, Private,288551, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,52, United-States,1
8422,69, Self-emp-not-inc,104003, HS,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0
8423,54, Self-emp-inc,124963, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
8424,56, Private,198388, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
8425,47, Federal-gov,126204, Higher ed,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
8426,25, Private,91709, Higher ed,12, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States,0
8427,34, Self-emp-not-inc,152109, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
8428,24, Self-emp-not-inc,191954, HS,4, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States,0
8429,63, Private,108097, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,10566,0,45, United-States,0
8430,29, Local-gov,289991, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
8431,64, Private,92115, Higher ed,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
8432,44, Private,320277, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
8433,26, Private,33610, HS,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,60, United-States,0
8434,36, Private,168276, HS,6, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
8435,55, State-gov,175127, Higher ed,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,38, United-States,1
8436,37, Private,254973, HS,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, United-States,1
8437,37, Private,95336, HS,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States,0
8438,63, Private,346975, Higher ed,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,36, United-States,1
8439,33, Private,227282, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
8440,19, Private,138153, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,0
8441,57, Local-gov,174132, Higher ed,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1977,40, United-States,1
8442,31, Private,182237, Higher ed,12, Married-civ-spouse, Sales, Husband, White, Male,4386,0,45, United-States,1
8443,58, Local-gov,217775, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,1
8444,25, Private,394503, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
8445,40, Private,141657, HS,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
8446,18, Private,125441, HS,7, Never-married, Other-service, Own-child, White, Male,1055,0,20, United-States,0
8447,26, Private,172230, HS,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
8448,29, Private,282944, Higher ed,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
8449,45, Local-gov,55377, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,0
8450,35, State-gov,49352, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States,0
8451,32, Private,213887, Higher ed,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States,0
8452,61, Self-emp-not-inc,24046, HS,9, Widowed, Other-service, Other-relative, White, Female,0,0,40, United-States,0
8453,26, State-gov,208122, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States,0
8454,56, Private,176118, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States,1
8455,22, Private,227994, Higher ed,10, Married-spouse-absent, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,39, United-States,0
8456,49, Private,215389, Higher ed,13, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States,0
8457,40, Private,99434, HS,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,12, United-States,0
8458,37, Private,190964, HS,9, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
8459,28, Private,259840, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
8460,27, Private,168827, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
8461,34, Self-emp-inc,28984, Higher ed,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0
8462,49, Private,182211, HS,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,0
8463,41, Private,82393, Higher ed,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
8464,28, Private,183639, Higher ed,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,21, United-States,0
8465,38, Private,342448, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
8466,47, State-gov,469907, Higher ed,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1740,40, United-States,0
8467,28, Local-gov,211920, HS,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
8468,44, State-gov,33658, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States,1
8469,41, Federal-gov,34178, Higher ed,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
8470,50, Private,400630, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States,1
8471,73, Self-emp-not-inc,161251, HS,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,24, United-States,0
8472,38, Private,199256, HS,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
8473,47, Private,221666, Higher ed,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,0
8474,24, Private,39615, Higher ed,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,0
8475,44, Private,104440, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
8476,27, Private,151382, HS,4, Divorced, Machine-op-inspct, Unmarried, White, Male,0,974,40, United-States,0
8477,61, Self-emp-not-inc,503675, Higher ed,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States,1
8478,58, Private,306233, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,1
8479,51, Private,216475, Higher ed,13, Never-married, Sales, Not-in-family, White, Female,0,1564,43, United-States,1
8480,23, Private,107190, Higher ed,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States,0
8481,19, Private,206874, Higher ed,11, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
8482,21, Private,83141, HS,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,53, United-States,0
8483,56, Private,444089, HS,7, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0
